userID,Duration,Page,Order,Language,TaskPage,Answer
5689,2.200000000000273,18,2,Spanish,1,1
5689,3.099999999999909,19,3,Spanish,3,1
5689,2.5,20,0,Spanish,4,1
5689,6.0,25,0,Spanish,2,1
5689,3.800000000000182,25,0,Spanish,3,1
5689,1.400000000000091,25,0,Spanish,4,1
5689,1.7999999999997272,25,0,Spanish,5,1
5689,10.300000000000182,30,0,Spanish,1,1
452,5.7999999999999545,1,4,Spanish,2,1
452,1.7999999999999545,2,2,Spanish,1,1
452,1.400000000000091,2,2,Spanish,2,1
452,2.3999999999998636,3,0,Spanish,1,1
452,6.5,3,0,Spanish,2,1
452,1.400000000000091,5,3,Spanish,5,1
452,5.5,6,4,Spanish,4,1
452,2.599999999999909,8,0,Spanish,3,1
452,2.5,8,0,Spanish,4,1
452,4.299999999999727,10,3,Spanish,4,1
452,6.899999999999636,11,4,Spanish,2,1
452,2.099999999999909,13,0,Spanish,2,1
452,3.599999999999909,13,0,Spanish,4,1
452,4.699999999999818,13,0,Spanish,5,1
452,2.299999999999727,16,4,Spanish,2,1
452,1.7000000000002728,18,0,Spanish,2,1
452,2.400000000000091,20,3,Spanish,4,1
452,0.8000000000001819,21,4,Spanish,2,1
452,2.199999999999818,21,4,Spanish,4,1
452,1.099999999999909,22,2,Spanish,2,1
452,3.300000000000182,27,2,Spanish,1,1
452,3.900000000000091,30,3,Spanish,4,1
452,1.599999999999909,30,3,Spanish,5,1
6853,7.0,1,3,Spanish,5,1
6853,10.5,3,4,Spanish,4,1
6853,8.700000000000045,4,0,Spanish,2,1
6853,2.900000000000091,4,0,Spanish,5,1
6853,7.2000000000000455,5,2,Spanish,1,1
6853,5.5,6,3,Spanish,5,1
6853,6.100000000000136,8,4,Spanish,2,1
6853,6.5,8,4,Spanish,4,1
6853,5.5,9,0,Spanish,1,1
6853,2.0,10,2,Spanish,2,1
6853,4.599999999999909,13,4,Spanish,4,1
6853,3.2000000000000455,14,0,Spanish,2,1
6853,3.8999999999998636,19,0,Spanish,1,1
6853,3.1000000000001364,19,0,Spanish,2,1
6853,7.800000000000182,19,0,Spanish,5,1
6853,1.400000000000091,24,0,Spanish,5,1
6853,5.800000000000182,26,3,Spanish,4,1
6853,4.0,26,3,Spanish,5,1
6853,1.2999999999997272,30,2,Spanish,1,1
1572,1.699999999999818,1,4,Spanish,2,1
1572,0.900000000000091,2,2,Spanish,2,1
1572,0.8999999999996362,3,0,Spanish,2,1
1572,3.5,3,0,Spanish,4,1
1572,3.400000000000091,3,0,Spanish,3,1
1572,0.900000000000091,5,3,Spanish,4,1
1572,2.299999999999727,5,3,Spanish,5,1
1572,1.599999999999909,10,3,Spanish,3,1
1572,4.699999999999818,10,3,Spanish,5,1
1572,6.099999999999909,11,4,Spanish,2,1
1572,5.700000000000273,11,4,Spanish,4,1
1572,2.800000000000182,12,2,Spanish,2,1
1572,5.100000000000364,15,3,Spanish,3,1
1572,1.599999999999909,25,3,Spanish,5,1
1572,7.400000000000091,25,3,Spanish,4,1
1572,3.400000000000091,28,0,Spanish,5,1
1572,1.300000000000182,30,3,Spanish,3,1
1572,1.300000000000182,30,3,Spanish,4,1
2929,11.300000000000011,5,0,Spanish,1,1
2929,41.60000000000002,5,0,Spanish,2,1
2929,10.0,5,0,Spanish,3,1
2929,5.699999999999989,5,0,Spanish,4,1
2929,3.5,5,0,Spanish,5,1
2929,9.5,7,4,Spanish,4,1
2929,10.799999999999955,10,0,Spanish,4,1
2929,9.399999999999977,10,0,Spanish,5,1
2929,8.300000000000068,12,4,Spanish,4,1
2929,10.600000000000023,14,3,Spanish,3,1
2929,14.599999999999909,15,0,Spanish,1,1
2929,6.400000000000091,17,4,Spanish,2,1
2929,4.2999999999999545,18,2,Spanish,1,1
2929,5.800000000000182,18,2,Spanish,2,1
2929,11.600000000000136,22,4,Spanish,2,1
2929,2.7000000000000455,22,4,Spanish,4,1
2929,10.799999999999955,25,0,Spanish,1,1
2929,1.8999999999998636,25,0,Spanish,3,1
2929,2.6000000000001364,25,0,Spanish,4,1
2929,2.699999999999818,25,0,Spanish,5,1
2929,9.5,27,4,Spanish,4,1
2929,3.2999999999999545,28,2,Spanish,1,1
2929,5.0,29,3,Spanish,3,1
2929,10.299999999999955,30,0,Spanish,1,1
2929,3.5,30,0,Spanish,2,1
2929,7.900000000000091,30,0,Spanish,5,1
