CH/SP -> CH/SP:,CH/SP -> Eng:,Eng -> Eng:,Eng -> CH/SP:
5.5,4.600000000000024,5.0,2.200000000000045
7.600000000000023,1.400000000000091,1.2999999999999543,3.1999999999999313
2.3999999999999773,1.7999999999999543,8.5,6.600000000000023
2.1000000000000227,4.599999999999909,6.5,1.800000000000182
7.899999999999977,7.5,1.7999999999999543,1.599999999999909
7.799999999999954,5.599999999999909,2.200000000000045,4.099999999999909
8.600000000000023,3.7000000000000455,1.5,6.7000000000000455
2.1000000000000227,7.400000000000091,1.599999999999909,6.099999999999909
9.5,7.399999999999636,3.6000000000000227,6.5
3.7999999999999545,5.399999999999999,1.5,2.800000000000182
8.799999999999955,3.4000000000000057,1.2000000000000457,3.2999999999999545
6.0,4.699999999999988,2.200000000000045,8.900000000000091
2.6000000000000227,8.899999999999975,1.1000000000000227,2.599999999999909
4.199999999999932,6.400000000000035,2.8999999999999773,1.900000000000091
4.600000000000136,3.1000000000000227,1.3000000000001821,4.400000000000091
2.399999999999864,1.3000000000000682,1.1999999999998179,9.4
2.6000000000001364,6.800000000000068,2.0,1.0
2.899999999999864,3.3999999999999773,2.0,1.1000000000000083
6.2000000000000455,3.0,3.300000000000182,3.3999999999999773
3.5999999999999086,1.6000000000000227,8.5,6.599999999999994
3.5,5.300000000000012,1.3000000000001821,2.200000000000045
7.2000000000000455,9.0,7.5,5.699999999999988
6.2999999999999545,2.3999999999999773,4.2999999999999545,3.6999999999999886
4.899999999999864,8.899999999999975,7.899999999999863,4.2999999999999545
2.5,1.0,5.300000000000182,4.100000000000024
0.900000000000091,1.2999999999999543,8.399999999999864,5.399999999999976
5.0,5.699999999999817,8.400000000000091,4.600000000000024
8.299999999999955,7.5,9.5,1.1999999999999318
4.7999999999999545,5.7000000000000455,2.099999999999909,1.2999999999999543
7.299999999999954,2.700000000000045,1.7999999999999543,6.2999999999999545
3.5,2.399999999999864,6.099999999999909,0.8999999999999773
6.2999999999999545,2.099999999999909,7.400000000000091,1.6999999999999886
7.5,2.2999999999999545,3.2999999999999545,8.799999999999955
5.0,1.0,3.200000000000045,6.0
7.5,0.6000000000001364,3.200000000000045,5.2000000000000455
6.900000000000091,1.5,5.599999999999909,4.100000000000024
5.7999999999999545,0.8999999999998636,4.600000000000136,7.400000000000091
