CH/SP -> CH/SP:,CH/SP -> Eng:,Eng -> Eng:,Eng -> CH/SP:
6.5,2.0,0.7000000000000455,2.0
0.7000000000000455,0.8999999999998636,2.400000000000091,3.200000000000045
0.7000000000000455,0.7000000000000455,4.199999999999818,3.7999999999999545
1.2000000000000457,6.599999999999909,0.5999999999999089,1.2000000000000457
1.3999999999998636,4.2999999999999545,0.7000000000000455,1.1000000000001364
4.7999999999999545,1.3999999999998636,0.900000000000091,0.7999999999999545
7.099999999999909,0.6999999999998181,1.1999999999998179,1.1000000000001364
0.900000000000091,2.0,5.400000000000091,4.300000000000182
4.899999999999864,2.0,3.4000000000000914,2.100000000000364
4.7999999999999545,0.6000000000003638,2.200000000000045,0.5999999999999089
3.0,6.0,1.6000000000001364,5.5
7.600000000000137,2.0,0.6999999999998181,1.1000000000003638
2.2999999999999545,1.0,1.2000000000000457,0.7999999999997272
7.599999999999909,1.7000000000000457,1.2000000000000457,7.0
7.299999999999954,1.7999999999999543,9.700000000000044,0.900000000000091
2.099999999999909,1.2999999999999543,1.0,0.8000000000001819
8.299999999999955,1.1999999999998179,0.8999999999998636,1.5
0.8999999999998636,1.5,1.2999999999999543,0.8999999999998636
1.7999999999999543,2.099999999999909,0.6000000000001364,1.2999999999999543
2.9000000000000914,0.8000000000001819,8.5,2.400000000000091
5.7000000000000455,0.7000000000000455,3.0,3.7999999999999545
0.8999999999998636,1.2999999999999543,3.899999999999864,1.400000000000091
0.5999999999999089,4.5,3.399999999999864,0.7000000000000455
0.7000000000002728,1.400000000000091,0.5,0.6000000000001364
1.400000000000091,5.299999999999999,0.5,1.2000000000000457
2.299999999999727,9.300000000000011,0.5999999999999089,0.900000000000091
1.0,0.9000000000000057,0.900000000000091,1.5
0.8000000000001819,7.0,1.3000000000001821,1.1999999999998179
0.900000000000091,2.300000000000068,1.1999999999998179,0.7999999999999545
1.0,0.8999999999999773,0.5,1.0
0.6999999999998181,3.0,0.6999999999998181,2.700000000000045
2.599999999999909,3.7000000000000455,0.5999999999999089,1.7000000000000457
1.2000000000002728,2.7999999999999545,0.6999999999998181,1.3999999999998636
0.7000000000002728,3.2999999999999545,1.400000000000091,1.2999999999999543
1.0,,0.5999999999999089,3.0
3.0,,0.6999999999998181,5.099999999999909
0.6999999999998181,,0.8000000000001819,9.6
1.0,,1.0999999999999093,5.900000000000006
0.5999999999999089,,5.400000000000091,9.299999999999985
0.6999999999998181,,4.299999999999727,1.2000000000000457
0.6999999999998181,,0.7000000000002728,1.099999999999966
1.900000000000091,,1.0,6.899999999999977
2.699999999999818,,0.6999999999998181,1.5
1.5,,5.800000000000183,1.6000000000000227
1.0,,0.8000000000001819,1.5
2.800000000000182,,0.5999999999999089,0.8999999999999773
0.6999999999998181,,0.6999999999998181,0.6999999999999318
2.9000000000000914,,0.7000000000002728,9.0
1.2000000000000457,,0.6999999999998181,1.1000000000000227
1.0,,8.0,1.2000000000000457
2.2999999999999545,,3.9000000000000914,
0.5999999999999089,,7.199999999999817,
1.0,,0.7999999999997272,
1.2000000000000457,,0.5999999999999089,
0.7999999999999545,,0.5,
1.2000000000000457,,0.5999999999999089,
0.8999999999998636,,3.9000000000000914,
1.1000000000001364,,8.599999999999909,
5.599999999999909,,0.5,
1.5,,2.1999999999998185,
0.8000000000001819,,1.1000000000001364,
1.1000000000001364,,3.0,
1.2999999999999543,,1.2999999999999543,
0.8999999999998636,,0.8999999999998636,
1.1000000000001364,,1.0,
0.8999999999998636,,0.8000000000001819,
1.5,,0.8999999999998636,
0.8000000000001819,,1.400000000000091,
0.6000000000001364,,1.0999999999999093,
0.6999999999998181,,1.0999999999999093,
1.0,,2.0,
1.0,,9.699999999999818,
0.6999999999998181,,2.9000000000000914,
0.900000000000091,,4.199999999999818,
1.400000000000091,,1.400000000000091,
0.8999999999998636,,1.0999999999999093,
0.8999999999998636,,1.0,
3.9000000000000914,,1.2999999999999543,
0.8000000000001819,,3.7999999999999545,
2.699999999999818,,1.5,
1.0,,0.8999999999998636,
3.1000000000001364,,4.2000000000000455,
0.6999999999998181,,3.7000000000000455,
1.1000000000001364,,3.200000000000045,
1.0,,2.7999999999999545,
2.099999999999909,,1.2999999999999543,
0.900000000000091,,0.5999999999999089,
1.5,,1.6000000000001364,
1.2000000000000457,,3.0,
0.900000000000091,,1.400000000000091,
1.0,,2.099999999999909,
1.2999999999999543,,1.2000000000000457,
1.0,,1.0999999999999093,
1.1000000000001364,,0.7999999999999545,
1.1999999999998179,,1.2000000000000457,
0.900000000000091,,3.0,
2.2999999999999545,,1.0999999999999093,
0.900000000000091,,1.2000000000000457,
0.900000000000091,,1.1000000000001364,
1.7999999999999543,,1.3000000000001821,
0.7999999999999545,,0.8999999999998636,
2.399999999999864,,1.0999999999999093,
1.400000000000091,,1.2999999999999543,
2.899999999999864,,3.6000000000001364,
0.7000000000000455,,1.0,
0.7000000000000455,,2.099999999999909,
1.0,,0.8999999999998636,
0.7999999999999545,,2.9000000000000914,
8.5,,0.8999999999998636,
1.0,,4.100000000000136,
3.0999999999999086,,2.399999999999864,
8.5,,1.0,
5.600000000000364,,1.2000000000000457,
1.2999999999997272,,0.5999999999999089,
5.699999999999817,,0.8000000000001819,
8.099999999999909,,0.7999999999999545,
6.5,,1.0999999999999093,
1.6000000000000083,,1.3000000000001821,
4.399999999999992,,0.8999999999998636,
9.900000000000006,,2.299999999999727,
0.6999999999999886,,1.599999999999909,
