Page,AOI_TYPE,Blink_Count,Total_Blink_Duration,Average_Blink_Duration
0,QUERY,0,0.0,0.0
0,RESULT1,0,0.0,0.0
0,RESULT2,0,0.0,0.0
0,RESULT3,1,0.26806,0.26806
0,RESULT4,0,0.0,0.0
0,RESULT5,0,0.0,0.0
0,RESULT6,0,0.0,0.0
0,NOT_AOI,29,5.3086199999999995,0.18305586206896549
1,QUERY,1,0.0863,0.0863
1,RESULT1,2,0.16568,0.08284
1,RESULT2,1,0.0612,0.0612
1,RESULT3,2,0.24636999999999998,0.12318499999999999
1,RESULT4,1,0.11791,0.11791
1,RESULT5,3,0.19187,0.06395666666666668
1,RESULT6,0,0.0,0.0
1,NOT_AOI,22,2.31424,0.10519272727272727
2,QUERY,4,0.36171,0.0904275
2,RESULT1,1,0.05592,0.05592
2,RESULT2,1,0.09677,0.09677
2,RESULT3,0,0.0,0.0
2,RESULT4,0,0.0,0.0
2,RESULT5,0,0.0,0.0
2,RESULT6,0,0.0,0.0
2,NOT_AOI,24,2.5775099999999993,0.10739624999999997
3,QUERY,0,0.0,0.0
3,RESULT1,0,0.0,0.0
3,RESULT2,0,0.0,0.0
3,RESULT3,0,0.0,0.0
3,RESULT4,0,0.0,0.0
3,RESULT5,0,0.0,0.0
3,RESULT6,1,0.07608,0.07608
3,NOT_AOI,15,1.7507099999999998,0.11671399999999998
4,QUERY,2,0.20895,0.104475
4,RESULT1,0,0.0,0.0
4,RESULT2,3,0.33536,0.11178666666666666
4,RESULT3,1,0.11125,0.11125
4,RESULT4,3,0.38981,0.12993666666666667
4,RESULT5,1,0.12745,0.12745
4,RESULT6,0,0.0,0.0
4,NOT_AOI,17,2.07068,0.12180470588235293
5,QUERY,3,0.41775,0.13925
5,RESULT1,0,0.0,0.0
5,RESULT2,1,0.12944,0.12944
5,RESULT3,0,0.0,0.0
5,RESULT4,0,0.0,0.0
5,RESULT5,2,0.25718,0.12859
5,RESULT6,0,0.0,0.0
5,NOT_AOI,25,3.2417400000000005,0.12966960000000002
6,QUERY,0,0.0,0.0
6,RESULT1,0,0.0,0.0
6,RESULT2,1,0.11493,0.11493
6,RESULT3,1,0.14579,0.14579
6,RESULT4,2,0.27992000000000006,0.13996000000000003
6,RESULT5,0,0.0,0.0
6,RESULT6,0,0.0,0.0
6,NOT_AOI,11,1.38566,0.1259690909090909
7,QUERY,0,0.0,0.0
7,RESULT1,1,0.10997,0.10997
7,RESULT2,0,0.0,0.0
7,RESULT3,1,0.0943,0.0943
7,RESULT4,0,0.0,0.0
7,RESULT5,0,0.0,0.0
7,RESULT6,0,0.0,0.0
7,NOT_AOI,16,2.0958999999999994,0.13099374999999996
8,QUERY,0,0.0,0.0
8,RESULT1,1,0.06267,0.06267
8,RESULT2,0,0.0,0.0
8,RESULT3,0,0.0,0.0
8,RESULT4,0,0.0,0.0
8,RESULT5,0,0.0,0.0
8,RESULT6,0,0.0,0.0
8,NOT_AOI,12,1.5206,0.12671666666666667
9,QUERY,0,0.0,0.0
9,RESULT1,2,0.10781,0.053905
9,RESULT2,0,0.0,0.0
9,RESULT3,0,0.0,0.0
9,RESULT4,1,0.06994,0.06994
9,RESULT5,1,0.09518,0.09518
9,RESULT6,0,0.0,0.0
9,NOT_AOI,26,3.9309700000000007,0.15119115384615386
10,QUERY,0,0.0,0.0
10,RESULT1,0,0.0,0.0
10,RESULT2,0,0.0,0.0
10,RESULT3,1,0.07845,0.07845
10,RESULT4,1,0.12809,0.12809
10,RESULT5,2,0.32214,0.16107
10,RESULT6,0,0.0,0.0
10,NOT_AOI,17,1.6973700000000003,0.09984529411764707
11,QUERY,1,0.10948,0.10948
11,RESULT1,0,0.0,0.0
11,RESULT2,1,0.14451,0.14451
11,RESULT3,0,0.0,0.0
11,RESULT4,0,0.0,0.0
11,RESULT5,0,0.0,0.0
11,RESULT6,0,0.0,0.0
11,NOT_AOI,14,1.1827299999999998,0.08448071428571427
12,QUERY,1,0.09834,0.09834
12,RESULT1,0,0.0,0.0
12,RESULT2,0,0.0,0.0
12,RESULT3,0,0.0,0.0
12,RESULT4,0,0.0,0.0
12,RESULT5,0,0.0,0.0
12,RESULT6,0,0.0,0.0
12,NOT_AOI,2,0.15827000000000002,0.07913500000000001
13,QUERY,0,0.0,0.0
13,RESULT1,0,0.0,0.0
13,RESULT2,0,0.0,0.0
13,RESULT3,0,0.0,0.0
13,RESULT4,0,0.0,0.0
13,RESULT5,0,0.0,0.0
13,RESULT6,0,0.0,0.0
13,NOT_AOI,0,0.0,0.0
14,QUERY,1,0.06249,0.06249
14,RESULT1,1,0.11908,0.11908
14,RESULT2,0,0.0,0.0
14,RESULT3,0,0.0,0.0
14,RESULT4,1,0.13922,0.13922
14,RESULT5,1,0.11222,0.11222
14,RESULT6,0,0.0,0.0
14,NOT_AOI,17,2.00828,0.11813411764705883
15,QUERY,0,0.0,0.0
15,RESULT1,0,0.0,0.0
15,RESULT2,0,0.0,0.0
15,RESULT3,1,0.12709,0.12709
15,RESULT4,1,0.27903,0.27903
15,RESULT5,0,0.0,0.0
15,RESULT6,1,0.21392,0.21392
15,NOT_AOI,11,1.09569,0.09960818181818182
16,QUERY,1,0.10969,0.10969
16,RESULT1,0,0.0,0.0
16,RESULT2,0,0.0,0.0
16,RESULT3,0,0.0,0.0
16,RESULT4,1,0.14088,0.14088
16,RESULT5,0,0.0,0.0
16,RESULT6,0,0.0,0.0
16,NOT_AOI,11,0.9770699999999999,0.08882454545454545
17,QUERY,0,0.0,0.0
17,RESULT1,0,0.0,0.0
17,RESULT2,0,0.0,0.0
17,RESULT3,1,0.07475,0.07475
17,RESULT4,1,0.14472000000000002,0.14472000000000002
17,RESULT5,2,0.26275,0.131375
17,RESULT6,0,0.0,0.0
17,NOT_AOI,10,0.85402,0.085402
18,QUERY,1,0.07375,0.07375
18,RESULT1,0,0.0,0.0
18,RESULT2,0,0.0,0.0
18,RESULT3,1,0.12223,0.12223
