Page,AOI_TYPE,Blink_Count,Total_Blink_Duration,Average_Blink_Duration
0,QUERY,0,0.0,0.0
0,RESULT1,1,0.15229,0.15229
0,RESULT2,2,0.53832,0.26916
0,RESULT3,2,0.40650000000000003,0.20325000000000001
0,RESULT4,1,0.17008,0.17008
0,RESULT5,1,0.17727,0.17727
0,RESULT6,1,0.12622,0.12622
0,NOT_AOI,90,21.099429999999998,0.2344381111111111
1,QUERY,0,0.0,0.0
1,RESULT1,2,0.39973000000000003,0.19986500000000001
1,RESULT2,0,0.0,0.0
1,RESULT3,0,0.0,0.0
1,RESULT4,1,0.25515,0.25515
1,RESULT5,0,0.0,0.0
1,RESULT6,0,0.0,0.0
1,NOT_AOI,10,2.04793,0.204793
2,QUERY,0,0.0,0.0
2,RESULT1,1,0.14818,0.14818
2,RESULT2,1,0.23639,0.23639
2,RESULT3,0,0.0,0.0
2,RESULT4,1,0.22454,0.22454
2,RESULT5,1,0.21011,0.21011
2,RESULT6,0,0.0,0.0
2,NOT_AOI,21,3.5615700000000006,0.16959857142857146
3,QUERY,1,0.20602,0.20602
3,RESULT1,0,0.0,0.0
3,RESULT2,1,0.27776,0.27776
3,RESULT3,0,0.0,0.0
3,RESULT4,0,0.0,0.0
3,RESULT5,0,0.0,0.0
3,RESULT6,0,0.0,0.0
3,NOT_AOI,10,2.12041,0.212041
4,QUERY,2,0.51149,0.255745
4,RESULT1,1,0.22052,0.22052
4,RESULT2,1,0.17912,0.17912
4,RESULT3,0,0.0,0.0
4,RESULT4,1,0.22695,0.22695
4,RESULT5,0,0.0,0.0
4,RESULT6,0,0.0,0.0
4,NOT_AOI,29,4.7253099999999995,0.162941724137931
5,QUERY,0,0.0,0.0
5,RESULT1,0,0.0,0.0
5,RESULT2,0,0.0,0.0
5,RESULT3,1,0.03106,0.03106
5,RESULT4,1,0.15725,0.15725
5,RESULT5,0,0.0,0.0
5,RESULT6,0,0.0,0.0
5,NOT_AOI,8,1.05218,0.1315225
6,QUERY,0,0.0,0.0
6,RESULT1,0,0.0,0.0
6,RESULT2,0,0.0,0.0
6,RESULT3,0,0.0,0.0
6,RESULT4,0,0.0,0.0
6,RESULT5,0,0.0,0.0
6,RESULT6,0,0.0,0.0
6,NOT_AOI,7,0.8572799999999999,0.12246857142857141
7,QUERY,2,0.41049,0.205245
7,RESULT1,0,0.0,0.0
7,RESULT2,0,0.0,0.0
7,RESULT3,2,0.40932,0.20466
7,RESULT4,1,0.18657,0.18657
7,RESULT5,1,0.04264,0.04264
7,RESULT6,0,0.0,0.0
7,NOT_AOI,27,4.619150000000001,0.17107962962962966
8,QUERY,0,0.0,0.0
8,RESULT1,0,0.0,0.0
8,RESULT2,0,0.0,0.0
8,RESULT3,1,0.008140000000000001,0.008140000000000001
8,RESULT4,2,0.43735,0.218675
8,RESULT5,0,0.0,0.0
8,RESULT6,1,0.27012,0.27012
8,NOT_AOI,26,5.70034,0.21924384615384615
9,QUERY,0,0.0,0.0
9,RESULT1,1,0.0994,0.0994
9,RESULT2,1,0.19674,0.19674
9,RESULT3,0,0.0,0.0
9,RESULT4,0,0.0,0.0
9,RESULT5,0,0.0,0.0
9,RESULT6,0,0.0,0.0
9,NOT_AOI,8,1.9584599999999999,0.24480749999999998
10,QUERY,1,0.32623,0.32623
10,RESULT1,4,0.73422,0.183555
10,RESULT2,0,0.0,0.0
10,RESULT3,0,0.0,0.0
