userID,Page,AOI_TYPE,Total_Fixation_Count,Total_Fixation_Duration,Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Total_Refixation_Count,Refixation_Ratio,Total_Saccade_Length,Average_Saccade_Length,Saccade_Length_SD,Total_Saccade_Absolute_Angle,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Total_Saccade_Relative_Angle,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Total_Left_Eye_Difference,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Total_Right_Eye_Difference,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Total_Blink_Duration,Average_Blink_Duration,AOILanguage,PreviousAOILanguage,LanguageSwitch
4458,1,RESULT1,16,6.7119100000000005,0.419494375,0.239890121148432,0.8901399999999999,2,0.125,2504.182478502632,25.2996280153482,173.1621133684859,404.7940482455712,25.2996280153482,106.08822770059209,1648.7796897453575,103.04873060908484,70.21970354980178,5.8616182352941175,0.39077454901960784,0.19878027391961087,5.8616182352941175,0.39077454901960784,0.19878027391961087,2,0.23431999999999997,0.11715999999999999,English,English,No
4458,1,RESULT2,14,7.1206200000000015,0.5086157142857144,0.32908693922328025,1.1054700000000002,1,0.07142857142857142,1242.2576862132194,0.6272712357762243,67.07835061987244,8.781797300867138,0.6272712357762243,85.53451803330131,1432.2975763255276,102.30696973753768,70.9743778489042,4.648766470588236,0.3575974208144797,0.103589216163293,4.648766470588236,0.3575974208144797,0.103589216163293,0,0.0,0.0,English,English,No
4458,1,RESULT3,88,34.88721,0.3964455681818181,0.25796153334124844,1.23926,23,0.26136363636363635,8009.788773849738,-4.456836018980408,125.33905126043051,-392.20156967027606,-4.456836018980408,96.50577369281142,8052.603291320259,91.50685558318476,59.81141191356979,6.211760000000008,0.0730795294117648,0.11249426122670073,6.211760000000008,0.0730795294117648,0.11249426122670073,2,0.25056999999999996,0.12528499999999998,English,English,No
4458,1,RESULT4,22,7.226089999999999,0.3284586363636363,0.2601753573037625,1.11182,2,0.09090909090909093,2691.481075259242,34.96381130565677,78.87530292231584,769.203848724449,34.96381130565677,83.43107203823584,2124.867554646462,96.58488884756643,65.88448314121105,-1.290398235294115,-0.0679156965944271,0.13720813814165386,-1.290398235294115,-0.0679156965944271,0.13720813814165386,3,0.26776,0.08925333333333334,Chinese,English,Yes
4458,1,RESULT5,41,14.570820000000005,0.3553858536585367,0.2135719074083185,0.95068,10,0.24390243902439024,3939.545550402097,10.392475281253477,106.32005441657542,426.0914865313926,10.392475281253477,105.34967824926392,3914.2077298131203,95.46848121495412,60.01532729379043,-5.5127182352941135,-0.15313106209150318,0.13518478848927085,-5.5127182352941135,-0.15313106209150318,0.13518478848927085,0,0.0,0.0,Chinese,Chinese,No
4458,1,RESULT6,22,10.582989999999997,0.4810449999999999,0.523042725082152,2.41113,1,0.045454545454545456,2972.7130210613795,52.84073875046249,118.08577778228648,1162.4962525101746,52.84073875046249,84.22353015057615,2303.549018074413,104.70677354883695,63.704162316958026,-5.125826470588233,-0.2440869747899159,0.1469665134564708,-5.125826470588233,-0.2440869747899159,0.1469665134564708,1,0.19387,0.19387,Chinese,Chinese,No
4458,2,RESULT1,35,12.19581,0.34845171428571425,0.3027210721768777,1.60791,7,0.2,4447.349888232807,3.2681190207837485,167.07808338653098,114.3841657274312,3.2681190207837485,85.44200277061141,4177.315755969918,119.35187874199768,54.44335293276248,15.400432352941182,0.4967881404174575,0.2483857635883785,15.400432352941182,0.4967881404174575,0.2483857635883785,2,0.29798,0.14899,English,Chinese,Yes
4458,2,RESULT2,48,17.992690000000007,0.3748477083333335,0.3094318770898233,1.6137700000000001,4,0.08333333333333333,4417.864793397593,26.624548648970336,98.77414525004716,1277.9783351505764,26.624548648970336,93.29214858564166,4744.117896975148,98.83578952031559,56.42185985833625,16.01817882352942,0.36404951871657776,0.16150407798803884,16.01817882352942,0.36404951871657776,0.16150407798803884,0,0.0,0.0,English,English,No
4458,2,RESULT3,52,19.71676,0.3791684615384616,0.3368343357211525,2.20361,8,0.15384615384615385,3952.8003406255016,-10.340724936370057,68.03741623453463,-537.7176966912428,-10.340724936370057,75.75316463337516,5310.301677476924,102.12118610532545,56.64783807055772,5.487096470588241,0.11674673341677105,0.1357966899185965,5.487096470588241,0.11674673341677105,0.1357966899185965,1,0.11003,0.11003,English,English,No
4458,2,RESULT4,58,27.486339999999995,0.4739024137931034,0.33853251699015685,1.6484400000000001,8,0.13793103448275862,7209.629074034391,-5.1639245776410885,140.3937467154868,-299.5076255031832,-5.1639245776410885,102.81177869110815,5317.740701973477,91.68518451678408,62.5435774755826,-4.880121764705876,-0.09959432172869136,0.1318398998065757,-4.880121764705876,-0.09959432172869136,0.1318398998065757,6,0.7258800000000001,0.12098000000000002,English,English,No
4458,2,RESULT5,54,32.73678,0.6062366666666666,0.6398214229709666,3.2456099999999997,11,0.2037037037037037,6039.327941292604,21.923869419319953,125.81471876264877,1183.8889486432774,21.923869419319953,79.32898921008939,5284.785074406564,97.86639026678822,63.89992964202661,-11.238050588235293,-0.2881551432880844,0.11122875636958274,-11.238050588235293,-0.2881551432880844,0.11122875636958274,4,0.5951000000000001,0.14877500000000002,English,English,No
