MEDIA_ID,MEDIA_NAME,CNT,TIME(2019/10/31 15:34:41.017),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,Unnamed: 49,X_Coordinate,Y_Coordinate,AOI_TYPE,Page,userID,Is_Refixation,Left_Difference,Right_Difference,Saccade_length,Saccade_absolute_angle,Saccade_relative_angle
1,hapii,1449,9.79541,5724727841823,0.4532100000000001,0.07107000000000001,8.50049,1.29492,31,1,0.44333,0.15677,0,0.47968999999999995,0.11667000000000001,0,,0.23706999999999998,0.61416,21.759629999999998,1.0592700000000002,0,0.51917,0.61885,21.14519,1.06631,0,0,0.0,25,4.00345,0,4.448919999999998,0,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,16.34394,6.9455,,870,77,NOT_AOI,0,4458,0,0.4620458823529412,0.9332417647058816,16.343938722352245,-6.945522476251313,91.4604586193382
1,hapii,1558,10.543460000000001,5724735318740,0.45173,0.04367,9.922360000000001,0.6210899999999999,32,1,0.50129,-0.00472,1,0.47968999999999995,0.11667000000000001,0,,0.23967,0.61215,21.133760000000002,1.02417,1,0.52137,0.61848,20.16496,1.02417,1,0,0.0,26,4.0265900000000014,1,4.27384,1,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,29.72812,95.48496999999999,,867,47,NOT_AOI,0,4458,0,0.4851858823529427,0.7581617647058829,29.728120602554107,-95.48506385691313,119.30778545887766
1,hapii,1581,10.69775,5724736862650,0.46835,0.02314,10.5498,0.14795,33,1,0.46373000000000003,-0.02172,1,0.47968999999999995,0.11667000000000001,0,,0.23969000000000001,0.61161,18.949479999999998,1.03817,1,0.5213399999999999,0.61906,19.61177,1.03183,1,0,0.0,26,3.8176699999999997,1,4.29673,1,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,38.857240000000004,34.7929,,899,25,NOT_AOI,0,4458,0,0.27626588235294136,0.7810517647058832,38.85728953388281,-34.792849315790775,31.26225254000967
1,hapii,1635,11.059569999999999,5724740479377,0.46533,0.035230000000000004,10.703610000000001,0.35596,34,1,0.46008000000000004,0.07447999999999999,1,0.48541999999999996,0.13704000000000002,0,,0.23642,0.61839,20.27061,0.99755,1,0.51766,0.62364,20.060589999999998,1.0038799999999999,1,0,0.0,26,4.24089,1,4.14706,1,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,14.286779999999998,246.05511,,893,38,NOT_AOI,0,4458,0,0.6994858823529415,0.6313817647058828,14.28677410754433,113.94489814419957,167.38062926125735
1,hapii,1694,11.4541,5724744426115,0.45683999999999997,0.11059000000000001,11.06592,0.38818,35,1,0.4832,0.21819000000000002,1,0.50365,0.2037,0,,0.23421999999999998,0.61949,19.84891,0.99129,1,0.51551,0.62398,20.23326,0.99129,1,0,0.0,26,4.09745,1,3.8945199999999995,1,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,83.00513000000002,258.6745,,877,119,QUERY,0,4458,0,0.5560458823529415,0.37884176470588304,83.00513746799052,101.32552740545691,132.4015239798657
1,hapii,1722,11.6416,5724746302708,0.49099,0.19332,11.460939999999999,0.18066,36,1,0.45725,0.08735,1,0.4974,0.20185,0,,0.23117,0.61759,19.544610000000002,1.0101799999999999,1,0.51277,0.6220100000000001,20.09094,1.0101799999999999,1,0,0.0,26,4.3182,1,4.16323,1,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,110.82553999999999,306.27295,,943,209,RESULT1,0,4458,0,0.7767958823529413,0.6475517647058835,110.82553499333984,53.727051385322625,10.010029620190837
1,hapii,1770,11.96289,5724749514862,0.45616,0.06783,11.66895,0.29395,37,1,0.45557,0.0911,1,0.49583,0.2,0,,0.23287,0.61626,20.37019,0.99118,1,0.51445,0.62103,19.926560000000002,0.98485,1,0,0.0,26,4.24261,1,4.07337,1,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,151.1299,116.26292,,876,73,NOT_AOI,0,4458,0,0.7012058823529412,0.5576917647058828,151.12988595774164,-116.26291899448655,55.654245098886655
1,hapii,1785,12.066889999999999,5724750555006,0.44886000000000004,0.09087,11.96973,0.09717,38,1,0.43651,0.17255,0,0.49583,0.2,0,,0.23331999999999997,0.6180100000000001,19.53239,1.03129,0,0.51548,0.62574,18.18405,1.0383200000000001,0,0,0.0,26,3.84082,0,3.37339,0,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,28.55913,240.6086,,862,98,QUERY,0,4458,0,0.29941588235294114,-0.14228823529411685,28.559094842799187,119.39132610440012,126.52478859496995
1,hapii,1834,12.398439999999999,5724753868743,0.45018,0.09612000000000001,12.24756,0.15088,39,1,0.39709,0.23128,1,0.49583,0.2,0,,0.23076999999999998,0.6181800000000001,21.48455,1.0101799999999999,1,0.51297,0.62321,21.69665,1.0101799999999999,1,0,0.0,26,4.3971599999999995,1,4.322,1,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,6.21065,294.08411,,864,104,QUERY,0,4458,0,0.8557558823529416,0.8063217647058831,6.210642749345691,65.91611469937006,146.27459078245164
1,hapii,1894,12.80078,5724757894021,0.38597,0.7680600000000001,12.4458,0.35498,40,1,0.40196,0.9180799999999999,1,0.49583,0.2,0,,0.21868,0.65641,17.4956,1.0101799999999999,1,0.50178,0.65456,18.155829999999998,1.0101799999999999,1,0,0.0,26,3.37036,1,3.72225,1,0.0,0,0.0,0,0.0,0,2147483647,2147483647,0,0.0,0,,736.09253,260.35846000000004,,741,830,RESULT6,0,4458,0,-0.17104411764705896,0.2065717647058829,736.0925693859978,99.64152391691843,159.53279541013612
