ID,userID,Task,QueryLanguage,"Result Order",exitAt,createdAt,updatedAt
"396","132","0","Eye Tracker","-1","2019-11-13 10:16:56.852","2019-11-13 10:16:52.218","2019-11-13 10:16:56.852"
"397","132","1","Chinese","4","2019-11-13 10:17:16.526","2019-11-13 10:16:57.011","2019-11-13 10:17:16.526"
"398","132","2","English","2","2019-11-13 10:17:52.979","2019-11-13 10:17:16.646","2019-11-13 10:17:52.979"
"399","132","3","Chinese","0","2019-11-13 10:19:11.506","2019-11-13 10:17:53.139","2019-11-13 10:19:11.506"
"400","132","4","English","1","2019-11-13 10:19:46.631","2019-11-13 10:19:11.621","2019-11-13 10:19:46.631"
"401","132","5","Chinese","3","2019-11-13 10:21:04.001","2019-11-13 10:19:46.761","2019-11-13 10:21:04.001"
"402","132","6","English","4","2019-11-13 10:21:21.190","2019-11-13 10:21:04.134","2019-11-13 10:21:21.190"
"403","132","7","Chinese","2","2019-11-13 10:21:54.943","2019-11-13 10:21:21.312","2019-11-13 10:21:54.943"
"404","132","8","English","0","2019-11-13 10:22:43.991","2019-11-13 10:21:55.055","2019-11-13 10:22:43.991"
"405","132","9","Chinese","1","2019-11-13 10:23:28.313","2019-11-13 10:22:44.104","2019-11-13 10:23:28.313"
"406","132","10","English","3","2019-11-13 10:24:22.788","2019-11-13 10:23:28.449","2019-11-13 10:24:22.788"
"407","132","11","Chinese","4","2019-11-13 10:25:45.818","2019-11-13 10:24:22.916","2019-11-13 10:25:45.818"
"408","132","12","English","2","2019-11-13 10:26:23.622","2019-11-13 10:25:45.942","2019-11-13 10:26:23.622"
"409","132","13","Chinese","0","2019-11-13 10:27:02.457","2019-11-13 10:26:23.738","2019-11-13 10:27:02.457"
"410","132","14","English","1","2019-11-13 10:29:05.383","2019-11-13 10:27:02.575","2019-11-13 10:29:05.383"
"411","132","15","Chinese","3","2019-11-13 10:30:24.927","2019-11-13 10:29:05.510","2019-11-13 10:30:24.927"
"412","132","16","English","4","2019-11-13 10:30:51.594","2019-11-13 10:30:25.061","2019-11-13 10:30:51.594"
"413","132","17","Chinese","2","2019-11-13 10:31:32.529","2019-11-13 10:30:51.721","2019-11-13 10:31:32.529"
"414","132","18","English","0","2019-11-13 10:31:50.312","2019-11-13 10:31:32.665","2019-11-13 10:31:50.312"
"415","132","19","Chinese","1","2019-11-13 10:32:16.471","2019-11-13 10:31:50.429","2019-11-13 10:32:16.471"
"416","132","20","English","3","2019-11-13 10:33:06.703","2019-11-13 10:32:16.583","2019-11-13 10:33:06.703"
"417","132","21","Chinese","4","2019-11-13 10:33:22.181","2019-11-13 10:33:06.820","2019-11-13 10:33:22.181"
"418","132","22","English","2","2019-11-13 10:34:02.698","2019-11-13 10:33:22.296","2019-11-13 10:34:02.698"
"419","132","23","Chinese","0","2019-11-13 10:34:20.896","2019-11-13 10:34:02.820","2019-11-13 10:34:20.896"
"420","132","24","English","1","2019-11-13 10:35:08.192","2019-11-13 10:34:21.032","2019-11-13 10:35:08.192"
"421","132","25","Chinese","3","2019-11-13 10:36:03.368","2019-11-13 10:35:08.312","2019-11-13 10:36:03.368"
"422","132","26","English","4","2019-11-13 10:36:26.496","2019-11-13 10:36:03.490","2019-11-13 10:36:26.496"
"423","132","27","Chinese","2","2019-11-13 10:36:43.487","2019-11-13 10:36:26.601","2019-11-13 10:36:43.487"
"424","132","28","English","0","2019-11-13 10:37:14.094","2019-11-13 10:36:43.594","2019-11-13 10:37:14.094"
"425","132","29","Chinese","1","2019-11-13 10:38:06.735","2019-11-13 10:37:14.206","2019-11-13 10:38:06.735"
"426","132","30","English","3","2019-11-13 10:38:54.113","2019-11-13 10:38:06.869","2019-11-13 10:38:54.113"
