userID,Page,AOI_TYPE,Total_Fixation_Count,Total_Fixation_Duration,Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Total_Refixation_Count,Refixation_Ratio,Total_Saccade_Length,Average_Saccade_Length,Saccade_Length_SD,Total_Saccade_Absolute_Angle,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Total_Saccade_Relative_Angle,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Total_Left_Eye_Difference,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Total_Right_Eye_Difference,Average_Right_Eye_Difference,Right_Eye_Difference_SD
5890,0,QUERY,13,4.119149999999999,0.3168576923076923,0.14565505616689814,0.53809,0,0.0,1807.6035019357496,-60.75514709106714,97.90738748193671,-789.8169121838728,-60.75514709106714,86.23243397060897,970.614110836097,74.662623910469,56.208837801486574,9.265972000000005,0.7721643333333338,0.16106919324901614,9.265972000000005,0.7721643333333338,0.16106919324901614
5890,0,RESULT1,7,2.17675,0.31096428571428575,0.21720712878705975,0.76367,0,0.0,7800.399248763622,-79.24554400891971,1237.603533897508,-554.7188080624379,-79.24554400891971,85.76355721124001,866.2893054427841,123.75561506325487,48.46817465740323,3.665426000000004,0.610904333333334,0.2844665876103319,3.665426000000004,0.610904333333334,0.2844665876103319
5890,0,RESULT2,10,2.8613399999999993,0.28613399999999994,0.18463532008800485,0.64941,0,0.0,2348.0349863132597,-10.711001074922155,271.5571114608359,-107.11001074922156,-10.711001074922155,89.94229862985954,728.5331640855644,72.85331640855644,69.20011082227619,5.997220000000006,0.5997220000000005,0.21123743684299895,5.997220000000006,0.5997220000000005,0.21123743684299895
5890,0,RESULT3,3,7.424810000000001,2.474936666666667,1.8558960029472436,4.73926,0,0.0,750.8748612468606,-0.2903460643585684,311.47506308448374,-0.8710381930757052,-0.2903460643585684,71.9112932927884,62.95382196774349,20.984607322581162,18.871782737396018,0.3929880000000012,0.13099600000000042,0.21617223524053436,0.3929880000000012,0.13099600000000042,0.21617223524053436
5890,0,RESULT4,2,0.6289,0.31445,0.01953000000000002,0.33398,0,0.0,181.38766960038467,-20.650624025858097,45.04302629037501,-41.30124805171619,-20.650624025858097,24.69762574049555,167.50244184287186,83.75122092143593,46.853527597572985,0.803332000000001,0.4016660000000005,0.153235,0.803332000000001,0.4016660000000005,0.153235
5890,0,RESULT5,2,0.18067,0.090335,0.010255,0.10059,0,0.0,885.7005829215486,-1.471837986973247,348.4596339569726,-2.943675973946494,-1.471837986973247,23.5163643910957,199.67348823262358,99.83674411631179,23.646683054969422,-1.4497979999999988,-0.7248989999999994,0.06636500000000017,-1.4497979999999988,-0.7248989999999994,0.06636500000000017
5890,0,RESULT6,1,0.019530000000000002,0.019530000000000002,0.0,0.019530000000000002,0,0.0,812.5455825347893,20.56579039846397,0.0,20.56579039846397,20.56579039846397,0.0,0.07240052167907064,0.07240052167907064,0.0,-1.6741639999999995,-1.6741639999999995,0.0,-1.6741639999999995,-1.6741639999999995,0.0
5890,0,NOT_AOI,222,66.73248000000002,0.30059675675675684,0.19978402405788262,1.19238,0,0.0,58050.50321932257,8.329550754439648,468.11447993247236,1849.1602674856017,8.329550754439648,97.71856600095002,21007.375673508668,94.62781834913814,59.8961134267516,112.62843600000014,0.5214279444444451,0.39612721442869087,112.62843600000014,0.5214279444444451,0.39612721442869087
5890,1,QUERY,10,3.1845600000000003,0.318456,0.12793964266012314,0.51563,1,0.1,709.7653204665868,50.19712911603706,60.209743167743525,501.97129116037064,50.19712911603706,66.83339578491552,1135.0469649556537,113.50469649556537,69.01225116034539,9.3229,0.9322900000000001,0.16835635289468576,9.3229,0.9322900000000001,0.16835635289468576
5890,1,RESULT1,15,4.42284,0.294856,0.1749332904014175,0.79688,1,0.06666666666666667,2793.13858229906,25.20947351220106,209.0572820887986,378.14210268301593,25.20947351220106,107.78526337059925,1299.077964843095,86.60519765620634,62.20010491121878,9.925260000000009,0.6616840000000006,0.11068719214475034,9.925260000000009,0.6616840000000006,0.11068719214475034
5890,1,RESULT2,10,4.815429999999999,0.48154299999999994,0.5214929167889051,2.0224599999999997,1,0.1,713.4827437858814,30.709702837961068,33.86607106869211,307.09702837961066,30.709702837961068,97.25329690548267,1008.1913096339788,100.81913096339788,64.40834697090533,4.045330000000005,0.40453300000000053,0.05779023183895356,4.045330000000005,0.40453300000000053,0.05779023183895356
5890,1,RESULT3,36,13.905270000000002,0.38625750000000003,0.394401687879354,2.3984400000000003,4,0.1111111111111111,5993.280128567091,-2.6304572104270885,223.95543147648203,-94.69645957537519,-2.6304572104270885,96.17820552966364,3559.2761236965725,98.86878121379368,62.3345634600247,7.157874000000017,0.24682324137931094,0.18216257216296494,7.157874000000017,0.24682324137931094,0.18216257216296494
5890,1,RESULT4,15,7.287110000000001,0.4858073333333334,0.4213615942705531,1.9082,2,0.13333333333333333,2511.998917928071,19.840666113746707,194.85932345818674,297.6099917062006,19.840666113746707,120.09078985901891,1727.2780101058709,115.15186734039139,52.875871273662696,-0.31524999999999315,-0.021016666666666208,0.1808969164579651,-0.31524999999999315,-0.021016666666666208,0.1808969164579651
5890,1,RESULT5,9,3.6113400000000007,0.40126000000000006,0.2865622672687775,1.0117200000000002,1,0.1111111111111111,2336.9846941938868,11.018153913193146,315.59210701573465,99.16338521873831,11.018153913193146,104.88243417546103,682.7179690992702,75.85755212214114,42.814070029169294,0.002504000000006723,0.00027822222222296925,0.09677225445394336,0.002504000000006723,0.00027822222222296925,0.09677225445394336
