MEDIA_ID,MEDIA_NAME,BKID,BKDUR,BKPMIN,X_Coordinate,Y_Coordinate,AOI_TYPE,Page,userID
1,hapii,509,0.04792,21,164,101,NOT_AOI,0,2156
1,hapii,510,0.03602,20,849,363,RESULT2,0,2156
1,hapii,511,0.03159,20,1930,2055,NOT_AOI,0,2156
1,hapii,512,0.03868,20,895,1105,NOT_AOI,0,2156
1,hapii,513,0.03947,21,1012,2044,NOT_AOI,0,2156
1,hapii,514,0.00869,21,879,591,RESULT4,0,2156
1,hapii,515,0.13171,20,245,240,NOT_AOI,0,2156
1,hapii,516,0.0957,14,511,768,NOT_AOI,0,2156
1,hapii,517,0.08903,15,485,621,NOT_AOI,0,2156
1,hapii,518,0.04703,15,1745,2227,NOT_AOI,0,2156
1,hapii,519,0.03252,14,1130,1448,NOT_AOI,0,2156
1,hapii,520,0.03135,14,236,515,NOT_AOI,0,2156
1,hapii,521,0.03527,15,530,1026,NOT_AOI,0,2156
1,hapii,522,0.03366,14,941,674,NOT_AOI,0,2156
1,hapii,523,0.12944,14,484,329,NOT_AOI,0,2156
1,hapii,524,0.17300000000000001,15,984,716,RESULT5,0,2156
1,hapii,525,0.03416,16,977,704,RESULT5,0,2156
1,hapii,526,0.04364,15,366,75,NOT_AOI,1,2156
1,hapii,527,1.70157,13,341,768,NOT_AOI,1,2156
1,hapii,528,0.33305,13,0,0,NOT_AOI,1,2156
1,hapii,529,0.36487,14,264,-843,NOT_AOI,1,2156
1,hapii,530,0.43769,15,851,242,RESULT1,1,2156
1,hapii,531,0.05286,16,356,-1094,NOT_AOI,1,2156
1,hapii,532,0.07485,16,479,384,NOT_AOI,1,2156
1,hapii,533,0.02719,15,450,405,NOT_AOI,1,2156
1,hapii,534,0.06361,16,323,398,NOT_AOI,1,2156
1,hapii,535,0.35027,16,654,342,RESULT2,1,2156
1,hapii,536,0.21561,17,0,0,NOT_AOI,1,2156
1,hapii,537,0.1139,17,0,0,NOT_AOI,1,2156
1,hapii,538,0.14905,17,0,0,NOT_AOI,1,2156
1,hapii,539,0.09629,15,986,-1157,NOT_AOI,1,2156
1,hapii,540,0.06667999999999999,15,-268,191,NOT_AOI,1,2156
1,hapii,541,0.0565,16,287,-740,NOT_AOI,1,2156
1,hapii,542,0.19748,17,237,121,NOT_AOI,1,2156
1,hapii,543,0.03939,18,459,311,NOT_AOI,1,2156
1,hapii,544,0.12474,17,286,-4003,NOT_AOI,2,2156
1,hapii,545,0.12089,18,0,0,NOT_AOI,2,2156
1,hapii,546,0.04607,19,0,0,NOT_AOI,2,2156
1,hapii,547,0.47623,20,1208,827,RESULT6,2,2156
1,hapii,548,0.00836,20,0,0,NOT_AOI,2,2156
1,hapii,549,0.06068,20,436,392,NOT_AOI,2,2156
1,hapii,550,0.09585,20,1012,852,RESULT6,2,2156
1,hapii,551,0.07645,19,0,0,NOT_AOI,2,2156
1,hapii,552,0.0948,20,0,0,NOT_AOI,2,2156
1,hapii,553,0.07486,21,0,0,NOT_AOI,2,2156
1,hapii,554,0.07637000000000001,22,379,493,NOT_AOI,2,2156
1,hapii,555,0.1545,23,0,0,NOT_AOI,3,2156
1,hapii,556,0.18574,18,90,-6120,NOT_AOI,3,2156
1,hapii,557,0.31108,19,0,0,NOT_AOI,3,2156
1,hapii,558,0.07136,20,0,0,NOT_AOI,3,2156
1,hapii,559,0.03381,21,265,-1332,NOT_AOI,3,2156
1,hapii,560,0.1237,19,607,2910,NOT_AOI,3,2156
1,hapii,561,0.09066,18,452,81,NOT_AOI,3,2156
1,hapii,562,0.01822,18,452,378,NOT_AOI,3,2156
1,hapii,563,0.0946,18,1041,821,NOT_AOI,3,2156
1,hapii,564,0.06007000000000001,17,580,-1710,NOT_AOI,3,2156
1,hapii,565,0.007890000000000001,18,712,723,RESULT5,3,2156
1,hapii,566,0.0351,19,865,801,NOT_AOI,3,2156
1,hapii,567,0.46625,18,742,924,RESULT6,3,2156
1,hapii,568,0.158,15,521,-3296,NOT_AOI,4,2156
1,hapii,569,0.22476,15,0,0,NOT_AOI,4,2156
1,hapii,570,0.34503,15,0,0,NOT_AOI,4,2156
1,hapii,571,0.07327,15,0,0,NOT_AOI,4,2156
1,hapii,572,0.11508,16,-472,771,NOT_AOI,4,2156
1,hapii,573,0.0651,15,0,0,NOT_AOI,4,2156
1,hapii,574,0.10223,15,0,0,NOT_AOI,4,2156
1,hapii,575,0.06636,16,344,-451,NOT_AOI,4,2156
1,hapii,576,0.15884,16,0,0,NOT_AOI,4,2156
1,hapii,577,0.13542,17,849,655,RESULT4,4,2156
1,hapii,578,0.32134,18,0,0,NOT_AOI,4,2156
1,hapii,579,0.1883,19,0,0,NOT_AOI,4,2156
1,hapii,580,0.15904,20,0,0,NOT_AOI,4,2156
1,hapii,581,0.18474,21,0,0,NOT_AOI,4,2156
1,hapii,582,0.13666,21,18,-402,NOT_AOI,4,2156
1,hapii,583,0.02426,20,376,-4902,NOT_AOI,4,2156
1,hapii,584,0.05651000000000001,21,0,0,NOT_AOI,4,2156
1,hapii,585,0.08336,22,309,-3328,NOT_AOI,4,2156
1,hapii,586,0.09474,20,139,1910,NOT_AOI,4,2156
1,hapii,588,0.05569,22,0,0,NOT_AOI,4,2156
1,hapii,589,0.0685,22,0,0,NOT_AOI,4,2156
1,hapii,590,0.0582,23,0,0,NOT_AOI,4,2156
1,hapii,591,0.11948,24,0,0,NOT_AOI,4,2156
1,hapii,592,0.37027,25,762,906,RESULT6,4,2156
1,hapii,593,0.16449,25,1654,-5175,NOT_AOI,5,2156
1,hapii,595,0.04253,23,0,0,NOT_AOI,5,2156
1,hapii,596,0.02247,23,848,-900,NOT_AOI,5,2156
1,hapii,598,0.28814,24,381,-101,NOT_AOI,5,2156
1,hapii,599,0.08938,25,1818,-1302,NOT_AOI,5,2156
1,hapii,600,0.16805,23,383,1338,NOT_AOI,5,2156
1,hapii,601,0.07027,22,654,504,RESULT3,5,2156
1,hapii,602,0.10783,21,551,-1267,NOT_AOI,5,2156
1,hapii,603,0.07097,22,242,-597,NOT_AOI,5,2156
1,hapii,604,0.1386,23,105,-880,NOT_AOI,5,2156
1,hapii,605,0.05983,24,144,-795,NOT_AOI,5,2156
1,hapii,606,0.05845,25,487,337,NOT_AOI,5,2156
1,hapii,607,0.008140000000000001,25,832,791,RESULT5,5,2156
1,hapii,608,0.07532,19,344,107,NOT_AOI,5,2156
1,hapii,609,0.20207,20,176,693,NOT_AOI,5,2156
1,hapii,610,0.2272,18,0,0,NOT_AOI,5,2156
1,hapii,611,0.06537000000000001,19,445,275,NOT_AOI,5,2156
1,hapii,612,0.0654,19,509,322,NOT_AOI,5,2156
1,hapii,613,0.02083,20,582,325,NOT_AOI,5,2156
1,hapii,614,0.06082000000000001,21,564,359,NOT_AOI,5,2156
1,hapii,615,0.04613,22,853,788,RESULT5,5,2156
1,hapii,616,0.19988,17,185,430,NOT_AOI,5,2156
1,hapii,617,0.09005,18,1001,-431,NOT_AOI,5,2156
1,hapii,618,0.01195,15,493,-1903,NOT_AOI,5,2156
1,hapii,619,0.08047,13,802,779,RESULT5,5,2156
1,hapii,620,0.76568,14,380,416,NOT_AOI,6,2156
1,hapii,621,0.17923,15,296,-2459,NOT_AOI,6,2156
1,hapii,622,0.06115,14,705,-247,NOT_AOI,6,2156
1,hapii,623,0.06584,15,521,595,NOT_AOI,6,2156
1,hapii,624,0.08046,16,514,685,NOT_AOI,6,2156
1,hapii,625,0.0629,16,616,234,NOT_AOI,6,2156
1,hapii,626,0.0629,17,261,-169,NOT_AOI,6,2156
1,hapii,627,0.05791,18,506,-564,NOT_AOI,6,2156
1,hapii,628,0.20242,18,514,365,NOT_AOI,6,2156
1,hapii,629,0.21428000000000005,19,403,64,NOT_AOI,6,2156
1,hapii,630,0.034230000000000003,16,917,793,RESULT5,6,2156
1,hapii,631,0.41548,17,309,379,NOT_AOI,6,2156
1,hapii,632,0.08743,17,328,375,NOT_AOI,6,2156
1,hapii,633,0.18385,18,621,759,NOT_AOI,6,2156
1,hapii,634,0.6906399999999999,19,387,348,NOT_AOI,6,2156
1,hapii,635,0.08834,20,495,376,NOT_AOI,6,2156
1,hapii,636,0.17525,21,382,-799,NOT_AOI,6,2156
1,hapii,637,0.07447000000000001,22,384,130,NOT_AOI,6,2156
1,hapii,638,0.05768,22,497,582,NOT_AOI,6,2156
1,hapii,639,0.05737,22,394,365,NOT_AOI,6,2156
1,hapii,640,0.03395,23,544,416,NOT_AOI,6,2156
1,hapii,641,0.03925,24,313,-364,NOT_AOI,6,2156
1,hapii,642,0.0574,25,447,344,NOT_AOI,6,2156
1,hapii,643,0.06805,26,627,584,NOT_AOI,6,2156
1,hapii,644,0.06613,27,715,933,NOT_AOI,6,2156
1,hapii,645,0.15403,28,277,167,NOT_AOI,6,2156
1,hapii,646,0.052279999999999986,28,832,189,RESULT1,7,2156
1,hapii,647,0.04125,29,1267,3446,NOT_AOI,7,2156
1,hapii,648,0.17534,29,368,63,NOT_AOI,7,2156
1,hapii,649,0.0109,28,334,29,NOT_AOI,7,2156
1,hapii,650,0.03943,29,808,916,RESULT6,7,2156
1,hapii,651,0.25656,30,756,321,RESULT2,7,2156
1,hapii,652,0.35844000000000004,31,416,283,NOT_AOI,7,2156
1,hapii,653,0.06585,29,470,325,NOT_AOI,7,2156
1,hapii,654,0.16268,27,452,410,NOT_AOI,7,2156
1,hapii,655,0.2142,22,626,416,NOT_AOI,7,2156
1,hapii,656,0.10831,21,947,183,RESULT1,7,2156
1,hapii,657,0.29327,21,423,321,NOT_AOI,7,2156
1,hapii,658,0.056629999999999986,21,382,304,NOT_AOI,7,2156
1,hapii,659,0.06204,21,465,301,NOT_AOI,7,2156
1,hapii,660,0.04026,18,585,805,NOT_AOI,8,2156
1,hapii,661,0.24861,13,680,-1211,NOT_AOI,8,2156
1,hapii,662,0.05135,14,580,141,NOT_AOI,8,2156
1,hapii,663,0.10852,15,406,277,NOT_AOI,8,2156
1,hapii,664,0.10933,15,386,237,NOT_AOI,8,2156
1,hapii,665,0.07159,16,581,321,NOT_AOI,8,2156
1,hapii,666,0.13817000000000002,15,636,326,NOT_AOI,8,2156
1,hapii,667,0.04272,16,769,744,RESULT5,8,2156
1,hapii,668,0.31952,15,410,425,NOT_AOI,8,2156
1,hapii,669,0.57097,15,406,110,NOT_AOI,8,2156
1,hapii,670,0.10595,16,1003,2390,NOT_AOI,8,2156
1,hapii,671,0.18814,17,387,123,NOT_AOI,8,2156
1,hapii,672,0.78599,18,433,666,NOT_AOI,8,2156
1,hapii,673,0.21149,17,716,193,RESULT1,9,2156
1,hapii,674,0.04288,17,401,164,NOT_AOI,9,2156
1,hapii,675,0.05013,17,790,688,NOT_AOI,9,2156
1,hapii,676,0.04744,18,431,322,NOT_AOI,9,2156
1,hapii,677,0.24035,17,491,83,NOT_AOI,9,2156
1,hapii,678,0.03014,18,391,351,NOT_AOI,9,2156
1,hapii,679,0.22758,17,996,789,RESULT5,9,2156
1,hapii,680,0.29903,16,888,697,RESULT5,9,2156
1,hapii,681,0.18568,14,618,394,NOT_AOI,9,2156
1,hapii,682,0.16552,14,423,221,NOT_AOI,10,2156
1,hapii,683,0.20993,15,369,-2585,NOT_AOI,10,2156
1,hapii,684,0.03871,14,364,129,NOT_AOI,10,2156
1,hapii,685,0.036000000000000004,15,554,223,NOT_AOI,10,2156
1,hapii,686,0.04844,16,415,45,NOT_AOI,10,2156
1,hapii,687,0.06609,17,507,558,NOT_AOI,10,2156
1,hapii,688,0.06707,17,137,-1037,NOT_AOI,10,2156
1,hapii,689,0.0828,17,976,117,QUERY,10,2156
1,hapii,690,0.21307,14,569,-1,NOT_AOI,10,2156
1,hapii,691,0.02331,15,796,704,RESULT5,10,2156
1,hapii,692,0.04292,16,373,349,NOT_AOI,10,2156
1,hapii,693,0.04646,17,403,377,NOT_AOI,10,2156
1,hapii,694,0.05593,17,824,757,RESULT5,10,2156
1,hapii,695,0.2327,18,419,349,NOT_AOI,10,2156
1,hapii,696,0.07972,18,1001,700,RESULT5,10,2156
1,hapii,697,0.46764,18,1277,186,RESULT1,10,2156
1,hapii,698,0.03665,19,366,-4038,NOT_AOI,10,2156
1,hapii,699,0.05414,20,836,540,NOT_AOI,10,2156
1,hapii,700,0.05975,21,540,319,NOT_AOI,10,2156
1,hapii,701,0.20096,21,744,-5254,NOT_AOI,11,2156
1,hapii,702,0.24292,22,452,703,NOT_AOI,11,2156
1,hapii,703,0.05069,22,-197,526,NOT_AOI,11,2156
1,hapii,704,0.06287000000000001,17,364,290,NOT_AOI,11,2156
1,hapii,705,0.05505,16,673,211,RESULT1,11,2156
1,hapii,706,0.07231,17,653,0,NOT_AOI,11,2156
1,hapii,707,0.01124,18,887,733,RESULT5,11,2156
1,hapii,708,0.06133,19,452,383,NOT_AOI,11,2156
1,hapii,709,0.0481,20,453,312,NOT_AOI,11,2156
1,hapii,710,0.36806,21,588,305,NOT_AOI,11,2156
1,hapii,711,0.22408000000000008,22,399,343,NOT_AOI,12,2156
1,hapii,712,0.06072,22,557,565,NOT_AOI,12,2156
1,hapii,713,0.03427,23,410,111,NOT_AOI,12,2156
1,hapii,714,0.13061,22,937,1140,NOT_AOI,12,2156
1,hapii,715,0.05771,22,367,346,NOT_AOI,12,2156
1,hapii,717,0.07313,23,775,118,QUERY,12,2156
1,hapii,718,0.04667,22,245,199,NOT_AOI,12,2156
1,hapii,719,0.05664,23,398,158,NOT_AOI,12,2156
1,hapii,720,0.08752,21,0,0,NOT_AOI,12,2156
1,hapii,721,0.05045,20,1237,622,RESULT4,13,2156
1,hapii,722,0.05728,21,321,-2032,NOT_AOI,13,2156
1,hapii,723,0.14293,21,856,206,RESULT1,13,2156
1,hapii,724,0.11883,21,533,579,NOT_AOI,13,2156
1,hapii,725,0.05709,22,455,569,NOT_AOI,13,2156
1,hapii,726,0.05609,23,412,297,NOT_AOI,13,2156
1,hapii,727,0.06617999999999999,24,441,442,NOT_AOI,13,2156
1,hapii,728,0.04038,24,0,0,NOT_AOI,13,2156
1,hapii,729,0.02297,23,793,445,RESULT3,14,2156
1,hapii,730,0.04549,24,1187,157,QUERY,14,2156
1,hapii,731,0.06212,25,592,79,NOT_AOI,14,2156
1,hapii,732,0.0747,26,527,91,NOT_AOI,14,2156
1,hapii,733,0.06803,25,352,-262,NOT_AOI,14,2156
1,hapii,734,0.10197,25,416,374,NOT_AOI,14,2156
