Page,AOI_TYPE,Blink_Count,Total_Blink_Duration,Average_Blink_Duration
0,QUERY,0,0.0,0.0
0,RESULT1,0,0.0,0.0
0,RESULT2,2,0.3289,0.16445
0,RESULT3,0,0.0,0.0
0,RESULT4,1,0.00869,0.00869
0,RESULT5,2,0.20715999999999998,0.10357999999999999
0,RESULT6,0,0.0,0.0
0,NOT_AOI,33,5.92115,0.17942878787878788
1,QUERY,0,0.0,0.0
1,RESULT1,1,0.43768999999999997,0.43768999999999997
1,RESULT2,1,0.35026999999999997,0.35026999999999997
1,RESULT3,0,0.0,0.0
1,RESULT4,0,0.0,0.0
1,RESULT5,0,0.0,0.0
1,RESULT6,0,0.0,0.0
1,NOT_AOI,16,3.59654,0.22478375
2,QUERY,0,0.0,0.0
2,RESULT1,0,0.0,0.0
2,RESULT2,0,0.0,0.0
2,RESULT3,0,0.0,0.0
2,RESULT4,0,0.0,0.0
2,RESULT5,0,0.0,0.0
2,RESULT6,2,0.57208,0.28604
2,NOT_AOI,9,0.68322,0.07591333333333333
3,QUERY,0,0.0,0.0
3,RESULT1,0,0.0,0.0
3,RESULT2,0,0.0,0.0
3,RESULT3,0,0.0,0.0
3,RESULT4,0,0.0,0.0
3,RESULT5,1,0.007890000000000001,0.007890000000000001
3,RESULT6,1,0.46625,0.46625
3,NOT_AOI,11,1.1788399999999999,0.10716727272727272
4,QUERY,0,0.0,0.0
4,RESULT1,0,0.0,0.0
4,RESULT2,0,0.0,0.0
4,RESULT3,0,0.0,0.0
4,RESULT4,1,0.13542,0.13542
4,RESULT5,0,0.0,0.0
4,RESULT6,1,0.37027,0.37027
4,NOT_AOI,22,2.859489999999999,0.12997681818181814
5,QUERY,0,0.0,0.0
5,RESULT1,0,0.0,0.0
5,RESULT2,0,0.0,0.0
5,RESULT3,1,0.07027,0.07027
5,RESULT4,0,0.0,0.0
5,RESULT5,3,0.13474,0.04491333333333333
5,RESULT6,0,0.0,0.0
5,NOT_AOI,21,2.2296300000000002,0.10617285714285715
6,QUERY,0,0.0,0.0
6,RESULT1,0,0.0,0.0
6,RESULT2,0,0.0,0.0
6,RESULT3,0,0.0,0.0
6,RESULT4,0,0.0,0.0
6,RESULT5,1,0.034230000000000003,0.034230000000000003
6,RESULT6,0,0.0,0.0
6,NOT_AOI,25,4.002089999999999,0.16008359999999996
7,QUERY,0,0.0,0.0
7,RESULT1,2,0.16058999999999998,0.08029499999999999
7,RESULT2,1,0.25656,0.25656
7,RESULT3,0,0.0,0.0
7,RESULT4,0,0.0,0.0
7,RESULT5,0,0.0,0.0
7,RESULT6,1,0.03943,0.03943
7,NOT_AOI,10,1.4405999999999999,0.14406
8,QUERY,0,0.0,0.0
8,RESULT1,0,0.0,0.0
8,RESULT2,0,0.0,0.0
8,RESULT3,0,0.0,0.0
8,RESULT4,0,0.0,0.0
8,RESULT5,1,0.04272,0.04272
8,RESULT6,0,0.0,0.0
8,NOT_AOI,12,2.7384,0.2282
9,QUERY,0,0.0,0.0
9,RESULT1,1,0.21149,0.21149
9,RESULT2,0,0.0,0.0
9,RESULT3,0,0.0,0.0
9,RESULT4,0,0.0,0.0
9,RESULT5,2,0.52661,0.263305
9,RESULT6,0,0.0,0.0
9,NOT_AOI,6,0.59662,0.09943666666666667
10,QUERY,1,0.0828,0.0828
10,RESULT1,1,0.46763999999999994,0.46763999999999994
10,RESULT2,0,0.0,0.0
10,RESULT3,0,0.0,0.0
10,RESULT4,0,0.0,0.0
10,RESULT5,3,0.15896,0.05298666666666666
10,RESULT6,0,0.0,0.0
10,NOT_AOI,14,1.31745,0.09410357142857143
11,QUERY,0,0.0,0.0
11,RESULT1,1,0.05505,0.05505
11,RESULT2,0,0.0,0.0
11,RESULT3,0,0.0,0.0
11,RESULT4,0,0.0,0.0
11,RESULT5,1,0.01124,0.01124
11,RESULT6,0,0.0,0.0
11,NOT_AOI,8,1.10724,0.138405
12,QUERY,1,0.07313,0.07313
12,RESULT1,0,0.0,0.0
12,RESULT2,0,0.0,0.0
12,RESULT3,0,0.0,0.0
12,RESULT4,0,0.0,0.0
12,RESULT5,0,0.0,0.0
12,RESULT6,0,0.0,0.0
12,NOT_AOI,8,0.6982200000000002,0.08727750000000002
13,QUERY,0,0.0,0.0
13,RESULT1,1,0.14293,0.14293
13,RESULT2,0,0.0,0.0
13,RESULT3,0,0.0,0.0
13,RESULT4,1,0.05045,0.05045
13,RESULT5,0,0.0,0.0
13,RESULT6,0,0.0,0.0
13,NOT_AOI,6,0.3958499999999999,0.06597499999999999
14,QUERY,1,0.045489999999999996,0.045489999999999996
14,RESULT1,0,0.0,0.0
14,RESULT2,0,0.0,0.0
14,RESULT3,1,0.022969999999999997,0.022969999999999997
14,RESULT4,0,0.0,0.0
14,RESULT5,1,0.11724000000000001,0.11724000000000001
14,RESULT6,0,0.0,0.0
14,NOT_AOI,4,0.30682,0.076705
15,QUERY,0,0.0,0.0
15,RESULT1,1,0.07793,0.07793
15,RESULT2,0,0.0,0.0
15,RESULT3,0,0.0,0.0
15,RESULT4,0,0.0,0.0
15,RESULT5,0,0.0,0.0
15,RESULT6,0,0.0,0.0
15,NOT_AOI,15,1.5403899999999997,0.10269266666666664
16,QUERY,0,0.0,0.0
16,RESULT1,2,0.07982,0.03991
16,RESULT2,0,0.0,0.0
16,RESULT3,0,0.0,0.0
16,RESULT4,2,0.32142,0.16071
16,RESULT5,1,0.16718,0.16718
16,RESULT6,0,0.0,0.0
16,NOT_AOI,32,3.5466099999999994,0.11083156249999998
17,QUERY,0,0.0,0.0
17,RESULT1,1,0.43437,0.43437
17,RESULT2,0,0.0,0.0
17,RESULT3,0,0.0,0.0
17,RESULT4,0,0.0,0.0
17,RESULT5,0,0.0,0.0
17,RESULT6,0,0.0,0.0
17,NOT_AOI,4,0.42110000000000003,0.10527500000000001
18,QUERY,0,0.0,0.0
18,RESULT1,1,0.07817,0.07817
18,RESULT2,0,0.0,0.0
