userID,Page,Total_Fixation_Count,Total_Fixation_Duration,Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Total_Refixation_Count,Refixation_Ratio,Total_Saccade_Length,Average_Saccade_Length,Saccade_Length_SD,Total_Saccade_Absolute_Angle,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Total_Saccade_Relative_Angle,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Total_Left_Eye_Difference,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Total_Right_Eye_Difference,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Total_Blink_Duration,Average_Blink_Duration,Number of English AOIs,L1,Eng Prof (Self),Eng Prof (Test)
2156,1,66,16.758419999999997,0.2539154545454545,0.3440188250715086,2.10364,3,0.045454545454545456,37972.80206098529,28.896220886886326,1100.4885255231636,1907.1505785344975,28.896220886886326,95.64275450807129,5724.409257256697,86.73347359479844,61.160019452490374,-10.565555757575748,-0.28555556101556073,0.502562526423268,-10.565555757575748,-0.28555556101556073,0.502562526423268,2,0.78796,0.39398,0,Both,High,L
2156,2,49,9.838949999999997,0.20079489795918362,0.28822721380190663,1.67932,2,0.04081632653061224,44364.798371640136,0.377156464828189,1842.2804787434836,18.48066677658126,0.377156464828189,93.79825750485249,3788.07736018898,77.30770122834653,60.197168304715824,-5.678354242424237,-0.19580531870428403,0.3682219099140962,-5.678354242424237,-0.19580531870428403,0.3682219099140962,2,0.57208,0.28604,3,Both,High,L
2156,3,58,12.165360000000002,0.20974758620689657,0.2891149995173162,1.95007,3,0.05172413793103448,87213.52367299945,32.22470507900665,2082.2889650694533,1869.0328945823853,32.22470507900665,78.50132546490245,4122.729802624857,71.08154832111823,65.45448129365344,-15.13422333333332,-0.3439596212121209,0.3241059280788574,-15.13422333333332,-0.3439596212121209,0.3241059280788574,2,0.47414,0.23707,6,Both,High,L
2156,4,23,4.5011,0.1957,0.2060368689041505,0.8377700000000001,0,0.0,30989.88754106018,10.390996752457088,1470.8811666473366,238.99292530651303,10.390996752457088,79.1587367377441,2107.552799042187,91.63273039313856,65.91318991114169,-3.9456412121212083,-0.3035108624708622,0.581175302357062,-3.9456412121212083,-0.3035108624708622,0.581175302357062,2,0.50569,0.252845,3,Both,High,L
2156,5,105,27.633570000000002,0.26317685714285716,0.23213243544032308,1.65503,7,0.06666666666666667,80622.0146349299,39.624193076706405,1341.5662976318517,4160.540273054173,39.624193076706405,90.57440703729176,9931.214761750662,94.58299773095868,61.99861924405643,-16.035094242424222,-0.25863055229716486,0.4394423112569987,-16.035094242424222,-0.25863055229716486,0.4394423112569987,4,0.20501000000000003,0.051252500000000006,3,Both,High,L
2156,6,63,16.679429999999996,0.26475285714285707,0.201004701725224,0.89697,8,0.12698412698412698,52197.94972840033,14.44047677084577,1613.98069089766,909.7500365632835,14.44047677084577,100.25941396681489,4842.401480882685,76.86351556956643,59.79605634671429,-11.20195606060605,-0.3500611268939391,0.35483774531467194,-11.20195606060605,-0.3500611268939391,0.35483774531467194,1,0.034230000000000003,0.034230000000000003,0,Both,High,L
2156,7,70,23.972149999999992,0.3424592857142856,0.33289317417506015,1.6814,5,0.07142857142857142,37656.17205178742,30.262110542425003,1341.711443130187,2118.34773796975,30.262110542425003,97.79550563890771,5803.115925661804,82.90165608088292,65.11612919055679,-13.06966181818181,-0.3630461616161614,0.3687867390238715,-13.06966181818181,-0.3630461616161614,0.3687867390238715,4,0.45658,0.114145,3,Both,High,L
2156,8,66,19.165309999999995,0.29038348484848475,0.2552982893062629,1.29199,6,0.09090909090909091,24325.85521021217,28.38226609280098,884.077139302669,1873.2295621248645,28.38226609280098,93.00932466480816,5019.934307885797,76.05961072554238,58.60408200299759,-11.17451787878787,-0.31927193939393916,0.4671739111914954,-11.17451787878787,-0.31927193939393916,0.4671739111914954,1,0.04272,0.04272,6,Both,High,L
2156,9,56,20.786129999999996,0.3711808928571428,0.3154897704436072,1.50049,7,0.125,17307.410911780753,23.047559189334386,818.7385611145539,1290.6633146027257,23.047559189334386,77.08673525340251,5464.609017045346,97.58230387580976,62.53789089511055,-13.040689999999987,-0.3951724242424239,0.2306037087468174,-13.040689999999987,-0.3951724242424239,0.2306037087468174,3,0.7381,0.24603333333333333,3,Both,High,L
2156,10,76,22.771009999999997,0.2996185526315789,0.30602228518225316,1.7348599999999998,6,0.07894736842105263,35367.06545362484,28.306987958381193,1011.8810596623131,2151.3310848369706,28.306987958381193,85.79630678611609,6425.8244432721485,84.55032162200196,59.41841767291493,-8.864529696969685,-0.2332770972886759,0.41116920028215254,-8.864529696969685,-0.2332770972886759,0.41116920028215254,4,0.6265999999999999,0.15664999999999998,3,Both,High,L
