userID,Page,Total_Fixation_Count,Total_Fixation_Duration,Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Total_Refixation_Count,Refixation_Ratio,Total_Saccade_Length,Average_Saccade_Length,Saccade_Length_SD,Total_Saccade_Absolute_Angle,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Total_Saccade_Relative_Angle,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Total_Left_Eye_Difference,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Total_Right_Eye_Difference,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Total_Blink_Duration,Average_Blink_Duration,Number of English AOIs,L1,Eng Prof (Self),Eng Prof (Test),Chinese/Spanish Prof (Self),Chinese/Spanish Prof (Test)
2899,2,55,17.303729999999998,0.31461327272727274,0.1833300377615542,1.02441,3,0.054545454545454536,6806.010465751382,31.61668205230455,130.44785886368552,1738.9175128767504,31.61668205230455,90.77611637068267,5605.642368318778,101.92077033306869,60.75164044351586,-8.168334000000018,-0.15126544444444473,0.2469038646729373,-8.168334000000018,-0.15126544444444473,0.2469038646729373,0,0.0,0.0,3,English,High,Medium,Low,Low
2899,3,55,15.018559999999995,0.27306472727272724,0.15885970357925655,0.9101600000000001,4,0.07272727272727272,7430.145726747053,19.831532478012626,138.03384515979567,1090.7342862906944,19.831532478012626,92.8198844967548,5755.988398154615,104.65433451190208,64.32565734334366,-11.78882333333334,-0.21434224242424246,0.2148337417958747,-11.78882333333334,-0.21434224242424246,0.2148337417958747,0,0.0,0.0,3,English,High,Medium,Low,Low
2899,4,102,35.37598000000001,0.3468233333333335,0.2448723886560994,1.4668,10,0.09803921568627452,13339.306811398279,2.2371544348365724,153.9489381986663,228.18975235333042,2.2371544348365724,91.1254407078503,10219.4048943552,100.19024406230592,66.94534883155397,-17.19728466666668,-0.17548249659863954,0.2912815479937491,-17.19728466666668,-0.17548249659863954,0.2912815479937491,1,0.10296,0.10296,3,English,High,Medium,Low,Low
2899,5,36,11.66014,0.3238927777777778,0.16678423547624355,0.83691,1,0.027777777777777776,5696.583350612311,34.060421758389175,159.01947528056238,1226.1751833020098,34.060421758389175,91.88466120924973,3576.099921158809,99.33610892107805,67.11682695039147,-1.8357466666666744,-0.052449904761904975,0.3612571242423279,-1.8357466666666744,-0.052449904761904975,0.3612571242423279,0,0.0,0.0,0,English,High,Medium,Low,Low
2899,7,44,11.01954,0.2504440909090909,0.14408906619483947,0.75684,1,0.022727272727272728,7037.739863367379,22.57191525945186,159.26661111770076,993.164271415882,22.57191525945186,89.66919970189909,4818.930653044333,109.521151205553,57.14256747925372,6.2464553333333335,0.16438040350877192,0.5135047577163224,6.2464553333333335,0.16438040350877192,0.5135047577163224,1,0.013030000000000002,0.013030000000000002,3,English,High,Medium,Low,Low
2899,8,65,17.705079999999988,0.27238584615384603,0.10522914471822993,0.6835899999999999,3,0.04615384615384616,10901.38923077336,20.814482661168963,163.67831010950704,1352.9413729759822,20.814482661168963,93.57137285917071,6885.001503573882,105.9231000549828,65.88189581174531,-18.095439333333346,-0.2966465464480876,0.23056656789563915,-18.095439333333346,-0.2966465464480876,0.23056656789563915,1,0.07864,0.07864,3,English,High,Medium,Low,Low
2899,9,30,8.79686,0.2932286666666667,0.14690773251110906,0.7441399999999999,3,0.1,5661.598741190336,17.325209734603412,285.96542103973024,519.7562920381023,17.325209734603412,103.72621943170314,3238.942407548369,107.96474691827898,56.790980694046745,-2.636461333333339,-0.09415933333333353,0.2887025116182198,-2.636461333333339,-0.09415933333333353,0.2887025116182198,0,0.0,0.0,3,English,High,Medium,Low,Low
2899,10,89,28.97464,0.32555775280898874,0.17092231675745753,1.30664,12,0.1348314606741573,13393.63340624872,19.85607657481032,165.96953261613896,1767.1908151581185,19.85607657481032,97.30487839029236,9118.706025583017,102.45737107396648,62.17123321205067,-24.394642666666694,-0.2836586356589151,0.2686670841457261,-24.394642666666694,-0.2836586356589151,0.2686670841457261,1,0.13514,0.13514,0,English,High,Medium,Low,Low
2899,12,72,25.895530000000008,0.359660138888889,0.21454589439411234,1.21973,5,0.06944444444444445,11912.320969575583,7.396782938017675,182.94053172382016,532.5683715372727,7.396782938017675,95.8101871482538,6704.972740642917,93.12462139781832,67.3357579997874,-17.014563333333346,-0.24306519047619066,0.21639478063795095,-17.014563333333346,-0.24306519047619066,0.21639478063795095,0,0.0,0.0,3,English,High,Medium,Low,Low
2899,13,24,7.268589999999999,0.3028579166666666,0.1752152804642327,0.8720700000000001,1,0.04166666666666666,3690.625701911345,34.24165307068707,100.77683068448015,821.7996736964897,34.24165307068707,105.48500751132629,2434.377435948693,101.43239316452886,55.88509350303221,-4.788224666666669,-0.2081836811594204,0.28612482390791044,-4.788224666666669,-0.2081836811594204,0.28612482390791044,0,0.0,0.0,3,English,High,Medium,Low,Low
2899,14,21,5.95311,0.2834814285714285,0.1029308655307608,0.50879,1,0.047619047619047616,4207.028505892125,31.16911357945923,225.3873032884541,654.5513851686437,31.16911357945923,89.06972475523068,2101.2795778007417,100.0609322762258,67.63800478793709,-4.437116000000004,-0.21129123809523828,0.34964967239884104,-4.437116000000004,-0.21129123809523828,0.34964967239884104,0,0.0,0.0,3,English,High,Medium,Low,Low
2899,15,57,15.052700000000005,0.2640824561403509,0.11952785027121758,0.69043,5,0.08771929824561403,6827.631459835111,20.52028043567157,116.75066719338552,1169.6559848332795,20.52028043567157,96.85528802319124,6045.2524183511,106.05705997107194,65.26276670435563,-1.8222820000000093,-0.03196985964912297,0.2776381928834982,-1.8222820000000093,-0.03196985964912297,0.2776381928834982,1,0.19275,0.19275,0,English,High,Medium,Low,Low
2899,17,47,13.40821,0.2852810638297872,0.20648588308074287,1.51367,2,0.0425531914893617,6638.9493043897255,18.31233468034064,133.45236525223817,860.67972997601,18.31233468034064,83.32476792716456,4468.336457265471,95.07098845245683,60.46818194400871,-7.848430666666678,-0.17837342424242447,0.2731650923631052,-7.848430666666678,-0.17837342424242447,0.2731650923631052,0,0.0,0.0,3,English,High,Medium,Low,Low
2899,18,52,14.457029999999996,0.2780198076923076,0.181338806005291,1.17285,1,0.019230769230769232,8001.703397976795,28.687942711809626,152.08796945538882,1491.7730210141006,28.687942711809626,97.12875709734513,5674.781258013354,109.13040880794914,59.54289374698131,-11.916606000000012,-0.2336589411764708,0.28593733614444977,-11.916606000000012,-0.2336589411764708,0.28593733614444977,1,0.06917000000000001,0.06917000000000001,3,English,High,Medium,Low,Low
