@relation 'all_users_page spanish'

@attribute userID numeric
@attribute Page numeric
@attribute Total_Fixation_Count numeric
@attribute Total_Fixation_Duration numeric
@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Total_Refixation_Count numeric
@attribute Refixation_Ratio numeric
@attribute Total_Saccade_Length numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Total_Saccade_Absolute_Angle numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Total_Saccade_Relative_Angle numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Total_Left_Eye_Difference numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Total_Right_Eye_Difference numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Total_Blink_Duration numeric
@attribute Average_Blink_Duration numeric
@attribute 'Number of English AOIs' {Three,Zero,Six}
@attribute L1 {English,Both}
@attribute 'Eng Prof (Self)' {High,Medium}
@attribute 'Eng Prof (Test)' {High,Medium,Low}
@attribute 'Chinese/Spanish Prof (Self)' {Low,High,Medium}
@attribute 'Chinese/Spanish Prof (Test)' {Low,High,Medium}

@data
5890,1,87,35.06738,0.403073,0.384356,2.39844,10,0.114943,14666.91117,14.455915,218.622746,1257.664614,14.455915,105.231311,8413.543919,96.707401,60.283412,21.46357,0.268295,0.276118,21.46357,0.268295,0.276118,3,0.33975,0.11325,Three,English,High,High,Low,Low
5890,2,62,20.52443,0.331039,0.202215,0.91699,5,0.080645,8812.146799,31.89314,123.402418,1977.374677,31.89314,81.317999,6083.855998,98.12671,72.560336,7.666652,0.123656,0.279675,7.666652,0.123656,0.279675,0,0,0,Zero,English,High,High,Low,Low
5890,3,87,25.46775,0.292733,0.168629,1.14551,6,0.068966,13585.59599,35.983771,140.575401,3130.588052,35.983771,95.580767,7125.275901,81.899723,63.599472,24.772906,0.288057,0.322859,24.772906,0.288057,0.322859,2,0.20919,0.104595,Three,English,High,High,Low,Low
5890,4,60,19.17776,0.319629,0.169992,0.82422,5,0.083333,8831.977497,31.56498,148.599398,1893.898806,31.56498,100.985603,4935.881147,82.264686,68.536299,12.578422,0.220674,0.273395,12.578422,0.220674,0.273395,1,0.08983,0.08983,Three,English,High,High,Low,Low
5890,5,29,7.63573,0.263301,0.092318,0.46387,1,0.034483,4493.218363,38.863289,130.599083,1127.035369,38.863289,99.012984,2305.548533,79.501674,63.187443,6.704014,0.231173,0.296339,6.704014,0.231173,0.296339,1,0.07781,0.07781,Six,English,High,High,Low,Low
5890,6,43,15.14942,0.352312,0.203642,0.86426,1,0.023256,6636.835081,35.876483,130.505906,1542.688764,35.876483,88.553269,4297.713493,99.946825,70.403299,16.963608,0.394503,0.275248,16.963608,0.394503,0.275248,0,0,0,Three,English,High,High,Low,Low
5890,7,71,23.73246,0.33426,0.218053,1.4668,6,0.084507,10012.98089,23.331311,146.979879,1656.523087,23.331311,97.933367,6781.088003,95.508282,70.674869,22.346686,0.314742,0.291605,22.346686,0.314742,0.291605,0,0,0,Zero,English,High,High,Low,Low
5890,8,30,9.46778,0.315593,0.203299,1.25879,4,0.133333,4982.954154,36.225977,162.83356,1086.779298,36.225977,73.553661,2812.193018,93.739767,66.10094,6.96892,0.232297,0.244275,6.96892,0.232297,0.244275,0,0,0,Three,English,High,High,Low,Low
5890,9,30,6.26272,0.208757,0.113665,0.50293,0,0,5923.926189,38.341413,150.896414,1150.242387,38.341413,98.229281,3013.909145,100.463638,66.31987,10.068978,0.359606,0.362751,10.068978,0.359606,0.362751,1,0.03418,0.03418,Three,English,High,High,Low,Low
5890,10,27,6.70313,0.248264,0.126097,0.57617,1,0.037037,3947.422102,14.205,112.072967,383.53501,14.205,96.478698,2559.891052,94.81078,62.899122,6.659946,0.256152,0.218763,6.659946,0.256152,0.218763,1,0.08669,0.08669,Six,English,High,High,Low,Low
5890,11,88,30.01565,0.341087,0.170496,0.89746,4,0.045455,14712.16077,40.917096,174.604351,3600.704448,40.917096,84.192271,8429.97627,95.795185,74.938645,19.398232,0.222968,0.326097,19.398232,0.222968,0.326097,3,0.25933,0.086443,Three,English,High,High,Low,Low
5890,12,39,14.56934,0.373573,0.223666,1.10352,1,0.025641,4725.465767,13.848614,107.233608,540.095961,13.848614,87.93613,3522.414578,90.318323,71.825302,2.568814,0.065867,0.221528,2.568814,0.065867,0.221528,1,0.11776,0.11776,Zero,English,High,High,Low,Low
5890,13,42,11.21678,0.267066,0.102121,0.57617,1,0.02381,6442.304967,25.814244,112.463851,1084.198258,25.814244,109.670865,3851.176862,91.694687,74.321738,8.155452,0.194177,0.145129,8.155452,0.194177,0.145129,1,0.08611,0.08611,Three,English,High,High,Low,Low
5890,14,76,22.20608,0.292185,0.155898,0.76367,1,0.013158,9155.251334,29.479275,120.566173,2240.424876,29.479275,88.448414,7184.372276,94.531214,66.396441,18.631134,0.251772,0.332532,18.631134,0.251772,0.332532,0,0,0,Three,English,High,High,Low,Low
5890,15,92,23.94536,0.260276,0.139774,1.13184,5,0.054348,15474.12451,27.619493,167.256081,2540.993311,27.619493,94.905176,9082.137195,98.718883,69.26092,15.392286,0.169146,0.246232,15.392286,0.169146,0.246232,0,0,0,Six,English,High,High,Low,Low
5890,16,79,26.0596,0.329868,0.20797,1.22656,7,0.088608,10820.80349,30.83317,119.595917,2435.820445,30.83317,88.890897,7623.829393,96.50417,60.762681,29.822004,0.377494,0.276912,29.822004,0.377494,0.276912,1,0.09058,0.09058,Three,English,High,High,Low,Low
5890,17,55,17.42775,0.316868,0.191705,1.125,2,0.036364,9431.038604,39.775029,174.222042,2187.626617,39.775029,89.944204,5637.773918,102.50498,69.987699,8.024978,0.151415,0.285151,8.024978,0.151415,0.285151,3,0.34869,0.11623,Zero,English,High,High,Low,Low
5890,18,80,24.65822,0.308228,0.168181,1.00488,5,0.0625,11175.61496,43.08586,131.598508,3446.868772,43.08586,85.859226,7209.537265,90.119216,71.065907,11.099164,0.140496,0.339649,11.099164,0.140496,0.339649,2,0.217,0.1085,Three,English,High,High,Low,Low
5890,19,88,29.9795,0.340676,0.181069,1.02148,8,0.090909,12120.90085,25.322444,110.767097,2228.37506,25.322444,81.520281,8322.759184,94.576809,77.347085,15.434114,0.183739,0.296506,15.434114,0.183739,0.296506,5,0.60428,0.120856,Three,English,High,High,Low,Low
5890,20,57,16.36621,0.287126,0.146527,0.75,1,0.017544,8753.919591,44.567576,138.557453,2540.351819,44.567576,82.672701,5569.029039,97.702264,74.898328,11.802032,0.207053,0.299987,11.802032,0.207053,0.299987,0,0,0,Six,English,High,High,Low,Low
5890,21,86,28.0928,0.32666,0.165889,0.91113,6,0.069767,14218.11823,42.532489,164.884989,3657.794091,42.532489,88.047833,7536.075341,87.628783,71.019478,38.228836,0.444521,0.291567,38.228836,0.444521,0.291567,3,0.23888,0.079627,Three,English,High,High,Low,Low
5890,22,53,20.44046,0.385669,0.22423,1.17773,0,0,8365.017808,32.998273,149.740143,1748.908459,32.998273,78.093809,5513.85913,104.035078,67.512951,13.16027,0.263205,0.335151,13.16027,0.263205,0.335151,1,0.13617,0.13617,Zero,English,High,High,Low,Low
5890,23,29,7.95606,0.274347,0.150863,0.78223,2,0.068966,4296.001545,47.83783,101.675065,1387.297066,47.83783,88.736603,2831.032483,97.62181,70.011535,12.268074,0.423037,0.286777,12.268074,0.423037,0.286777,1,0.11864,0.11864,Three,English,High,High,Low,Low
5890,24,47,12.52734,0.266539,0.102353,0.56934,5,0.106383,7625.279691,45.45394,171.255636,2136.335161,45.45394,95.14607,4239.618645,90.204652,66.383701,9.897016,0.215153,0.288545,9.897016,0.215153,0.288545,0,0,0,Three,English,High,High,Low,Low
5890,25,82,23.6758,0.288729,0.157531,1.05859,4,0.04878,12720.34688,34.296219,141.896009,2812.289924,34.296219,83.094785,7792.544882,95.031035,66.421103,28.797146,0.35552,0.249804,28.797146,0.35552,0.249804,1,0.09434,0.09434,Six,English,High,High,Low,Low
5890,26,46,12.42578,0.270126,0.120618,0.80371,4,0.086957,6344.314509,37.74478,165.467058,1736.259866,37.74478,81.201167,4097.971974,89.086347,66.952522,23.531246,0.511549,0.332949,23.531246,0.511549,0.332949,0,0,0,Three,English,High,High,Low,Low
5890,27,84,38.60155,0.459542,0.307624,1.5332,11,0.130952,10574.68966,17.041783,120.477016,1431.509742,17.041783,85.938272,7713.38456,91.826007,70.55586,39.114164,0.465645,0.309924,39.114164,0.465645,0.309924,4,0.49905,0.124762,Zero,English,High,High,Low,Low
5890,28,60,20.38285,0.339714,0.206626,1.08203,1,0.016667,7611.067482,42.021169,118.736135,2521.270114,42.021169,88.80793,5394.155053,89.902584,69.02073,16.723848,0.288342,0.357531,16.723848,0.288342,0.357531,1,0.11642,0.11642,Three,English,High,High,Low,Low
5890,29,56,18.52643,0.330829,0.184575,0.91797,1,0.017857,9139.924453,45.640948,135.881581,2555.893098,45.640948,78.247501,5789.087149,103.376556,73.462242,13.640456,0.24358,0.281702,13.640456,0.24358,0.281702,1,0.09126,0.09126,Three,English,High,High,Low,Low
5890,30,51,14.25489,0.279508,0.123495,0.7168,1,0.019608,6929.532786,27.33499,111.836469,1394.084471,27.33499,80.493989,5076.259632,99.534503,66.864523,17.013278,0.354443,0.268763,17.013278,0.354443,0.268763,0,0,0,Six,English,High,High,Low,Low
2128,1,55,16.23439,0.295171,0.212062,1.36011,3,0.054545,8333.810575,39.923614,200.882482,2195.798751,39.923614,99.522157,5211.168725,94.748522,65.174202,-0.651567,-0.01253,0.283081,-0.651567,-0.01253,0.283081,2,0.42805,0.214025,Three,Both,High,Medium,High,High
2128,2,21,6.57469,0.31308,0.156955,0.75146,1,0.047619,3482.038403,39.428481,164.644432,827.998106,39.428481,90.826477,2260.186127,107.627911,55.807999,1.409996,0.07421,0.287432,1.409996,0.07421,0.287432,0,0,0,Six,Both,High,Medium,High,High
2128,3,28,6.48879,0.231742,0.11466,0.48291,1,0.035714,2829.973687,58.858533,92.311736,1648.038934,58.858533,83.580168,3011.612986,107.557607,56.562824,0.746953,0.027665,0.263869,0.746953,0.027665,0.263869,0,0,0,Three,Both,High,Medium,High,High
2128,4,56,10.67458,0.190617,0.09906,0.52271,1,0.017857,7191.393715,27.998448,283.709573,1567.913067,27.998448,90.939754,5935.960719,105.999299,53.142321,2.405089,0.051172,0.289886,2.405089,0.051172,0.289886,1,0.14844,0.14844,Zero,Both,High,Medium,High,High
2128,5,45,14.68362,0.326303,0.159025,0.69019,1,0.022222,5822.475691,27.143999,111.358017,1221.479957,27.143999,91.997004,4475.461989,99.454711,64.40802,-5.406236,-0.131859,0.254362,-5.406236,-0.131859,0.254362,3,0.58528,0.195093,Three,Both,High,Medium,High,High
2128,6,38,10.15115,0.267136,0.108136,0.51611,2,0.052632,6149.744151,45.874608,152.625036,1743.235085,45.874608,96.793576,3746.732771,98.598231,58.134542,-1.101299,-0.029765,0.272319,-1.101299,-0.029765,0.272319,0,0,0,Three,Both,High,Medium,High,High
2128,7,21,7.37158,0.351028,0.243429,1.03882,0,0,3142.181872,42.37821,154.147029,889.942407,42.37821,86.497936,2073.724362,98.748779,58.986381,-1.881964,-0.099051,0.269456,-1.881964,-0.099051,0.269456,1,0.17617,0.17617,Six,Both,High,Medium,High,High
2128,8,25,7.90966,0.316386,0.132579,0.69678,0,0,2850.182373,46.097996,114.611154,1152.449897,46.097996,93.068936,2152.57995,86.103198,50.338606,-2.94133,-0.122555,0.307852,-2.94133,-0.122555,0.307852,2,0.29244,0.14622,Three,Both,High,Medium,High,High
2128,9,48,13.87354,0.289032,0.14491,0.78223,0,0,6733.202369,25.894704,130.654757,1242.945774,25.894704,98.479552,4721.048563,98.355178,58.188807,-8.368394,-0.194614,0.327122,-8.368394,-0.194614,0.327122,1,0.04215,0.04215,Zero,Both,High,Medium,High,High
