MEDIA_ID,MEDIA_NAME,CNT,TIME(2020/02/26 12:51:45.014),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,Unnamed: 49,X_Coordinate,Y_Coordinate,userID,AOI_TYPE,Page,Saccade_length,Saccade_absolute_angle,Saccade_relative_angle,Is_Refixation,Left_Difference,Right_Difference
1,hapii,49,0.3125,11692476965800,0.38172,-0.09358999999999999,0.0,0.3125,2,1,0.37415,-0.08141,1,0.36041999999999996,0.08426,0,,0.26004,0.5887100000000001,19.97513,1.07446,1,0.468,0.59222,18.95873,1.07446,1,0,0.0,43,5.20642,1,5.08985,1,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,0.0,0.0,,733,-101,1699,NOT_AOI,0,0.0,0.0,0.0,0,1.5846477419354832,1.1480587096774197
1,hapii,65,0.4375,11692478038520,0.4179,-0.05947,0.3125,0.125,3,1,0.48231999999999997,0.20297,1,0.36094,0.08426,0,,0.26198,0.5942,20.2159,1.07446,1,0.46943999999999997,0.5975699999999999,18.37879,1.07446,1,0,0.0,43,5.0559,1,5.02572,1,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,78.63434000000002,332.05527,,802,-64,1699,NOT_AOI,0,78.63436019654502,27.94472703945652,158.37262189218802,0,1.4341277419354839,1.0839287096774193
1,hapii,86,0.5625,11692479474882,0.55093,0.21814,0.4375,0.125,4,1,0.53356,0.06626,1,0.36094,0.08426,0,,0.26237,0.59858,18.791729999999998,1.23557,1,0.46989,0.60231,17.13565,1.23557,1,0,0.0,43,4.82324,1,4.5511800000000004,1,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,393.86481000000003,310.42792000000014,,1058,236,1699,RESULT1,0,393.86477784031433,49.572105147268495,117.10834621354404,0,1.2014677419354838,0.60938870967742
1,hapii,109,0.75,11692481015041,0.5482600000000001,0.22962,0.5625,0.1875,5,1,0.54046,0.30176,1,0.36146,0.09444,0,,0.26183,0.60169,17.68486,1.07446,1,0.4695,0.60542,15.103710000000001,1.07446,1,0,0.0,42,4.5657,1,4.4572,1,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,13.41644,247.53598,,1053,248,1699,RESULT1,0,13.416419027445462,112.46375893372443,86.77806821727734,0,0.9439277419354832,0.5154087096774198
1,hapii,130,0.875,11692482465966,0.56004,0.2369300000000001,0.75,0.125,6,1,0.63817,0.20295,1,0.36562,0.13241,0,,0.26339,0.60297,16.84357,1.07446,1,0.47078000000000003,0.6068,13.7313,1.07446,1,0,0.0,42,4.33142,1,3.66928,1,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,23.95594,340.75821,,1075,256,1699,RESULT1,0,23.955869777572122,19.241827151001807,135.92556706210527,0,0.7096477419354832,-0.27251129032258037
1,hapii,144,1.0,11692483422725,0.6373,0.17337,0.875,0.125,7,1,0.65428,0.17107999999999998,1,0.36562,0.13241,0,,0.26288,0.6039399999999999,16.32969,1.07446,1,0.47039,0.60765,13.00421,1.07446,1,0,0.0,42,4.1923900000000005,1,3.53369,1,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,163.45213,24.83261,,1224,187,1699,RESULT1,0,163.45221571970214,-24.832605786892906,53.99757546234761,0,0.5706177419354841,-0.40810129032258047
1,hapii,176,1.1875,11692485537566,0.6312800000000001,0.22757,1.0,0.1875,8,1,0.50585,0.17507,1,0.36719,0.1463,0,,0.25811,0.6027100000000001,14.401679999999999,1.03102,1,0.46523000000000003,0.6068600000000001,13.44157,1.03102,1,0,0.0,42,4.09023,1,3.9432099999999997,1,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,59.666219999999996,258.83023,,1212,246,1699,RESULT1,0,59.66623757670663,101.16981875075949,74.38840410863355,0,0.4684577419354836,0.0014187096774191943
1,hapii,193,1.3125,11692486682192,0.30023,-0.06948,1.1875,0.125,9,1,0.28919,-0.09324,1,0.36719,0.1463,0,,0.25327,0.60182,14.11866,1.07446,1,0.45933999999999997,0.60535,14.432089999999999,1.07446,1,0,0.0,42,3.90075,1,3.94175,1,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,711.98975,153.2186,,576,-75,1699,NOT_AOI,0,711.9896923776355,-153.21858535787408,69.6152841476298,0,0.2789777419354835,-4.12903225806005e-05
1,hapii,208,1.375,11692487758953,0.29616,-0.00494,1.3125,0.0625,10,1,0.27675,0.40585,0,0.36719,0.1463,0,,0.2519,0.6039100000000001,8.33357,1.07446,0,0.4577,0.60753,8.3865,1.07446,0,0,0.0,42,2.42125,0,3.26125,0,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,70.13987,263.6033,,569,-5,1699,NOT_AOI,0,70.13986696309027,96.39669878975576,69.32114295393042,0,-1.2005222580645163,-0.6805412903225805
1,hapii,248,1.75,11692491364411,0.36119,-0.03437,1.6875,0.0625,11,1,0.36223,0.11797,0,0.36719,0.1463,0,,0.25861999999999996,0.60577,12.36684,1.17631,0,0.46529,0.61024,12.3367,1.17631,0,0,0.0,43,3.73909,0,3.6436699999999997,0,0.0,0,0.0,0,0.0,0,1,1,0,0.0,0,,128.83971,14.282160000000001,,693,-37,1699,NOT_AOI,0,128.839700252368,-14.282158256313805,83.39675615960581,0,0.11731774193548361,-0.2981212903225807
