ID,userID,Task,QueryLanguage,"Result Order",exitAt,createdAt,updatedAt
"1214","2929","0","Eye Tracker","-1","2020-03-19 15:57:18.906","2020-03-19 15:57:14.389","2020-03-19 15:57:18.906"
"1215","2929","1","Spanish","1","2020-03-19 16:00:02.228","2020-03-19 15:57:19.028","2020-03-19 16:00:02.228"
"1216","2929","2","English","4","2020-03-19 16:01:55.983","2020-03-19 16:00:02.335","2020-03-19 16:01:55.983"
"1217","2929","3","Spanish","2","2020-03-19 16:04:31.248","2020-03-19 16:01:56.100","2020-03-19 16:04:31.248"
"1218","2929","4","English","3","2020-03-19 16:05:42.595","2020-03-19 16:04:31.347","2020-03-19 16:05:42.595"
"1219","2929","5","Spanish","0","2020-03-19 16:07:16.425","2020-03-19 16:05:42.699","2020-03-19 16:07:16.425"
"1220","2929","6","English","1","2020-03-19 16:07:56.376","2020-03-19 16:07:16.527","2020-03-19 16:07:56.376"
"1221","2929","7","Spanish","4","2020-03-19 16:09:06.095","2020-03-19 16:07:56.502","2020-03-19 16:09:06.095"
"1222","2929","8","English","2","2020-03-19 16:10:01.650","2020-03-19 16:09:06.193","2020-03-19 16:10:01.650"
"1223","2929","9","Spanish","3","2020-03-19 16:10:32.878","2020-03-19 16:10:01.729","2020-03-19 16:10:32.878"
"1224","2929","10","English","0","2020-03-19 16:11:29.983","2020-03-19 16:10:32.973","2020-03-19 16:11:29.983"
"1225","2929","11","Spanish","1","2020-03-19 16:12:22.711","2020-03-19 16:11:30.092","2020-03-19 16:12:22.711"
"1226","2929","12","English","4","2020-03-19 16:13:02.518","2020-03-19 16:12:22.812","2020-03-19 16:13:02.518"
"1227","2929","13","Spanish","2","2020-03-19 16:13:48.334","2020-03-19 16:13:02.636","2020-03-19 16:13:48.334"
"1228","2929","14","English","3","2020-03-19 16:14:41.979","2020-03-19 16:13:48.433","2020-03-19 16:14:41.979"
"1229","2929","15","Spanish","0","2020-03-19 16:15:39.429","2020-03-19 16:14:42.080","2020-03-19 16:15:39.429"
"1230","2929","16","English","1","2020-03-19 16:16:17.421","2020-03-19 16:15:39.538","2020-03-19 16:16:17.421"
"1231","2929","17","Spanish","4","2020-03-19 16:17:05.478","2020-03-19 16:16:17.525","2020-03-19 16:17:05.478"
"1232","2929","18","English","2","2020-03-19 16:17:52.862","2020-03-19 16:17:05.578","2020-03-19 16:17:52.862"
"1233","2929","19","Spanish","3","2020-03-19 16:18:39.718","2020-03-19 16:17:52.961","2020-03-19 16:18:39.718"
"1234","2929","20","English","0","2020-03-19 16:19:09.704","2020-03-19 16:18:39.820","2020-03-19 16:19:09.704"
"1235","2929","21","Spanish","1","2020-03-19 16:19:43.934","2020-03-19 16:19:09.795","2020-03-19 16:19:43.934"
"1236","2929","22","English","4","2020-03-19 16:20:31.719","2020-03-19 16:19:44.025","2020-03-19 16:20:31.719"
"1237","2929","23","Spanish","2","2020-03-19 16:20:58.724","2020-03-19 16:20:31.815","2020-03-19 16:20:58.724"
"1238","2929","24","English","3","2020-03-19 16:21:35.569","2020-03-19 16:20:58.810","2020-03-19 16:21:35.569"
"1239","2929","25","Spanish","0","2020-03-19 16:22:13.557","2020-03-19 16:21:35.652","2020-03-19 16:22:13.557"
"1240","2929","26","English","1","2020-03-19 16:22:36.532","2020-03-19 16:22:13.659","2020-03-19 16:22:36.532"
"1241","2929","27","Spanish","4","2020-03-19 16:23:30.511","2020-03-19 16:22:36.648","2020-03-19 16:23:30.511"
"1242","2929","28","English","2","2020-03-19 16:24:14.695","2020-03-19 16:23:30.604","2020-03-19 16:24:14.695"
"1243","2929","29","Spanish","3","2020-03-19 16:25:38.360","2020-03-19 16:24:14.790","2020-03-19 16:25:38.360"
"1244","2929","30","English","0","2020-03-19 16:26:35.678","2020-03-19 16:25:38.436","2020-03-19 16:26:35.678"
