@relation 'aoipage english median self'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI1 {English,Spanish,Chinese}
@attribute Language_Switch_AOI1 {No,Yes}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI2 {English,Spanish,Chinese}
@attribute Language_Switch_AOI2 {No,Yes}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI3 {English,Spanish,Chinese}
@attribute Language_Switch_AOI3 {No,Yes}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {English,Spanish}
@attribute Previous_AOI_Language_AOI4 {English,Spanish,Chinese}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {English,Spanish}
@attribute Previous_AOI_Language_AOI5 {English,Spanish}
@attribute Language_Switch_AOI5 {No,Yes}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {English,Spanish}
@attribute Previous_AOI_Language_AOI6 {English,Spanish}
@attribute Language_Switch_AOI6 {No,Yes}
@attribute 'Number of English AOIs' numeric
@attribute 'Self Median' {High,Low}

@data
0.129808,0.05729,0.1875,0.153846,6.761811,259.588353,6.761811,87.215229,105.160404,58.342875,0.689984,1.008631,0.689984,1.008631,0,0,0.145833,0.029463,0.1875,0,16.481208,398.139527,16.481208,96.075272,63.583498,52.246954,0,0,0,0,0,0,English,Spanish,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,0.1125,0.046771,0.1875,0.2,-40.982859,127.071505,-40.982859,74.11111,126.720172,42.241523,0.46259,0.036162,0.46259,0.036162,0,0,English,English,No,0.1875,0,0.1875,0,89.944792,0,89.944792,0,32.317721,0,0.676798,0,0.676798,0,0,0,English,English,No,0.125,0.088388,0.1875,0.333333,30.492025,34.85086,30.492025,82.451485,113.212678,57.22273,0.260498,0.118055,0.260498,0.118055,0,0,English,English,No,0.125,0,0.125,0,61.953351,0,61.953351,0,170.778148,0,2.699118,0,2.699118,0,0,0,English,English,No,6,High
0.104167,0.0437,0.1875,0,-34.511041,763.206074,-34.511041,97.381982,109.746042,51.221891,0.236361,0.35826,0.236361,0.35826,0,0,0.104167,0.029463,0.125,0,-85.497866,392.503344,-85.497866,88.41457,50.374686,29.07042,-0.317842,0.456586,-0.317842,0.456586,0,0,English,Spanish,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,0.0625,0,0.0625,0,-25.87379,99.700209,-25.87379,91.548335,160.232944,16.590448,0.419761,0.276499,0.419761,0.276499,0,0,English,English,No,0.1,0.05,0.1875,0,-40.089546,1075.246108,-40.089546,102.904588,105.339887,38.422658,0.517328,0.140429,0.517328,0.140429,0,0,English,English,No,0.145833,0.029463,0.1875,0,9.711658,766.96654,9.711658,93.391427,118.631152,56.485696,0.337108,0.197121,0.337108,0.197121,0,0,English,English,No,0.125,0,0.125,0,-12.237888,0,-12.237888,0,131.774849,0,-0.358302,0,-0.358302,0,0,0,English,English,No,6,High
0.345044,0.177355,0.82031,0.081081,23.595776,136.933474,23.595776,102.894075,84.54679,55.848374,0.345806,0.443878,0.345806,0.443878,0,0,0.241702,0.108532,0.39551,0,36.621565,223.290679,36.621565,70.838531,99.264128,47.943571,0.764755,0.297665,0.764755,0.297665,0,0,English,English,No,0.38965,0.11367,0.50879,0.2,-11.741691,170.489057,-11.741691,124.198097,89.356858,54.548777,0.62879,0.244963,0.62879,0.244963,0,0,English,English,No,0.312108,0.166668,0.65625,0,37.146314,41.267458,37.146314,76.023832,75.190635,55.707505,0.424474,0.197173,0.424474,0.197173,0,0,English,English,No,0.341797,0.278646,0.82031,0.25,96.904235,73.413926,96.904235,66.575991,79.008204,50.231421,0.190416,0.246553,0.190416,0.246553,0,0,English,English,No,0.423937,0.176973,0.7168,0.111111,-26.478627,64.86172,-26.478627,127.106787,101.46566,56.687277,0.012057,0.090623,0.012057,0.090623,0,0,English,English,No,0.354817,0.075495,0.4082,0,63.750108,128.80225,63.750108,43.058909,34.910683,37.891304,-0.01753,0.09514,-0.01753,0.09514,0,0,English,English,No,6,High
0.325685,0.241759,1.32617,0.076923,27.583721,92.829191,27.583721,89.041463,88.262143,54.549867,0.58464,0.381822,0.58464,0.381822,0,0,0.295203,0.135726,0.48926,0.142857,-45.831824,77.252958,-45.831824,87.28901,114.999286,55.303945,0.814113,0.348082,0.814113,0.348082,0,0,English,English,No,0.265301,0.104571,0.43555,0.083333,55.102158,97.254297,55.102158,50.120733,75.365939,51.641718,0.717204,0.206497,0.717204,0.206497,0,0,English,English,No,0.09961,0,0.09961,0,97.457051,0,97.457051,0,130.736992,0,0.223606,0,0.223606,0,0,0,English,English,No,0.36491,0.196346,0.64258,0,1.663439,125.173748,1.663439,124.141943,117.433185,25.89958,0.214873,0.203478,0.214873,0.203478,0,0,English,English,No,0.770505,0.555665,1.32617,0,61.223188,5.748498,61.223188,49.984601,20.626343,18.732362,0.110261,0.10866,0.110261,0.10866,0,0,English,English,No,0.48242,0,0.48242,0,151.879882,0,151.879882,0,61.140231,0,0.168686,0,0.168686,0,0,0,English,English,No,6,High
0.292336,0.29472,1.77441,0.029412,40.791693,203.445671,40.791693,88.173877,98.783,56.219167,0.560691,0.399733,0.560691,0.399733,1,0.17243,0.237443,0.090974,0.36816,0,66.179116,155.154319,66.179116,76.667847,112.881474,52.154264,1.015526,0.187644,1.015526,0.187644,0,0,English,English,No,0.228712,0.069381,0.31445,0,17.045962,56.66519,17.045962,104.909873,48.267028,20.017429,0.798486,0.293572,0.798486,0.293572,1,0.17243,English,English,No,0.33203,0.1863,0.67773,0,68.805658,46.525712,68.805658,67.291635,66.598869,33.621783,0.374886,0.195871,0.374886,0.195871,0,0,English,English,No,0.15254,0.052748,0.2207,0,51.850627,94.728161,51.850627,105.425567,135.33204,18.461893,0.35274,0.405762,0.35274,0.405762,0,0,English,English,No,0.392469,0.491173,1.77441,0.111111,3.514725,272.912881,3.514725,81.121026,113.886196,64.818428,0.319437,0.235677,0.319437,0.235677,0,0,English,English,No,0.392903,0.285777,0.79688,0,67.839997,344.777999,67.839997,37.215098,97.495415,66.282746,0.634713,0.196263,0.634713,0.196263,0,0,English,English,No,6,High
0.329199,0.175705,0.87305,0.05,-6.873793,173.736019,-6.873793,104.580565,100.422296,68.259893,0.722636,0.394619,0.722636,0.394619,0,0,0.248048,0.072771,0.38867,0.125,-70.211025,207.720635,-70.211025,79.527765,137.718913,59.839823,0.865975,0.393204,0.865975,0.393204,0,0,English,English,No,0.54922,0.178463,0.87305,0,-15.028174,122.495425,-15.028174,123.267108,120.804848,43.07012,0.827178,0.314,0.827178,0.314,0,0,English,English,No,0.285157,0.007309,0.29297,0,67.582128,112.601661,67.582128,43.613045,73.856884,66.697164,0.764463,0.367523,0.764463,0.367523,0,0,English,English,No,0.21484,0,0.21484,0,-13.965542,0,-13.965542,0,39.609536,0,0.150486,0,0.150486,0,0,0,English,English,No,0.28418,0.20605,0.49023,0,110.24639,63.814273,110.24639,16.178531,20.56727,8.161903,0.353906,0.04712,0.353906,0.04712,0,0,English,English,No,0.21484,0,0.21484,0,90.079582,0,90.079582,0,0.355658,0,0.237346,0,0.237346,0,0,0,English,English,No,6,High
0.28989,0.185461,0.90625,0.076923,58.957958,76.335292,58.957958,79.204721,109.068289,62.669571,0.348652,0.292642,0.348652,0.292642,0,0,0.19922,0.049512,0.26172,0,71.69872,33.291098,71.69872,42.679347,111.469008,40.643341,0.787696,0.198704,0.787696,0.198704,0,0,English,English,No,0.418945,0.212499,0.65234,0,62.785475,91.987123,62.785475,68.129858,125.309065,70.52429,0.596289,0.27062,0.596289,0.27062,0,0,English,English,No,0.34375,0.059262,0.41992,0,89.563754,56.2712,89.563754,6.123684,176.143488,2.640747,0.376903,0.09811,0.376903,0.09811,0,0,English,English,No,0.219972,0.105605,0.37891,0.125,9.376532,77.336014,9.376532,82.695167,82.157952,51.419163,0.222482,0.142835,0.222482,0.142835,0,0,English,English,No,0.223773,0.090208,0.36719,0.142857,84.998445,65.725479,84.998445,85.959986,113.598791,62.697818,0.161428,0.188419,0.161428,0.188419,0,0,English,English,No,0.90625,0,0.90625,0,127.976211,0,127.976211,0,19.246611,0,0.149966,0,0.149966,0,0,0,English,English,No,6,High
0.217961,0.119942,0.62305,0.019231,28.158633,79.463482,28.158633,98.255352,90.086705,56.559065,0.294388,1.238236,0.294388,1.238236,0,0,0.167643,0.076061,0.32813,0,51.799115,33.533142,51.799115,83.130875,83.064908,46.573198,1.233249,1.850813,1.233249,1.850813,0,0,English,English,No,0.091795,0.062448,0.20898,0.166667,50.910265,118.756846,50.910265,33.13955,107.507515,55.702266,1.546073,1.667681,1.546073,1.667681,0,0,English,English,No,0.189003,0.07287,0.30078,0,6.181108,46.324892,6.181108,97.61315,89.713266,57.9581,0.072644,0.173674,0.072644,0.173674,0,0,English,English,No,0.215658,0.106067,0.44336,0,3.152486,117.917142,3.152486,120.298639,88.579581,60.182292,-0.544658,0.156629,-0.544658,0.156629,0,0,English,English,No,0.315495,0.121539,0.62305,0,48.653894,42.521284,48.653894,93.054815,87.456446,54.973989,-0.365399,0.010055,-0.365399,0.010055,0,0,English,English,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,6,High
0.234837,0.098054,0.53125,0.088235,28.092829,129.607387,28.092829,102.680778,91.226147,59.766762,0.108044,0.34964,0.108044,0.34964,2,0.130385,0.196616,0.109275,0.48438,0.083333,15.330114,93.104236,15.330114,115.986401,71.908518,50.279756,0.585346,0.223292,0.585346,0.223292,0,0,English,English,No,0.242971,0.08479,0.48438,0.05,26.665614,110.183042,26.665614,92.821754,119.447724,54.297023,0.249885,0.133404,0.249885,0.133404,1,0.16321,English,English,No,0.192711,0.060627,0.3125,0.083333,23.288405,43.509005,23.288405,91.983269,91.123168,53.727851,0.00281,0.245205,0.00281,0.245205,1,0.09756,English,English,No,0.212504,0.077562,0.32813,0,41.751126,266.573004,41.751126,130.193553,111.710663,67.075292,0.043551,0.226682,0.043551,0.226682,0,0,English,English,No,0.277347,0.099513,0.53125,0.125,31.148774,99.064189,31.148774,103.326677,72.312496,56.542582,-0.228443,0.090394,-0.228443,0.090394,0,0,English,English,No,0.312503,0.1217,0.40625,0.333333,68.813948,188.405073,68.813948,76.943907,47.496684,61.497964,-0.299723,0.165768,-0.299723,0.165768,0,0,English,English,No,6,High
0.229792,0.137061,0.95313,0.152174,2.639044,144.233506,2.639044,102.551431,99.103085,57.230933,0.068793,0.326196,0.068793,0.326196,5,0.18106,0.134378,0.035079,0.17188,0,17.991133,111.596724,17.991133,105.974111,119.346622,53.355716,0.467589,0.103779,0.467589,0.103779,0,0,English,English,No,0.183163,0.077394,0.32813,0.111111,48.614772,67.974279,48.614772,90.97271,111.179984,54.004044,0.385493,0.148757,0.385493,0.148757,0,0,English,English,No,0.220003,0.126933,0.57813,0.2,-30.933947,217.894462,-30.933947,104.641025,97.577598,56.51934,0.151629,0.163728,0.151629,0.163728,1,0.15357,English,English,No,0.252405,0.135779,0.59375,0.076923,41.758247,75.989214,41.758247,77.745771,96.916029,49.461563,-0.063844,0.149924,-0.063844,0.149924,2,0.139385,English,English,No,0.259377,0.153603,0.95313,0.2,-22.170829,118.651645,-22.170829,95.774657,91.23422,62.191371,-0.22895,0.096914,-0.22895,0.096914,2,0.23648,English,English,No,0.60938,0,0.60938,0,173.386824,0,173.386824,0,83.136018,0,-0.228883,0,-0.228883,0,0,0,English,English,No,6,High
0.244706,0.112916,0.6875,0.101695,11.411655,131.456493,11.411655,98.048886,98.495187,56.325879,0.190954,0.342836,0.190954,0.342836,1,0.15103,0.215912,0.081003,0.45313,0.181818,-0.899066,168.75366,-0.899066,85.993918,101.79101,53.830276,0.468328,0.393471,0.468328,0.393471,0,0,English,English,No,0.216521,0.064114,0.375,0.071429,-23.415247,170.417745,-23.415247,117.018802,99.795944,54.402921,0.53501,0.254147,0.53501,0.254147,0,0,English,English,No,0.245445,0.125849,0.5,0.125,-2.54062,108.556402,-2.54062,90.568857,108.820903,53.016962,0.319678,0.287829,0.319678,0.287829,1,0.15103,English,English,No,0.208336,0.07631,0.40625,0.111111,33.826888,51.294604,33.826888,94.893709,91.157519,55.928804,0.159059,0.135025,0.159059,0.135025,0,0,English,English,No,0.317259,0.144639,0.6875,0.043478,2.555321,77.062105,2.555321,92.475776,97.741579,61.19828,-0.213148,0.099359,-0.213148,0.099359,0,0,English,English,No,0.285159,0.102981,0.48438,0,97.880594,211.326056,97.880594,73.440848,83.10946,55.839179,-0.28606,0.158215,-0.28606,0.158215,0,0,English,English,No,6,High
0.239445,0.132386,0.70313,0.054054,11.871806,109.423999,11.871806,99.610566,87.994756,61.969767,0.034337,0.299698,0.034337,0.299698,0,0,0.187503,0.089302,0.3125,0,47.17551,150.447349,47.17551,97.604092,106.022914,59.382973,0.777313,0.020948,0.777313,0.020948,0,0,English,English,No,0.30469,0.02344,0.32813,0,70.914379,10.604335,70.914379,47.956881,78.880742,5.205496,0.354882,0.00338,0.354882,0.00338,0,0,English,English,No,0.21094,0.06675,0.3125,0.166667,-16.793936,52.41959,-16.793936,90.652948,76.653595,70.958973,0.127332,0.236752,0.127332,0.236752,0,0,English,English,No,0.203128,0.074786,0.3125,0,18.679122,140.43502,18.679122,84.772378,116.342349,57.1842,0.024237,0.136698,0.024237,0.136698,0,0,English,English,No,0.219953,0.10023,0.48438,0.076923,-16.037618,54.221718,-16.037618,107.686145,77.407603,57.411084,-0.198463,0.112749,-0.198463,0.112749,0,0,English,English,No,0.664065,0.039065,0.70313,0,129.841914,30.699655,129.841914,19.019921,16.994742,8.209233,-0.227308,0.01436,-0.227308,0.01436,0,0,English,English,No,6,High
0.200064,0.110356,0.6875,0.117647,25.817579,114.10761,25.817579,101.265159,98.134694,60.48979,0.166302,0.407897,0.166302,0.407897,1,0.05075,0.137156,0.058592,0.26563,0.222222,30.927585,135.666332,30.927585,91.364504,113.35803,51.522016,0.598929,0.451075,0.598929,0.451075,0,0,English,English,No,0.191967,0.072673,0.29688,0,21.134389,68.062123,21.134389,97.296745,72.16798,48.105361,0.416191,0.169437,0.416191,0.169437,1,0.05075,English,English,No,0.24219,0.03906,0.28125,0,89.441193,55.288211,89.441193,62.307069,111.709958,56.324096,0.024312,0.07576,0.024312,0.07576,0,0,English,English,No,0.17969,0.094936,0.32813,0.333333,8.846607,46.920515,8.846607,123.135045,85.092915,64.454113,-0.014019,0.108322,-0.014019,0.108322,0,0,English,English,No,0.206251,0.075195,0.3125,0,29.495851,119.451925,29.495851,120.447728,82.698407,59.243367,-0.291223,0.250461,-0.291223,0.250461,0,0,English,English,No,0.345705,0.141799,0.6875,0,10.642343,111.956693,10.642343,79.235148,112.285945,72.453113,-0.197498,0.102762,-0.197498,0.102762,0,0,English,English,No,6,High
0.234479,0.125146,1.04688,0.162338,8.593437,156.880267,8.593437,92.681625,96.425748,60.591409,0.281739,0.356776,0.281739,0.356776,2,0.10665,0.194199,0.075102,0.39063,0.25,23.925692,75.267712,23.925692,99.25401,104.09264,62.227801,0.567117,0.464966,0.567117,0.464966,0,0,English,English,No,0.206252,0.084664,0.42188,0.133333,-18.937623,73.573414,-18.937623,89.251746,87.953319,55.862945,0.514881,0.29904,0.514881,0.29904,0,0,English,English,No,0.21311,0.079599,0.375,0.166667,24.552608,108.391123,24.552608,82.543574,104.003301,59.89952,0.410441,0.232257,0.410441,0.232257,0,0,English,English,No,0.241901,0.106176,0.5,0.222222,-1.330459,263.462894,-1.330459,93.292115,87.10941,52.082125,0.009193,0.085866,0.009193,0.085866,0,0,English,English,No,0.281253,0.20084,1.04688,0.086957,8.174084,205.65199,8.174084,79.560342,100.412117,61.173984,-0.11043,0.133505,-0.11043,0.133505,2,0.10665,English,English,No,0.381251,0.150227,0.6875,0,18.56232,88.612344,18.56232,118.329294,89.082006,81.084539,-0.123067,0.090534,-0.123067,0.090534,0,0,English,English,No,6,High
0.20933,0.140986,0.875,0.15311,1.185468,138.64621,1.185468,98.740929,89.384586,56.295128,-0.824769,0.308007,-0.824769,0.308007,10,0.193286,0.273438,0.166646,0.75,0.125,-44.174716,148.452014,-44.174716,82.18195,81.950326,55.336604,-1.246625,0.340726,-1.246625,0.340726,2,0.16471,English,English,No,0.166667,0.089087,0.375,0.095238,8.618267,111.789339,8.618267,81.50803,101.706176,48.533953,-0.829619,0.373475,-0.829619,0.373475,2,0.205665,English,English,No,0.160088,0.1014,0.5,0.122807,-15.328697,159.98023,-15.328697,100.005658,89.815385,60.541019,-0.621529,0.095012,-0.621529,0.095012,0,0,English,English,No,0.20082,0.120362,0.75,0.245902,-7.331426,138.717425,-7.331426,104.821967,84.953674,52.512894,-0.685192,0.237263,-0.685192,0.237263,4,0.277288,English,English,No,0.255952,0.149285,0.875,0.119048,35.669789,124.874442,35.669789,85.291353,89.664606,55.822646,-0.84189,0.240665,-0.84189,0.240665,2,0.04148,English,English,No,0.3125,0.236621,0.75,0.083333,49.699682,88.06693,49.699682,96.627097,97.231591,64.457224,-1.142988,0.14087,-1.142988,0.14087,0,0,English,English,No,6,High
0.202857,0.141771,1,0.12,13.763875,82.897784,13.763875,96.02975,77.184895,56.749526,-0.474734,0.37939,-0.474734,0.37939,14,0.078684,0.13125,0.083619,0.375,0.05,-7.919765,70.492979,-7.919765,78.018389,56.978831,46.75577,0.023194,0.203731,0.023194,0.203731,1,0.05579,English,Spanish,Yes,0.180556,0.109361,0.5,0.111111,-1.317645,105.382744,-1.317645,96.496315,77.486961,51.46489,-0.129895,0.247599,-0.129895,0.247599,1,0.02648,English,English,No,0.189583,0.13596,0.625,0.15,-1.660443,67.82179,-1.660443,95.925977,74.566366,54.806806,-0.328376,0.208741,-0.328376,0.208741,7,0.046431,English,English,No,0.229167,0.199174,1,0.2,44.840388,103.435164,44.840388,85.175331,84.761503,61.731634,-0.557812,0.143303,-0.557812,0.143303,4,0.11582,English,English,No,0.245536,0.113203,0.625,0.071429,18.956371,33.501649,18.956371,101.943932,89.508593,59.467999,-0.826899,0.145383,-0.826899,0.145383,0,0,English,English,No,0.2875,0.1125,0.375,0,82.628641,106.316603,82.628641,85.402526,75.256434,63.396442,-1.039172,0.145149,-1.039172,0.145149,1,0.23101,English,English,No,6,High
0.203472,0.165113,1.25,0.138889,7.406849,90.289183,7.406849,100.424545,87.974516,58.063615,-0.290796,0.446669,-0.290796,0.446669,13,0.058262,0.131944,0.09747,0.25,0.111111,-34.977261,45.091569,-34.977261,80.397658,78.706116,58.373111,0.262351,0.622044,0.262351,0.622044,2,0.027335,English,Spanish,Yes,0.1375,0.109687,0.375,0.22,2.217217,86.881575,2.217217,97.231746,72.48245,46.06343,0.19097,0.498815,0.19097,0.498815,3,0.031313,English,English,No,0.231061,0.163187,0.875,0.121212,-16.605372,78.224847,-16.605372,86.602196,109.784618,60.641128,-0.091594,0.095941,-0.091594,0.095941,3,0.05309,English,English,No,0.245,0.151987,0.625,0.04,32.756386,89.970144,32.756386,93.282548,69.990962,54.594242,-0.426487,0.172186,-0.426487,0.172186,0,0,English,English,No,0.257143,0.217418,1.25,0.2,15.125986,96.526353,15.125986,106.167259,100.318865,62.720315,-0.721094,0.108774,-0.721094,0.108774,2,0.176765,English,English,No,0.243421,0.164605,0.75,0,55.348459,127.636736,55.348459,115.210795,100.565981,56.288055,-0.903967,0.193836,-0.903967,0.193836,3,0.032,English,English,No,6,High
0.205357,0.125318,0.625,0.142857,22.111304,124.600185,22.111304,90.477833,100.602314,61.38767,-0.569051,0.448241,-0.569051,0.448241,2,0.133555,0.208333,0.126381,0.625,0.2,-6.368742,86.351183,-6.368742,105.098154,89.180517,63.787258,-0.756554,0.290716,-0.756554,0.290716,1,0.08515,English,English,No,0.319444,0.16782,0.625,0,19.807662,68.254797,19.807662,101.669925,84.156756,68.58144,-0.76684,0.116998,-0.76684,0.116998,0,0,English,English,No,0.24,0.116833,0.5,0.2,30.509162,179.300284,30.509162,78.35223,87.386365,56.138131,-0.97285,0.15946,-0.97285,0.15946,1,0.18196,English,English,No,0.125,0.094491,0.375,0.142857,30.899804,134.517009,30.899804,106.934982,123.472658,59.365309,-0.65111,0.500353,-0.65111,0.500353,0,0,Spanish,Spanish,No,0.164773,0.095245,0.375,0.136364,23.402912,64.694527,23.402912,73.972222,101.133732,58.007731,-0.281505,0.350541,-0.281505,0.350541,0,0,English,Spanish,Yes,0.211538,0.0902,0.375,0.076923,28.767664,121.52611,28.767664,84.995399,125.053063,55.4229,-0.324392,0.082942,-0.324392,0.082942,0,0,English,English,No,6,High
0.222701,0.232448,2,0.126437,6.186594,587.754811,6.186594,95.271025,94.534492,60.55257,-0.896955,0.412261,-0.896955,0.412261,2,0.112925,0.107143,0.07986,0.25,0,11.225362,132.296616,11.225362,85.841967,92.878914,60.867382,-0.904376,0.07034,-0.904376,0.07034,1,0.03983,Spanish,?,Yes,0.107143,0.07986,0.25,0,11.225362,132.296616,11.225362,85.841967,92.878914,60.867382,-0.904376,0.07034,-0.904376,0.07034,1,0.03983,English,Spanish,Yes,0.181818,0.081944,0.375,0.227273,16.939185,1018.511352,16.939185,100.868814,90.93433,64.597811,-0.662845,0.384767,-0.662845,0.384767,0,0,English,English,No,0.25,0.25,0.875,0,-32.430937,44.901422,-32.430937,103.773422,77.361571,65.277762,-0.482656,0.018105,-0.482656,0.018105,0,0,English,English,No,0.285,0.361455,2,0.2,-9.925452,105.083419,-9.925452,93.159394,99.110782,54.925261,-0.887662,0.095169,-0.887662,0.095169,0,0,English,English,No,0.257353,0.145209,0.5,0.058824,29.098917,551.183035,29.098917,89.067469,108.209177,52.281328,-1.017783,0.050097,-1.017783,0.050097,1,0.18602,English,English,No,6,High
