@relation 'aoipage english median self'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI1 {English,Spanish,Chinese}
@attribute Language_Switch_AOI1 {No,Yes}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI2 {English,Spanish,Chinese}
@attribute Language_Switch_AOI2 {No,Yes}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI3 {English,Spanish,Chinese}
@attribute Language_Switch_AOI3 {No,Yes}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {English,Spanish}
@attribute Previous_AOI_Language_AOI4 {English,Spanish,Chinese}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {English,Spanish}
@attribute Previous_AOI_Language_AOI5 {English,Spanish}
@attribute Language_Switch_AOI5 {No,Yes}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {English,Spanish}
@attribute Previous_AOI_Language_AOI6 {English,Spanish}
@attribute Language_Switch_AOI6 {No,Yes}
@attribute 'Number of English AOIs' numeric
@attribute 'Self Median' {High,Low}

@data
0.206317,0.138482,0.75,0.145161,5.452241,72.693428,5.452241,93.782966,90.859347,52.440809,-0.346004,0.399,-0.346004,0.399,12,0.052094,0.181034,0.106806,0.375,0.206897,5.778711,59.327412,5.778711,94.863409,85.777439,48.228225,-0.171177,0.265703,-0.171177,0.265703,2,0.03214,English,English,No,0.221154,0.152336,0.625,0.115385,-10.658612,110.319187,-10.658612,87.068532,103.947016,53.124892,-0.464591,0.155546,-0.464591,0.155546,1,0.16615,English,English,No,0.238971,0.146552,0.625,0.117647,12.48701,70.40087,12.48701,92.182036,82.249321,53.988754,-0.686133,0.149734,-0.686133,0.149734,3,0.031853,English,English,No,0.225543,0.166117,0.75,0.173913,21.716691,78.092304,21.716691,100.883686,88.157624,52.846984,-0.938915,0.241716,-0.938915,0.241716,2,0.03494,Spanish,English,Yes,0.225543,0.166117,0.75,0.173913,21.716691,78.092304,21.716691,100.883686,88.157624,52.846984,-0.938915,0.241716,-0.938915,0.241716,2,0.03494,English,Spanish,Yes,0.170732,0.098603,0.5,0.146341,-12.075955,39.012693,-12.075955,81.04128,94.780532,53.323051,0.027255,0.166848,0.027255,0.166848,3,0.02378,English,?,Yes,6,High
0.145264,0.069938,0.32227,0.083333,14.164818,149.081059,14.164818,96.72666,96.515222,57.199215,-0.223394,0.275983,-0.223394,0.275983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,Chinese,Yes,0.13379,0.04004,0.17383,0,-94.684263,61.398336,-94.684263,14.06485,152.719829,2.745767,0.113458,0,0.113458,0,0,0,English,English,No,0.099366,0.016899,0.13477,0,-38.750015,48.670724,-38.750015,94.476442,84.89417,43.899953,-0.166537,0.297043,-0.166537,0.297043,0,0,English,English,No,0.162109,0.083153,0.26367,0.285714,32.459347,241.388964,32.459347,70.341526,71.86313,69.622771,-0.18248,0.278431,-0.18248,0.278431,0,0,English,English,No,0.161135,0.038037,0.19727,0,62.196235,65.086835,62.196235,77.166043,105.557282,53.370046,-0.275782,0.129478,-0.275782,0.129478,0,0,English,English,No,0.214843,0.087712,0.32227,0,121.107971,43.752899,121.107971,27.759084,135.500428,20.211875,-0.499275,0.039048,-0.499275,0.039048,0,0,English,English,No,6,High
0.21134,0.160259,1.21289,0.126984,7.686922,163.660932,7.686922,94.32256,83.070695,55.974943,0.634669,1.691308,0.634669,1.691308,1,0.09013,0.183594,0.079413,0.30859,0,-58.411138,256.593469,-58.411138,76.019223,95.159426,63.802002,0.155675,0.1759,0.155675,0.1759,0,0,English,Chinese,Yes,0.13086,0.033603,0.17383,0,-26.07186,173.777957,-26.07186,85.647585,36.686652,42.871778,-0.008787,0.109515,-0.008787,0.109515,1,0.09013,English,English,No,0.151041,0.087519,0.36133,0.083333,-37.905194,60.934844,-37.905194,79.506763,84.134941,49.208343,-0.093691,0.35818,-0.093691,0.35818,0,0,English,English,No,0.17034,0.083879,0.38672,0.214286,19.398653,109.699346,19.398653,91.092505,80.061503,61.450124,2.688236,2.420777,2.688236,2.420777,0,0,English,English,No,0.204478,0.08194,0.34766,0.076923,17.413339,70.92634,17.413339,93.381266,95.116737,52.806635,0.450879,1.490123,0.450879,1.490123,0,0,English,English,No,0.321776,0.25239,1.21289,0.1875,50.715945,224.956525,50.715945,87.043731,80.037425,52.434775,-0.50391,0.317851,-0.50391,0.317851,0,0,English,English,No,6,High
0.16843,0.106373,0.60352,0.104167,6.603267,99.780571,6.603267,92.267527,91.573812,55.510503,1.93925,3.174473,1.93925,3.174473,1,0.17679,0.167968,0.060431,0.24609,0,51.058958,89.859607,51.058958,69.351759,123.187505,56.162061,-0.296467,0.446844,-0.296467,0.446844,0,0,English,Chinese,Yes,0.175129,0.073997,0.36133,0,-30.486554,45.060511,-30.486554,83.112364,56.05601,31.469546,0.077267,0.286496,0.077267,0.286496,0,0,English,English,No,0.164296,0.083974,0.40625,0.08,-28.615296,92.864841,-28.615296,85.761834,95.079072,56.772648,-0.099079,0.304581,-0.099079,0.304581,0,0,English,English,No,0.150569,0.080251,0.34766,0.090909,9.351727,111.323036,9.351727,95.520559,84.743933,50.372651,1.078634,2.089445,1.078634,2.089445,1,0.17679,English,English,No,0.147804,0.081981,0.36719,0.175,6.756943,62.502125,6.756943,87.858479,98.966875,55.224523,4.637436,3.338849,4.637436,3.338849,0,0,English,English,No,0.215537,0.160984,0.60352,0.096774,34.044948,130.661019,34.044948,91.986325,90.670911,59.07212,1.590129,3.184521,1.590129,3.184521,0,0,English,English,No,6,High
0.192579,0.083384,0.44141,0.15,24.197008,162.416001,24.197008,90.147864,97.390683,57.699126,-0.197361,0.376792,-0.197361,0.376792,0,0,0.21762,0.094261,0.44141,0.210526,6.479547,191.392819,6.479547,89.113008,98.976065,64.051369,-0.145334,0.42881,-0.145334,0.42881,0,0,Chinese,Chinese,No,0.18086,0.082042,0.32227,0.2,14.283654,108.971439,14.283654,78.144315,84.643902,45.445557,-0.012912,0.138474,-0.012912,0.138474,0,0,English,Chinese,Yes,0.11784,0.023238,0.14063,0,108.975848,24.392547,108.975848,61.26037,78.938276,36.014714,-0.123408,0.104754,-0.123408,0.104754,0,0,English,English,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,0.158692,0.028419,0.19141,0,0.044449,195.73145,0.044449,91.84433,127.145667,54.89017,-0.474792,0.112252,-0.474792,0.112252,0,0,English,English,No,0.19287,0.024986,0.2207,0,93.706762,23.728217,93.706762,66.987928,105.811391,55.00817,-0.578417,0.048445,-0.578417,0.048445,0,0,English,English,No,6,High
0.162676,0.086651,0.49609,0.129534,14.130004,292.245326,14.130004,94.17495,95.132134,56.92376,-0.164485,1.28596,-0.164485,1.28596,1,0.18606,0.149204,0.06492,0.36719,0.137255,-9.396318,130.057241,-9.396318,97.572085,96.148936,52.670179,-0.329179,0.40522,-0.329179,0.40522,0,0,Chinese,Chinese,No,0.165655,0.080872,0.34766,0.111111,29.948395,306.390639,29.948395,86.457074,96.079168,58.579931,-0.169909,0.249517,-0.169909,0.249517,0,0,English,Chinese,Yes,0.123989,0.068815,0.29492,0.172414,13.085752,611.538584,13.085752,93.6752,100.301765,60.1187,0.178728,1.883395,0.178728,1.883395,0,0,English,English,No,0.158801,0.093271,0.49609,0.055556,35.026967,166.013409,35.026967,78.917518,90.497303,53.78407,0.069073,1.709363,0.069073,1.709363,1,0.18606,English,English,No,0.185756,0.096175,0.42188,0.178571,20.092784,97.348969,20.092784,94.731149,100.29942,59.865422,-0.448613,0.193139,-0.448613,0.193139,0,0,English,English,No,0.218216,0.098133,0.4668,0.136364,8.847311,100.540303,8.847311,104.890632,85.805947,59.413548,-0.20655,1.995594,-0.20655,1.995594,0,0,English,English,No,6,High
0.147622,0.093935,0.63672,0.13913,10.821949,448.552142,10.821949,98.075023,83.440701,57.137382,-0.328068,0.389464,-0.328068,0.389464,2,0.11862,0.154374,0.082738,0.48242,0.171053,7.652383,498.614597,7.652383,103.239663,91.402954,57.244434,-0.351892,0.382494,-0.351892,0.382494,0,0,Chinese,Chinese,No,0.116428,0.04444,0.24805,0.055556,7.410261,106.26574,7.410261,84.790798,69.171633,52.878783,-0.216247,0.448321,-0.216247,0.448321,1,0.16106,English,Chinese,Yes,0.157553,0.073018,0.25977,0,48.658796,32.266904,48.658796,49.237854,60.789227,50.336598,0,0,0,0,0,0,English,English,No,0.174128,0.171728,0.63672,0.153846,20.375239,335.648315,20.375239,90.263182,60.461091,42.420146,0.050458,0.207629,0.050458,0.207629,0,0,English,English,No,0.081545,0.044371,0.15234,0,4.201995,672.460982,4.201995,98.2173,94.271693,82.293627,-0.527229,0.133899,-0.527229,0.133899,1,0.07618,English,English,No,0.08594,0,0.08594,0,101.89583,0,101.89583,0,58.518152,0,-0.546422,0,-0.546422,0,0,0,English,English,No,6,High
0.236775,0.109733,0.66211,0.108696,-5.958708,106.67139,-5.958708,92.47238,99.953451,62.238179,-0.163112,0.17805,-0.163112,0.17805,0,0,0.272828,0.083276,0.41406,0.25,-6.885246,102.22279,-6.885246,93.99476,81.891994,55.55928,0.114912,0.090785,0.114912,0.090785,0,0,English,English,No,0.19233,0.073496,0.43555,0.111111,-15.566185,73.142153,-15.566185,86.138538,108.370065,66.228822,-0.041427,0.084901,-0.041427,0.084901,0,0,English,English,No,0.27531,0.150236,0.66211,0,-7.260311,127.571069,-7.260311,95.42648,102.846215,66.383276,-0.285205,0.126259,-0.285205,0.126259,0,0,English,English,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,0.261393,0.093371,0.43555,0.166667,20.143574,128.403988,20.143574,69.683425,89.878753,52.858429,-0.555469,0.127576,-0.555469,0.127576,0,0,English,English,No,0.1875,0.05371,0.24121,0,13.717524,121.322825,13.717524,148.584879,109.317254,7.852504,-0.460749,0.109085,-0.460749,0.109085,0,0,English,English,No,6,High
0.252411,0.110954,0.50293,0.09375,19.257253,117.322714,19.257253,84.74336,98.111031,65.8953,-0.214753,0.261876,-0.214753,0.261876,0,0,0.283527,0.14834,0.48828,0,-13.388584,153.230848,-13.388584,108.096254,66.843409,48.963063,0.280781,0.059092,0.280781,0.059092,0,0,English,Spanish,Yes,0.226916,0.104575,0.43555,0.090909,2.661507,27.059602,2.661507,65.94343,71.974314,68.66908,-0.008169,0.095176,-0.008169,0.095176,0,0,English,English,No,0.308597,0.138686,0.50293,0,53.268069,135.522132,53.268069,84.748034,144.441586,34.670374,-0.402369,0.014775,-0.402369,0.014775,0,0,English,English,No,0.221517,0.100131,0.39258,0.333333,-15.766483,159.152275,-15.766483,89.836785,124.174353,49.7029,-0.348673,0.234731,-0.348673,0.234731,0,0,English,English,No,0.32227,0,0.32227,0,169.05048,0,169.05048,0,75.069054,0,-0.524359,0,-0.524359,0,0,0,English,English,No,0.269166,0.084705,0.41602,0,49.108184,94.252006,49.108184,61.56647,111.733173,69.355548,-0.499529,0.14061,-0.499529,0.14061,0,0,English,English,No,6,High
0.254551,0.121926,0.68457,0.075472,20.216796,159.978866,20.216796,78.542453,98.090473,59.480782,0.158588,1.316043,0.158588,1.316043,2,0.058785,0.267751,0.114587,0.48926,0.117647,24.309502,219.154999,24.309502,79.126113,90.544258,62.919902,0.219713,0.415383,0.219713,0.415383,1,0.08504,English,Spanish,Yes,0.243011,0.102881,0.50195,0.105263,23.28015,90.671706,23.28015,72.12109,100.801261,60.095271,0.493203,1.816095,0.493203,1.816095,1,0.03253,English,English,No,0.21191,0,0.21191,0,125.52751,0,125.52751,0,35.156519,0,0.033171,0,0.033171,0,0,0,English,English,No,0.287595,0.194825,0.48242,0,-120.202822,52.940301,-120.202822,25.716552,84.84231,43.724585,-0.318284,0.027825,-0.318284,0.027825,0,0,English,English,No,0.191163,0.036601,0.21484,0,21.336271,50.729823,21.336271,90.695747,90.482606,53.435531,0.272621,0.926474,0.272621,0.926474,0,0,English,English,No,0.277051,0.15864,0.68457,0,24.543886,110.122184,24.543886,60.234925,117.754713,51.797962,-0.537409,0.133897,-0.537409,0.133897,0,0,English,English,No,6,High
0.398439,0.101478,0.56348,0,29.90691,29.95083,29.90691,61.427971,93.783632,72.708186,-0.106934,0.167309,-0.106934,0.167309,0,0,0.31445,0,0.31445,0,-17.714324,0,-17.714324,0,7.292841,0,0.243251,0,0.243251,0,0,0,English,Spanish,Yes,0.45801,0.116965,0.56348,0,22.254668,6.503417,22.254668,24.706916,157.590151,14.507449,0.102004,0.067559,0.102004,0.067559,0,0,English,English,No,0.36133,0,0.36133,0,-10.185101,0,-10.185101,0,151.636928,0,-0.026349,0,-0.026349,0,0,0,English,English,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,0.36963,0.07178,0.44141,0,85.241895,46.744638,85.241895,84.875589,12.3926,6.46094,-0.635724,0.031325,-0.635724,0.031325,0,0,English,English,No,6,High
0.256523,0.116154,0.60938,0,29.453135,135.54778,29.453135,98.103928,100.655363,63.869887,0,0,0,0,1,0.11389,0.236522,0.086769,0.39648,0,28.318217,103.671418,28.318217,120.597164,114.466746,29.885545,0,0,0,0,0,0,English,Spanish,Yes,0.28125,0,0.28125,0,147.48447,0,147.48447,0,86.92414,0,0,0,0,0,0,0,English,English,No,0.210613,0.07907,0.44336,0,8.497061,93.524882,8.497061,100.453235,109.608829,66.602547,0,0,0,0,0,0,English,English,No,0.266741,0.143264,0.5625,0,42.890299,134.129569,42.890299,108.989604,103.404332,45.073547,0,0,0,0,0,0,English,English,No,0.291939,0.115687,0.60938,0,30.46042,180.47036,30.46042,82.202852,104.048687,70.698625,0,0,0,0,0,0,English,English,No,0.304685,0.163679,0.48828,0,67.618463,43.922092,67.618463,74.169677,26.452691,26.617747,0,0,0,0,1,0.11389,English,English,No,6,High
0.309338,0.241254,1.15234,0,12.379654,130.167582,12.379654,93.970499,80.547423,58.385337,-0.064612,0.318575,-0.064612,0.318575,0,0,0.182226,0.068329,0.30859,0,-23.104868,30.249393,-23.104868,31.417372,106.617534,64.808728,0.235681,0.097061,0.235681,0.097061,0,0,English,Spanish,Yes,0.237549,0.07515,0.41406,0,7.597114,128.316997,7.597114,97.557751,47.988964,38.273815,0.042082,0.242873,0.042082,0.242873,0,0,English,English,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,English,No,0.266605,0.075195,0.3418,0,-77.237919,15.744036,-77.237919,73.846015,67.750727,56.350187,-0.160404,0.08682,-0.160404,0.08682,0,0,English,English,No,0.506593,0.390478,1.15234,0,54.134195,159.473259,54.134195,92.867802,116.525146,61.32568,-0.478656,0.266621,-0.478656,0.266621,0,0,English,English,No,0.5625,0.24805,0.81055,0,126.329608,107.963378,126.329608,41.687422,86.447231,3.035543,-0.525264,0.33018,-0.525264,0.33018,0,0,English,English,No,6,High
0.263301,0.092318,0.46387,0.034483,38.863289,130.599083,38.863289,99.012984,79.501674,63.187443,0.231173,0.296339,0.231173,0.296339,1,0.07781,0.313086,0.099575,0.45508,0.2,-3.020585,84.346423,-3.020585,98.511299,101.108455,66.172043,0.791836,0.128938,0.791836,0.128938,0,0,English,English,No,0.30176,0.12609,0.46387,0,25.367593,93.46364,25.367593,124.156812,88.915468,53.503896,0.377426,0.067113,0.377426,0.067113,0,0,English,English,No,0.197508,0.076318,0.30078,0,87.313079,46.055029,87.313079,79.697613,95.783876,74.034748,0.205274,0.06465,0.205274,0.06465,1,0.07781,English,English,No,0.265623,0.052989,0.35547,0,58.914958,221.543034,58.914958,70.429202,55.049669,55.699489,-0.057989,0.147858,-0.057989,0.147858,0,0,English,English,No,0.239691,0.074303,0.40234,0,22.643795,105.139939,22.643795,97.870411,80.575661,56.876237,0.092508,0.18921,0.092508,0.18921,0,0,English,English,No,0.32227,0,0.32227,0,134.131696,0,134.131696,0,5.72992,0,-0.070604,0,-0.070604,0,0,0,English,English,No,6,High
0.248264,0.126097,0.57617,0.037037,14.205,112.072967,14.205,96.478698,94.81078,62.899122,0.256152,0.218763,0.256152,0.218763,1,0.08669,0.2229,0.120569,0.38867,0,33.790498,179.604629,33.790498,77.870105,111.649644,39.227908,0.513564,0.159229,0.513564,0.159229,1,0.08669,English,English,No,0.112795,0.041505,0.1543,0,111.099632,82.244883,111.099632,31.139204,146.312872,29.530604,0.357316,0.0798,0.357316,0.0798,0,0,English,English,No,0.263347,0.113629,0.41504,0,20.200771,114.710434,20.200771,93.882199,118.416139,62.37158,0.198057,0.149966,0.198057,0.149966,0,0,English,English,No,0.23763,0.08905,0.40918,0.166667,-17.387605,63.263994,-17.387605,97.531239,54.716784,47.673407,0.246401,0.159271,0.246401,0.159271,0,0,English,English,No,0.192873,0.033394,0.24805,0,-63.497132,26.082905,-63.497132,75.123505,100.625007,61.793179,0.146953,0.121728,0.146953,0.121728,0,0,English,English,No,0.509275,0.066895,0.57617,0,101.340486,17.369634,101.340486,9.827062,12.060375,5.870945,0.120191,0.1202,0.120191,0.1202,0,0,English,English,No,6,High
0.260276,0.139774,1.13184,0.054348,27.619493,167.256081,27.619493,94.905176,98.718883,69.26092,0.169146,0.246232,0.169146,0.246232,0,0,0.226144,0.103339,0.40039,0,-4.375063,31.879154,-4.375063,43.679954,105.96389,50.199746,0.715456,0.19194,0.715456,0.19194,0,0,English,English,No,0.268726,0.224281,1.13184,0,40.647802,156.1514,40.647802,73.461605,99.959611,61.18178,0.409714,0.253203,0.409714,0.253203,0,0,English,English,No,0.25354,0.06984,0.375,0,63.539119,138.69195,63.539119,82.56032,81.787958,75.297407,0.271837,0.140003,0.271837,0.140003,0,0,English,English,No,0.248975,0.102567,0.48242,0,40.16933,102.489009,40.16933,95.783541,117.894483,63.680635,0.010882,0.116084,0.010882,0.116084,0,0,English,English,No,0.255657,0.110056,0.7168,0.166667,-11.575246,230.073713,-11.575246,113.425391,86.649361,70.383281,0.047228,0.132561,0.047228,0.132561,0,0,English,English,No,0.290651,0.136888,0.7168,0.0625,52.919531,160.62003,52.919531,81.441932,96.831162,79.493994,-0.003726,0.064345,-0.003726,0.064345,0,0,English,English,No,6,High
0.287126,0.146527,0.75,0.017544,44.567576,138.557453,44.567576,82.672701,97.702264,74.898328,0.207053,0.299987,0.207053,0.299987,0,0,0.30827,0.117343,0.46973,0,0.321906,15.089056,0.321906,31.941488,123.663093,60.361926,0.891753,0.196024,0.891753,0.196024,0,0,English,English,No,0.203349,0.086514,0.36914,0,52.57052,121.678026,52.57052,89.048957,85.181961,71.879473,0.466069,0.177537,0.466069,0.177537,0,0,English,English,No,0.312306,0.19841,0.66992,0,95.363301,105.748552,95.363301,81.120795,105.694435,77.528675,0.25025,0.0764,0.25025,0.0764,0,0,English,English,No,0.364095,0.197887,0.75,0.083333,23.963256,80.154608,23.963256,91.176864,89.08806,74.562134,-0.020785,0.101976,-0.020785,0.101976,0,0,English,English,No,0.278504,0.099814,0.58301,0,45.823415,190.421197,45.823415,70.162113,100.219,71.471695,-0.000571,0.237426,-0.000571,0.237426,0,0,English,English,No,0.301391,0.105698,0.48926,0,44.802391,120.972833,44.802391,76.879116,111.205171,83.912623,0.259397,0.052825,0.259397,0.052825,0,0,English,English,No,6,High
0.288729,0.157531,1.05859,0.04878,34.296219,141.896009,34.296219,83.094785,95.031035,66.421103,0.35552,0.249804,0.35552,0.249804,1,0.09434,0.224965,0.072099,0.41602,0,28.953247,152.275209,28.953247,91.674134,90.423175,48.804703,0.762027,0.204143,0.762027,0.204143,0,0,English,English,No,0.203615,0.052021,0.28223,0.083333,-4.726368,74.394774,-4.726368,88.378414,110.054685,65.501829,0.505499,0.131608,0.505499,0.131608,0,0,English,English,No,0.300927,0.1382,0.65039,0.05,34.742838,144.958743,34.742838,78.481046,101.53471,57.804617,0.287699,0.101618,0.287699,0.101618,1,0.09434,English,English,No,0.26758,0.117573,0.50977,0.125,65.021399,67.284792,65.021399,81.570051,62.3324,65.494109,0.084336,0.05398,0.084336,0.05398,0,0,English,English,No,0.291819,0.13023,0.53027,0,37.325931,112.148922,37.325931,63.881813,100.751732,71.49649,0.179774,0.148732,0.179774,0.148732,0,0,English,English,No,0.402692,0.245556,1.05859,0.071429,50.067988,196.551733,50.067988,86.37232,88.221492,76.759181,0.367982,0.150972,0.367982,0.150972,0,0,English,English,No,6,High
0.279508,0.123495,0.7168,0.019608,27.33499,111.836469,27.33499,80.493989,99.534503,66.864523,0.354443,0.268763,0.354443,0.268763,0,0,0.258138,0.063601,0.3291,0,-3.487342,53.028792,-3.487342,56.594923,109.6583,59.11557,0.904521,0.170341,0.904521,0.170341,0,0,English,English,No,0.319988,0.185207,0.7168,0,11.268495,109.234086,11.268495,96.387958,87.972164,62.333413,0.493189,0.114647,0.493189,0.114647,0,0,English,English,No,0.314453,0.090741,0.55469,0.083333,40.879668,145.918037,40.879668,65.045836,85.72668,67.734262,0.282641,0.156481,0.282641,0.156481,0,0,English,English,No,0.206542,0.073254,0.29785,0,59.228002,23.828574,59.228002,65.205251,118.16989,66.583389,-0.012694,0.092715,-0.012694,0.092715,0,0,English,English,No,0.261107,0.11893,0.4082,0,28.790028,136.998963,28.790028,92.292536,112.729351,63.618188,0.052391,0.177522,0.052391,0.177522,0,0,English,English,No,0.24197,0.062127,0.3418,0,35.777593,45.498156,35.777593,73.09797,106.601038,72.660205,0.278424,0.086267,0.278424,0.086267,0,0,English,English,No,6,High
