@relation 'aoipage chinese median self'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {Chinese,English}
@attribute Previous_AOI_Language_AOI1 {English,Chinese}
@attribute Language_Switch_AOI1 {Yes,No}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {Chinese,English}
@attribute Previous_AOI_Language_AOI2 {Chinese,English}
@attribute Language_Switch_AOI2 {No}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {Chinese,English}
@attribute Previous_AOI_Language_AOI3 {Chinese,English}
@attribute Language_Switch_AOI3 {No}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {Chinese}
@attribute Previous_AOI_Language_AOI4 {Chinese,English}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {Chinese}
@attribute Previous_AOI_Language_AOI5 {Chinese}
@attribute Language_Switch_AOI5 {No}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {Chinese}
@attribute Previous_AOI_Language_AOI6 {Chinese}
@attribute Language_Switch_AOI6 {No}
@attribute 'Number of English AOIs' numeric
@attribute 'Self Median' {Low,High}

@data
0.192492,0.083521,0.39453,0.055556,17.838499,110.137557,17.838499,97.156797,102.507024,53.151975,-0.245643,0.287244,-0.245643,0.287244,1,0.05482,0.185873,0.050911,0.26758,0,-11.822057,72.812982,-11.822057,107.91119,114.549354,54.992658,-0.262912,0.133328,-0.262912,0.133328,0,0,Chinese,English,Yes,0.192383,0.104097,0.34961,0.166667,-13.067736,71.129635,-13.067736,105.039777,94.535128,56.053544,-0.053152,0.154418,-0.053152,0.154418,0,0,Chinese,Chinese,No,0.147041,0.035705,0.22656,0.142857,3.601462,194.21828,3.601462,88.558257,85.859936,67.691808,-0.107872,0.130994,-0.107872,0.130994,0,0,Chinese,Chinese,No,0.214846,0.075106,0.31641,0,8.541956,27.709698,8.541956,104.119056,84.803071,36.92635,-0.290356,0.114818,-0.290356,0.114818,0,0,Chinese,Chinese,No,0.195069,0.095779,0.39453,0,63.976746,42.101984,63.976746,72.078661,126.064399,21.759413,-0.321052,0.252129,-0.321052,0.252129,1,0.05482,Chinese,Chinese,No,0.249025,0.086572,0.39453,0,52.947683,65.341492,52.947683,67.574407,100.548971,56.598189,-0.527279,0.141405,-0.527279,0.141405,0,0,Chinese,Chinese,No,0,High
0.159961,0.078063,0.44922,0.066667,17.138233,155.531223,17.138233,87.434573,103.007096,48.990774,-0.287224,1.011341,-0.287224,1.011341,0,0,0.192909,0.088919,0.44922,0,30.299812,101.958009,30.299812,87.44953,113.158694,50.440883,-0.588255,0.426667,-0.588255,0.426667,0,0,Chinese,English,Yes,0.148656,0.072991,0.24805,0,19.454711,51.638368,19.454711,75.103415,84.196744,55.257142,-0.324028,0.250818,-0.324028,0.250818,0,0,Chinese,Chinese,No,0.142299,0.066467,0.25586,0,20.866638,102.061812,20.866638,111.423382,93.091796,40.174725,-0.478166,0.250217,-0.478166,0.250217,0,0,Chinese,Chinese,No,0.160644,0.087464,0.37695,0,44.758053,33.006752,44.758053,70.011036,79.839018,56.334032,-0.35781,0.198192,-0.35781,0.198192,0,0,Chinese,Chinese,No,0.172765,0.080878,0.31445,0.272727,-15.678103,299.807198,-15.678103,61.127865,114.643613,40.875976,1.222411,2.626613,1.222411,2.626613,0,0,Chinese,Chinese,No,0.130859,0.04223,0.21484,0.083333,10.63602,33.096789,10.63602,100.179843,116.679799,35.525948,0,0,0,0,0,0,Chinese,Chinese,No,0,High
0.248434,0.160577,1.21484,0.199248,15.497259,132.834666,15.497259,99.580881,96.57602,54.946641,0.361696,0.445603,0.361696,0.445603,4,0.092878,0.233653,0.13433,0.93726,0.1875,11.641278,187.629802,11.641278,98.982891,94.710762,49.274353,0.412156,0.490379,0.412156,0.490379,1,0.09351,Chinese,English,Yes,0.24646,0.16983,1.21484,0.325,7.705504,69.650228,7.705504,100.757904,99.125939,58.328584,0.412342,0.476308,0.412342,0.476308,3,0.092667,Chinese,Chinese,No,0.17608,0.064186,0.30737,0.074074,23.817842,95.724069,23.817842,92.600589,105.770297,50.779751,0.342335,0.372293,0.342335,0.372293,0,0,Chinese,Chinese,No,0.218993,0.123916,0.55615,0.153846,-7.993241,75.453859,-7.993241,99.81136,110.152926,56.064677,0.412956,0.345233,0.412956,0.345233,0,0,Chinese,Chinese,No,0.356202,0.203627,0.94385,0.083333,48.112959,137.103573,48.112959,92.360991,81.810604,65.607465,0.160099,0.202746,0.160099,0.202746,0,0,Chinese,Chinese,No,0.37994,0.219238,0.83081,0.076923,61.407649,29.58991,61.407649,93.76707,75.668035,43.263369,-0.001037,0.121204,-0.001037,0.121204,0,0,Chinese,Chinese,No,0,High
0.236807,0.127076,0.65503,0.134615,-2.036962,107.511807,-2.036962,110.425922,90.512851,59.177616,0.322604,0.296107,0.322604,0.296107,1,0.09163,0.24292,0.084357,0.4021,0.2,-52.814802,36.425518,-52.814802,22.9548,95.845455,59.039092,0.520485,0.075995,0.520485,0.075995,0,0,Chinese,English,Yes,0.20711,0.112177,0.48218,0.176471,3.461999,117.109634,3.461999,114.464849,93.803007,62.568103,0.423877,0.127292,0.423877,0.127292,1,0.09163,Chinese,Chinese,No,0.253815,0.104289,0.42212,0,28.104165,121.187126,28.104165,109.264542,105.929103,36.240151,0.135941,0.248605,0.135941,0.248605,0,0,Chinese,Chinese,No,0.43555,0,0.43555,0,-163.113433,0,-163.113433,0,70.551233,0,-0.253139,0,-0.253139,0,0,0,Chinese,Chinese,No,0.397885,0.168453,0.65503,0,-5.318974,9.032707,-5.318974,104.026341,30.038661,30.116583,-0.242986,0.106909,-0.242986,0.106909,0,0,Chinese,Chinese,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese,Chinese,No,0,High
0.25469,0.116751,0.75659,0.127907,12.071822,85.157859,12.071822,101.267769,91.979693,60.629767,0.081198,0.330786,0.081198,0.330786,1,0.09306,0.22251,0.097605,0.45581,0,-12.82406,32.101223,-12.82406,88.08603,82.248653,54.80321,0.29702,0.173197,0.29702,0.173197,0,0,Chinese,English,Yes,0.27736,0.151548,0.75659,0.166667,39.667396,120.522035,39.667396,100.80342,89.068398,62.635897,0.211016,0.265816,0.211016,0.265816,1,0.09306,Chinese,Chinese,No,0.254175,0.096097,0.42773,0.15,-21.726288,61.650868,-21.726288,90.064181,96.372902,63.362523,-0.023014,0.091843,-0.023014,0.091843,0,0,Chinese,Chinese,No,0.239177,0.056507,0.32837,0.2,18.794753,59.186795,18.794753,109.398636,93.304528,57.396006,-0.087132,0.094872,-0.087132,0.094872,0,0,Chinese,Chinese,No,0.24536,0.089269,0.31543,0,122.355764,69.866638,122.355764,30.53214,94.594778,61.300506,-0.235462,0.167643,-0.235462,0.167643,0,0,Chinese,Chinese,No,0.279217,0.125468,0.45557,0,-57.982363,20.039846,-57.982363,55.650344,131.220533,43.488502,-0.356479,0.10429,-0.356479,0.10429,0,0,Chinese,Chinese,No,0,High
0.219365,0.108056,0.70313,0.178161,4.679444,92.225059,4.679444,101.198667,93.730802,55.059913,0.178587,0.30266,0.178587,0.30266,4,0.111205,0.18661,0.084895,0.42188,0.3,-8.167229,95.377346,-8.167229,88.251796,77.976329,59.595694,0.462235,0.309225,0.462235,0.309225,1,0.09282,Chinese,English,Yes,0.201176,0.099096,0.48242,0.217391,1.416966,93.808547,1.416966,101.958848,93.379103,52.521921,0.305617,0.266844,0.305617,0.266844,2,0.09947,Chinese,Chinese,No,0.21517,0.085683,0.41504,0.121212,21.7355,83.399871,21.7355,109.398219,103.806485,46.52951,0.106713,0.133326,0.106713,0.133326,1,0.15306,Chinese,Chinese,No,0.259638,0.124872,0.70313,0.142857,2.064247,72.985536,2.064247,100.532245,98.959345,57.94145,-0.026009,0.16387,-0.026009,0.16387,0,0,Chinese,Chinese,No,0.276977,0.097298,0.40259,0,8.017537,61.742694,8.017537,94.445274,71.544155,58.431035,-0.128429,0.058871,-0.128429,0.058871,0,0,Chinese,Chinese,No,0.222227,0.175371,0.52295,0,6.930535,190.508331,6.930535,74.068192,73.82585,69.249988,-0.162449,0.312978,-0.162449,0.312978,0,0,Chinese,Chinese,No,0,High
0.240944,0.112206,0.58911,0.084112,3.477209,102.048708,3.477209,98.1704,104.390046,55.18167,0.14958,0.29312,0.14958,0.29312,1,0.08998,0.241735,0.109175,0.56934,0.097561,-19.472477,89.79292,-19.472477,94.76765,106.792019,53.870159,0.253475,0.14943,0.253475,0.14943,1,0.08998,Chinese,English,Yes,0.24013,0.12274,0.58911,0.057143,14.868532,132.794239,14.868532,103.008436,95.441428,50.357545,0.199209,0.229319,0.199209,0.229319,0,0,Chinese,Chinese,No,0.236674,0.102816,0.46973,0.176471,29.52519,52.480763,29.52519,86.556637,104.311213,60.21245,0.098497,0.19039,0.098497,0.19039,0,0,Chinese,Chinese,No,0.268652,0.117288,0.42773,0,39.324812,56.964095,39.324812,68.419256,121.540136,64.483484,-0.178701,0.073499,-0.178701,0.073499,0,0,Chinese,Chinese,No,0.225237,0.104179,0.43555,0,7.765268,81.106511,7.765268,92.005981,119.698665,58.79312,-0.154998,0.051352,-0.154998,0.051352,0,0,Chinese,Chinese,No,0.260985,0.000245,0.26123,0,-51.437437,53.137694,-51.437437,125.159101,115.965096,50.197259,-0.401459,0.058405,-0.401459,0.058405,0,0,Chinese,Chinese,No,0,High
0.247024,0.137833,0.95068,0.094595,18.145984,106.337014,18.145984,99.655471,96.439302,61.369534,0.167341,0.38687,0.167341,0.38687,0,0,0.18877,0.07695,0.30176,0.15,-8.623136,58.370937,-8.623136,93.380844,98.367423,54.289569,0.320258,0.483858,0.320258,0.483858,0,0,Chinese,English,Yes,0.303304,0.195324,0.95068,0.111111,9.63057,108.402115,9.63057,99.875115,90.077049,67.239974,0.325158,0.439509,0.325158,0.439509,0,0,Chinese,Chinese,No,0.239469,0.149337,0.57617,0,85.222826,197.218341,85.222826,77.702784,94.026476,56.909083,0.169234,0.363281,0.169234,0.363281,0,0,Chinese,Chinese,No,0.249464,0.09706,0.47559,0.1,19.899899,93.798863,19.899899,101.178218,99.037214,62.142017,0.009997,0.120745,0.009997,0.120745,0,0,Chinese,Chinese,No,0.325927,0.099654,0.48242,0,72.760595,51.017115,72.760595,87.259793,72.537313,61.38296,-0.098819,0.060169,-0.098819,0.060169,0,0,Chinese,Chinese,No,0.141277,0.009786,0.14844,0,-29.73535,24.035384,-29.73535,73.713669,157.87319,6.634253,-0.171186,0.033155,-0.171186,0.033155,0,0,Chinese,Chinese,No,0,High
0.220404,0.113062,0.60938,0.096154,31.557447,97.068252,31.557447,101.860598,85.037119,48.203759,0.041739,0.257899,0.041739,0.257899,5,0.22362,0.220704,0.087847,0.38281,0.125,6.565091,99.550347,6.565091,96.962071,91.855219,43.338066,0.38318,0.12115,0.38318,0.12115,0,0,Chinese,Chinese,No,0.241321,0.135438,0.53125,0,15.034644,23.210561,15.034644,100.495102,75.174455,46.826107,0.187208,0.145292,0.187208,0.145292,0,0,Chinese,Chinese,No,0.232641,0.148953,0.60938,0.111111,62.203573,33.87772,62.203573,91.01963,91.226324,47.48053,0.125705,0.231778,0.125705,0.231778,2,0.23626,Chinese,Chinese,No,0.241408,0.109064,0.5,0.2,41.468709,56.599033,41.468709,92.3931,81.591401,41.328374,-0.162268,0.125993,-0.162268,0.125993,0,0,Chinese,Chinese,No,0.195834,0.073148,0.33594,0.066667,21.35882,153.733126,21.35882,109.2388,90.262776,53.102811,-0.087175,0.133056,-0.087175,0.133056,3,0.215193,Chinese,Chinese,No,0.07813,0,0.07813,0,158.2532,0,158.2532,0,19.625773,0,-0.039495,0,-0.039495,0,0,0,Chinese,Chinese,No,0,High
0.197692,0.082168,0.42188,0.057971,19.082435,110.251922,19.082435,98.001661,112.658449,53.895021,0.076215,0.341765,0.076215,0.341765,2,0.224615,0.206252,0.11187,0.42188,0,34.419039,141.299741,34.419039,102.395374,140.634048,36.062119,0.486627,0.190508,0.486627,0.190508,0,0,Chinese,English,Yes,0.219402,0.079574,0.35156,0.083333,21.158405,41.915474,21.158405,96.272317,99.94849,61.271609,0.20472,0.135283,0.20472,0.135283,0,0,Chinese,Chinese,No,0.185372,0.057996,0.27344,0.090909,18.537489,91.66511,18.537489,114.839284,91.653278,57.98404,0.170694,0.268488,0.170694,0.268488,1,0.21353,Chinese,Chinese,No,0.20493,0.07674,0.3125,0.153846,27.702474,146.818381,27.702474,98.603569,129.425196,51.181197,-0.166032,0.126274,-0.166032,0.126274,1,0.2357,Chinese,Chinese,No,0.16823,0.0507,0.28125,0,-15.434849,34.107172,-15.434849,75.147386,103.647328,49.039142,-0.202596,0.14213,-0.202596,0.14213,0,0,Chinese,Chinese,No,0.229167,0.091182,0.35156,0,71.326597,145.688856,71.326597,49.75472,73.038964,14.625936,-0.237545,0.016735,-0.237545,0.016735,0,0,Chinese,Chinese,No,0,High
0.222853,0.1259,0.69531,0.075,28.214478,72.084426,28.214478,94.129795,97.21251,54.932181,-0.035858,0.344511,-0.035858,0.344511,3,0.187707,0.375,0.146621,0.69531,0.111111,19.34883,60.097907,19.34883,90.570321,70.330104,49.078829,0.249419,0.122151,0.249419,0.122151,2,0.154425,Chinese,English,Yes,0.164065,0.073702,0.28125,0,68.853069,138.74523,68.853069,82.521739,145.874471,10.336254,0.165568,0.096562,0.165568,0.096562,0,0,Chinese,Chinese,No,0.187505,0.015625,0.20313,0,97.320067,102.380487,97.320067,9.190276,103.839065,54.313347,0.019315,0,0.019315,0,0,0,Chinese,Chinese,No,0.184151,0.063313,0.30469,0.142857,29.608075,41.569834,29.608075,70.643891,102.096512,59.661365,0.039262,0.229898,0.039262,0.229898,0,0,Chinese,Chinese,No,0.197445,0.092324,0.39844,0.090909,12.628097,54.781783,12.628097,100.830505,90.44572,53.815781,-0.260594,0.073468,-0.260594,0.073468,1,0.25427,Chinese,Chinese,No,0.149554,0.048777,0.25,0,19.745952,31.886836,19.745952,111.073055,107.824992,51.268647,-0.271046,0.14729,-0.271046,0.14729,0,0,Chinese,Chinese,No,0,High
0.189426,0.088152,0.54688,0.086957,21.796143,101.322879,21.796143,94.039392,88.010707,58.853214,0.045087,0.351906,0.045087,0.351906,4,0.230755,0.257326,0.118208,0.54688,0.0625,-43.1964,57.394667,-43.1964,92.562207,87.740133,58.562167,0.433801,0.139514,0.433801,0.139514,1,0.19499,Chinese,English,Yes,0.190431,0.092434,0.39844,0.125,23.250056,140.04674,23.250056,67.503911,114.74181,68.38136,0.203141,0.19882,0.203141,0.19882,0,0,Chinese,Chinese,No,0.158381,0.042413,0.22656,0.090909,20.458365,63.219263,20.458365,69.132916,68.364606,58.727759,0.132618,0.341649,0.132618,0.341649,0,0,Chinese,Chinese,No,0.190104,0.062391,0.29688,0,55.364203,83.378526,55.364203,81.306998,84.326175,62.917859,-0.161739,0.14314,-0.161739,0.14314,1,0.25993,Chinese,Chinese,No,0.165626,0.058755,0.32031,0.15,51.655302,131.365219,51.655302,91.555914,84.899106,51.690007,-0.213363,0.116544,-0.213363,0.116544,2,0.23405,Chinese,Chinese,No,0.132814,0.041634,0.21094,0,50.529986,17.395862,50.529986,106.971576,108.406768,38.346495,-0.297987,0.061182,-0.297987,0.061182,0,0,Chinese,Chinese,No,0,High
0.185881,0.109736,0.60938,0.113208,22.341646,50.896577,22.341646,88.801897,85.967121,51.386105,-0.171034,0.246778,-0.171034,0.246778,2,0.320765,0.168752,0.035146,0.22656,0.2,17.486761,37.597931,17.486761,70.873995,65.090996,62.895489,0.240785,0.034563,0.240785,0.034563,0,0,English,Chinese,Yes,0.320315,0.157514,0.5,0,77.332269,62.353214,77.332269,92.320986,56.765007,33.344498,0.101112,0.080249,0.101112,0.080249,0,0,English,English,No,0.163088,0.045375,0.23438,0.125,32.181829,42.596359,32.181829,67.164816,102.926187,50.61867,-0.113452,0.116417,-0.113452,0.116417,1,0.36699,English,English,No,0.178908,0.092269,0.40625,0.1,-34.60698,43.823549,-34.60698,84.672485,94.321953,48.490755,-0.338458,0.113606,-0.338458,0.113606,0,0,Chinese,English,Yes,0.189305,0.082461,0.36719,0.153846,30.448184,58.228095,30.448184,110.394746,72.806,43.408252,-0.378364,0.105429,-0.378364,0.105429,1,0.27454,Chinese,Chinese,No,0.17344,0.220386,0.60938,0,44.535696,48.996839,44.535696,37.210673,93.445178,51.56572,-0.237793,0.181201,-0.237793,0.181201,0,0,Chinese,Chinese,No,0,High
0.148013,0.065507,0.35938,0.127273,25.681301,98.058151,25.681301,100.629412,92.23015,52.342079,-0.065676,0.329686,-0.065676,0.329686,6,0.090337,0.153647,0.055551,0.26563,0,1.347639,197.605957,1.347639,79.097982,134.093341,45.454257,0.4721,0.21325,0.4721,0.21325,1,0.19303,English,Chinese,Yes,0.156252,0.046087,0.21875,0,-18.829419,86.072134,-18.829419,104.555845,108.451219,55.708913,0.186791,0.293489,0.186791,0.293489,1,0.23972,English,English,No,0.114259,0.053552,0.20313,0,62.287633,32.534174,62.287633,111.81944,104.868402,53.592216,-0.030765,0.11262,-0.030765,0.11262,1,0.00827,English,English,No,0.161135,0.09148,0.35938,0.25,26.562784,92.086135,26.562784,98.507485,72.243821,44.250286,-0.062564,0.109629,-0.062564,0.109629,1,0.03429,Chinese,English,Yes,0.154298,0.04319,0.25,0.125,13.955638,59.396595,13.955638,100.95929,87.15877,50.048902,-0.405664,0.120469,-0.405664,0.120469,2,0.033355,Chinese,Chinese,No,0.119142,0.03094,0.16406,0.25,87.984249,73.848036,87.984249,33.377083,84.113358,45.303474,-0.48076,0.073823,-0.48076,0.073823,0,0,Chinese,Chinese,No,0,High
0.433037,0.253149,0.85938,0.142857,23.856378,219.313357,23.856378,94.981874,92.223117,58.484728,0.148757,0.612452,0.148757,0.612452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese,English,Yes,0.3125,0.1875,0.5,0,-66.030891,217.376461,-66.030891,39.897842,59.08505,24.436055,1.217559,0,1.217559,0,0,0,Chinese,Chinese,No,0.46875,0,0.46875,0,-97.341641,0,-97.341641,0,163.948412,0,0.491889,0,0.491889,0,0,0,Chinese,Chinese,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese,Chinese,No,0.5,0.125,0.625,0.5,123.79333,77.926031,123.79333,44.724678,90.2491,0.301544,-0.406941,0.11841,-0.406941,0.11841,0,0,Chinese,Chinese,No,0.468755,0.390625,0.85938,0,74.405705,212.741389,74.405705,4.05986,91.472554,87.747134,-0.151781,0,-0.151781,0,0,0,Chinese,Chinese,No,0,Low
0.370314,0.250444,1.125,0.05,29.426319,119.211107,29.426319,92.280703,98.760874,58.685012,-0.191416,0.426164,-0.191416,0.426164,0,0,0.218752,0.1408,0.48438,0,75.65452,129.50655,75.65452,50.495949,73.071324,39.612514,-0.401895,0.184947,-0.401895,0.184947,0,0,Chinese,English,Yes,0.245539,0.119206,0.48438,0.142857,-10.153397,102.672202,-10.153397,107.163402,80.846579,62.96251,0.350307,0.486256,0.350307,0.486256,0,0,Chinese,Chinese,No,0.40625,0,0.40625,0,71.439986,0,71.439986,0,169.938901,0,-0.081991,0,-0.081991,0,0,0,Chinese,Chinese,No,0.875,0.25,1.125,0,-1.735944,160.092529,-1.735944,83.237029,161.535729,16.494465,-0.117066,0.053255,-0.117066,0.053255,0,0,Chinese,Chinese,No,0.36719,0.16406,0.53125,0,102.800139,25.83574,102.800139,23.26886,135.786418,2.324139,-1.139771,0.319585,-1.139771,0.319585,0,0,Chinese,Chinese,No,0.56771,0.092293,0.64063,0,2.586393,23.672737,2.586393,89.350804,93.117207,61.635339,-0.558441,0.17524,-0.558441,0.17524,0,0,Chinese,Chinese,No,0,Low
0.664065,0.304685,0.96875,0,71.858762,31.350587,71.858762,0.144064,114.801588,33.352781,-0.471461,0.08642,-0.471461,0.08642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese,English,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese,Chinese,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese,Chinese,No,0.96875,0,0.96875,0,72.002826,0,72.002826,0,148.154369,0,-0.499921,0,-0.499921,0,0,0,Chinese,Chinese,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese,Chinese,No,0.35938,0,0.35938,0,71.714697,0,71.714697,0,81.448807,0,-0.443001,0,-0.443001,0,0,0,Chinese,Chinese,No,0,Low
0.383597,0.292879,1.26563,0,30.286024,123.752672,30.286024,97.25172,129.895287,51.671671,-0.086121,0.458924,-0.086121,0.458924,0,0,0.218755,0.068108,0.29688,0,-48.319239,76.607149,-48.319239,90.289749,114.673305,70.921443,0.010156,0.052935,0.010156,0.052935,0,0,Chinese,English,Yes,0.178126,0.036442,0.21875,0,54.656384,91.341247,54.656384,97.460893,134.37572,46.311996,0.374483,0.631437,0.374483,0.631437,0,0,Chinese,Chinese,No,0.281253,0.079673,0.39063,0,70.330885,210.726659,70.330885,113.079571,140.739391,7.250839,0.185322,0.080987,0.185322,0.080987,0,0,Chinese,Chinese,No,0.6875,0,0.6875,0,59.898058,0,59.898058,0,151.887923,0,-0.220061,0,-0.220061,0,0,0,Chinese,Chinese,No,0.468755,0.015625,0.48438,0,91.641915,26.418947,91.641915,3.631779,162.096233,10.640208,-0.433081,0.064035,-0.433081,0.064035,0,0,Chinese,Chinese,No,0.687504,0.38755,1.26563,0,14.308193,51.959644,14.308193,75.485886,113.807073,58.206614,-0.621041,0.236382,-0.621041,0.236382,0,0,Chinese,Chinese,No,0,Low
