ID,userID,Task,QueryLanguage,"Result Order",exitAt,createdAt,updatedAt
"1028","452","0","Eye Tracker","-1","2020-03-13 12:29:22.776","2020-03-13 12:29:19.590","2020-03-13 12:29:22.776"
"1029","452","1","Spanish","4","2020-03-13 12:30:33.281","2020-03-13 12:29:22.896","2020-03-13 12:30:33.281"
"1030","452","2","English","2","2020-03-13 12:31:09.502","2020-03-13 12:30:33.376","2020-03-13 12:31:09.502"
"1031","452","3","Spanish","0","2020-03-13 12:31:51.638","2020-03-13 12:31:09.616","2020-03-13 12:31:51.638"
"1032","452","4","English","1","2020-03-13 12:32:13.591","2020-03-13 12:31:51.731","2020-03-13 12:32:13.591"
"1033","452","5","Spanish","3","2020-03-13 12:33:16.303","2020-03-13 12:32:13.699","2020-03-13 12:33:16.303"
"1034","452","6","English","4","2020-03-13 12:33:55.798","2020-03-13 12:33:16.388","2020-03-13 12:33:55.798"
"1035","452","7","Spanish","2","2020-03-13 12:34:15.638","2020-03-13 12:33:55.883","2020-03-13 12:34:15.638"
"1036","452","8","English","0","2020-03-13 12:34:34.974","2020-03-13 12:34:15.759","2020-03-13 12:34:34.974"
"1037","452","9","Spanish","1","2020-03-13 12:35:13.758","2020-03-13 12:34:35.058","2020-03-13 12:35:13.758"
"1038","452","10","English","3","2020-03-13 12:35:45.117","2020-03-13 12:35:13.849","2020-03-13 12:35:45.117"
"1039","452","11","Spanish","4","2020-03-13 12:36:14.165","2020-03-13 12:35:45.216","2020-03-13 12:36:14.165"
"1040","452","12","English","2","2020-03-13 12:36:29.713","2020-03-13 12:36:14.264","2020-03-13 12:36:29.713"
"1041","452","13","Spanish","0","2020-03-13 12:37:11.168","2020-03-13 12:36:29.817","2020-03-13 12:37:11.168"
"1042","452","14","English","1","2020-03-13 12:37:35.422","2020-03-13 12:37:11.259","2020-03-13 12:37:35.422"
"1043","452","15","Spanish","3","2020-03-13 12:38:00.112","2020-03-13 12:37:35.514","2020-03-13 12:38:00.112"
"1044","452","16","English","4","2020-03-13 12:38:19.670","2020-03-13 12:38:00.201","2020-03-13 12:38:19.670"
"1045","452","17","Spanish","2","2020-03-13 12:38:51.229","2020-03-13 12:38:19.789","2020-03-13 12:38:51.229"
"1046","452","18","English","0","2020-03-13 12:39:14.028","2020-03-13 12:38:51.326","2020-03-13 12:39:14.028"
"1047","452","19","Spanish","1","2020-03-13 12:39:55.607","2020-03-13 12:39:14.111","2020-03-13 12:39:55.607"
"1048","452","20","English","3","2020-03-13 12:40:13.227","2020-03-13 12:39:55.714","2020-03-13 12:40:13.227"
"1049","452","21","Spanish","4","2020-03-13 12:40:56.661","2020-03-13 12:40:13.327","2020-03-13 12:40:56.661"
"1050","452","22","English","2","2020-03-13 12:41:11.374","2020-03-13 12:40:56.746","2020-03-13 12:41:11.374"
"1051","452","23","Spanish","0","2020-03-13 12:41:33.965","2020-03-13 12:41:11.456","2020-03-13 12:41:33.965"
"1052","452","24","English","1","2020-03-13 12:42:04.581","2020-03-13 12:41:34.050","2020-03-13 12:42:04.581"
"1053","452","25","Spanish","3","2020-03-13 12:42:27.701","2020-03-13 12:42:04.678","2020-03-13 12:42:27.701"
"1054","452","26","English","4","2020-03-13 12:42:43.757","2020-03-13 12:42:27.812","2020-03-13 12:42:43.757"
"1055","452","27","Spanish","2","2020-03-13 12:43:13.597","2020-03-13 12:42:43.857","2020-03-13 12:43:13.597"
"1056","452","28","English","0","2020-03-13 12:43:33.004","2020-03-13 12:43:13.682","2020-03-13 12:43:33.004"
"1057","452","29","Spanish","1","2020-03-13 12:43:50.844","2020-03-13 12:43:33.097","2020-03-13 12:43:50.844"
"1058","452","30","English","3","2020-03-13 12:44:43.131","2020-03-13 12:43:50.932","2020-03-13 12:44:43.131"
