Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Refixation_Ratio,Average_Saccade_Length,Saccade_Length_SD,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Average_Blink_Duration,LanguageSwitch,CEFR Median
0.125,0.0,0.125,0.0,93.02290440000002,1108.52775,93.02290440000002,32.43120642,81.09783336,49.00249281,0.058120682,0.154045598,0.058120682,0.154045598,0,0.0,Yes,High
0.0,0.0,0.0,0.0,-92.22202085,0.0,-92.22202085,0.0,9.798954699,0.0,1.5068081819999999,0.0,1.5068081819999999,0.0,0,0.0,Yes,High
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,No,High
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,No,High
0.125,0.0,0.125,0.0,-68.11298735,53.43975784,-68.11298735,4.200752621,105.568045,66.03044978,-0.224661818,0.000685,-0.224661818,0.000685,0,0.0,Yes,High
0.0625,0.0625,0.125,0.0,122.827474,157.293707,122.827474,51.89113374,67.42428749,8.79344504,0.411043182,0.25677,0.411043182,0.25677,0,0.0,No,High
0.125,0.0,0.125,0.0,-51.74537213,0.0,-51.74537213,0.0,72.47804078,0.0,0.521098182,0.0,0.521098182,0.0,0,0.0,No,High
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,No,High
0.125,0.0,0.125,0.0,-84.58250389,0.0,-84.58250389,0.0,173.0070342,0.0,0.463188182,0.0,0.463188182,0.0,0,0.0,No,High
0.125,0.0,0.125,0.0,-13.00578557,1074.69901,-13.00578557,89.12324882,88.34751895,87.73314472,0.366388182,0.022315,0.366388182,0.022315,0,0.0,No,High
0.125,0.0,0.125,0.0,78.61161969,0.0,78.61161969,0.0,0.740654073,0.0,-0.687421818,0.0,-0.687421818,0.0,0,0.0,No,High
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,No,High
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,No,High
0.125,0.0,0.125,0.0,-90.60156518,175.5397983,-90.60156518,4.483121068,169.6429111,1.3908468019999998,0.722392742,0.028014999999999998,0.722392742,0.028014999999999998,0,0.0,Yes,Low
0.083333333,0.04658475,0.125,0.0,-27.67494503,286.5766122,-27.67494503,85.55090264,77.26857015,61.936666599999995,-0.43009225799999995,0.888801273,-0.43009225799999995,0.888801273,0,0.0,Yes,Low
0.10576923099999999,0.070984726,0.25,0.076923077,-5.944538746,164.00144699999998,-5.944538746,105.1438056,117.34003179999999,55.33559479,1.9401115880000002,0.734563293,1.9401115880000002,0.734563293,0,0.0,Yes,Low
0.09375,0.059839194000000005,0.1875,0.0,-6.010630637999999,150.5396656,-6.010630637999999,106.7310787,130.1469136,60.74411046,-0.174336258,0.6494095129999999,-0.174336258,0.6494095129999999,0,0.0,Yes,Low
0.129807692,0.075405707,0.3125,0.076923077,-40.18903276,143.1815915,-40.18903276,108.4698178,101.0947615,53.25041867,-0.30434456600000004,0.40809449,-0.30434456600000004,0.40809449,0,0.0,No,Low
0.16071428599999998,0.038918741,0.25,0.14285714300000002,-3.882645521,192.1741102,-3.882645521,91.04632174,75.10664097,41.77887279,-0.32286995,0.353985149,-0.32286995,0.353985149,0,0.0,No,Low
0.107371795,0.061610200999999996,0.375,0.102564103,-2.180162054,579.4797816,-2.180162054,106.8626746,76.28920221,48.71457121,0.277604507,0.326566399,0.277604507,0.326566399,1,0.07921,Yes,Low
0.125,0.06629126099999999,0.375,0.125,30.62354583,352.3057747,30.62354583,106.29679679999998,96.12097684,55.39775008,0.558229223,0.989081821,0.558229223,0.989081821,0,0.0,No,Low
0.17578125,0.14652343199999998,0.625,0.21875,-0.928298799,255.11076409999998,-0.928298799,92.55772721,93.04138664,64.24768598,0.861381018,0.56400303,0.861381018,0.56400303,1,0.051089999999999997,No,Low
0.1390625,0.098313414,0.5625,0.15,-3.559446936,184.68925330000002,-3.559446936,92.38023299,94.87397306,59.77919938,-0.137355848,0.305730541,-0.137355848,0.305730541,1,0.09041,No,Low
0.15625,0.076546554,0.3125,0.041666667000000004,10.007205,570.1811105,10.007205,75.40558732,101.88926409999999,48.77387249,-0.30466044,0.419982741,-0.30466044,0.419982741,1,0.08417000000000001,No,Low
0.1875,0.15881818,0.625,0.057142857000000005,21.64263857,359.8266034,21.64263857,106.94584909999999,102.66993719999999,54.24099835,-0.393426901,0.525472807,-0.393426901,0.525472807,0,0.0,No,Low
0.22115384600000002,0.133408047,0.6875,0.179487179,-6.721768321,638.860841,-6.721768321,102.50350379999999,95.1542943,52.3818717,-0.5960982579999999,0.41595497299999995,-0.5960982579999999,0.41595497299999995,4,0.2616325,No,Low
0.19572368399999998,0.18977298399999998,1.0,0.184210526,20.09029538,797.901649,20.09029538,107.9015392,85.06214422,56.75610477,-0.630381866,0.48240802200000005,-0.630381866,0.48240802200000005,1,0.06274,No,Low
0.171875,0.163627897,0.8125,0.083333333,-4.778804668,436.72902419999997,-4.778804668,106.531278,80.88700205,57.24697605,-0.530750658,0.87324442,-0.530750658,0.87324442,0,0.0,No,Low
0.075,0.046770717,0.125,0.0,14.41002401,104.2453833,14.41002401,107.0183186,52.36647527,38.24094543,0.516329742,0.179124559,0.516329742,0.179124559,0,0.0,Yes,Low
0.08854166699999999,0.030812916,0.125,0.083333333,2.3748437069999997,587.5683008,2.3748437069999997,97.26563573,63.96268349,51.07739175,0.164806631,0.319291845,0.164806631,0.319291845,0,0.0,Yes,Low
0.096590909,0.059771719,0.25,0.060606060999999996,-1.431512005,190.2510757,-1.431512005,92.48206853,89.33981964,54.28261343,0.692499677,0.5121904270000001,0.692499677,0.5121904270000001,0,0.0,Yes,Low
0.0625,0.051031035999999995,0.125,0.083333333,19.76697399,194.4056415,19.76697399,94.6740687,39.82763498,31.92093928,0.10431410599999999,0.43313951799999995,0.10431410599999999,0.43313951799999995,1,0.12983,Yes,Low
0.041666667000000004,0.029462783,0.0625,0.0,31.15332765,1493.129977,31.15332765,38.16614832,112.66807990000001,25.35017151,0.433792742,2.31411,0.433792742,2.31411,0,0.0,No,Low
0.046875,0.027063293999999998,0.0625,0.0,-44.85533557,208.11596550000002,-44.85533557,73.05222169,119.31663290000002,58.93188021,-0.32862725800000003,1.532118755,-0.32862725800000003,1.532118755,1,0.13047,No,Low
0.041666667000000004,0.029462783,0.0625,0.0,-3.362503789,134.7030263,-3.362503789,112.6757179,76.57719376,54.73243670000001,-0.524462258,0.551786593,-0.524462258,0.551786593,0,0.0,Yes,Low
0.0625,0.0,0.0625,0.0,-77.3470406,0.0,-77.3470406,0.0,8.788922256000001,0.0,-0.632532258,0.0,-0.632532258,0.0,0,0.0,No,Low
0.0625,0.057863755999999995,0.125,0.0,39.8437753,667.1887221,39.8437753,91.14193316,78.6399605,48.9547653,-0.6100322579999999,0.44389812100000003,-0.6100322579999999,0.44389812100000003,0,0.0,No,Low
0.116071429,0.077837481,0.375,0.107142857,5.260059859,532.4322614,5.260059859,96.01105179,88.14746042,49.24346472,0.218311742,0.526083736,0.218311742,0.526083736,1,0.09881000000000001,No,Low
0.079166667,0.035843022,0.125,0.0,0.654659334,1082.391266,0.654659334,95.80961576,47.24605153,42.55344424,0.36072524200000006,1.012643745,0.36072524200000006,1.012643745,0,0.0,No,Low
0.1525,0.10319883699999999,0.5,0.08,5.462491465,132.1447653,5.462491465,97.96099466,90.72491961,45.15183528,-0.148658658,0.634347372,-0.148658658,0.634347372,0,0.0,No,Low
0.12,0.093407708,0.4375,0.08,20.39078098,297.8830122,20.39078098,85.12914243,84.56001398,58.58174579,-0.172879877,0.6378610610000001,-0.172879877,0.6378610610000001,0,0.0,No,Low
0.10069444400000001,0.09114169999999999,0.375,0.0,13.73654692,508.2584201,13.73654692,102.3763964,65.34793672,56.72074464,-0.20875538300000002,0.7017409790000001,-0.20875538300000002,0.7017409790000001,0,0.0,No,Low
0.1875,0.145029838,0.5,0.076923077,27.7196984,294.3554772,27.7196984,107.2394834,85.87833349,54.49324449,0.08541774199999999,0.797421453,0.08541774199999999,0.797421453,0,0.0,No,Low
0.140625,0.027063293999999998,0.1875,0.0,-31.68835951,320.53292400000004,-31.68835951,107.0499402,138.3817363,42.70673565,0.651657742,0.825389459,0.651657742,0.825389459,0,0.0,Yes,Low
0.0625,0.0,0.0625,0.0,-21.28360686,0.0,-21.28360686,0.0,119.80789409999998,0.0,2.2896577419999997,0.0,2.2896577419999997,0.0,0,0.0,Yes,Low
0.089285714,0.04552696,0.1875,0.0,5.04539613,205.7622265,5.04539613,111.3442543,100.14182559999999,70.73566577,1.315341742,2.8182077480000003,1.315341742,2.8182077480000003,0,0.0,Yes,Low
0.0625,0.0,0.0625,0.0,101.3822273,0.0,101.3822273,0.0,0.46527744299999996,0.0,-1.257782258,0.0,-1.257782258,0.0,0,0.0,Yes,Low
0.0,0.0,0.0,0.0,56.60178457,0.0,56.60178457,0.0,73.66985161,0.0,0.690767742,0.0,0.690767742,0.0,0,0.0,No,Low
0.125,0.0,0.125,0.0,78.53873007,0.0,78.53873007,0.0,2.3599035930000003,0.0,-1.488542258,0.0,-1.488542258,0.0,0,0.0,No,Low
0.15625,0.044194174,0.25,0.125,-6.792792972999999,98.36998978,-6.792792972999999,77.46735736,101.51853320000001,56.18825305,-0.45039940100000003,0.251826577,-0.45039940100000003,0.251826577,0,0.0,Yes,Low
0.1875,0.135015431,0.4375,0.0,18.95198956,6510.8606469999995,18.95198956,98.21150592,75.32628989,64.15123295,-0.544473925,0.253229511,-0.544473925,0.253229511,0,0.0,No,Low
0.03125,0.03125,0.0625,0.0,-23.10207774,179.1804095,-23.10207774,29.92081361,43.76420668,28.14231356,-0.43977225799999997,0.333845,-0.43977225799999997,0.333845,0,0.0,No,Low
0.267857143,0.155674962,0.75,0.0,1.107481766,183.58502380000002,1.107481766,75.43829667,99.75084923,60.51775726,-0.197260115,0.265588485,-0.197260115,0.265588485,0,0.0,No,Low
0.21875,0.112673477,0.375,0.0,-8.322898755,256.108468,-8.322898755,101.9313374,121.0732517,59.39471781,-0.292989758,0.205755518,-0.292989758,0.205755518,0,0.0,No,Low
0.375,0.22243913,0.6875,0.0,92.09817334,283.6997232,92.09817334,59.55258754,80.02639636,46.10231727,-0.660615591,0.093845968,-0.660615591,0.093845968,0,0.0,No,Low
0.40625,0.21875,0.625,0.0,119.61580320000002,6.766306336,119.61580320000002,23.77227925,110.54182390000001,68.66886157,-0.515352258,0.312165,-0.515352258,0.312165,0,0.0,No,Low
0.0,0.0,0.0,0.0,-60.27895818,149.8865093,-60.27895818,7.231029593,98.41435117,66.9745015,0.0,0.0,0.0,0.0,0,0.0,No,Low
0.15625,0.03125,0.1875,0.0,62.53864968,64.58617155,62.53864968,32.97357207,77.96185443,60.98406395,-0.464752258,0.0,-0.464752258,0.0,0,0.0,No,Low
