Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Refixation_Ratio,Average_Saccade_Length,Saccade_Length_SD,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Average_Blink_Duration,Number of English AOIs,CEFR Median
0.207902222,0.09373692800000001,0.51563,0.027777778,34.41979586,179.20464990000002,34.41979586,95.87827986,93.06351665,56.43990448,0.275343524,0.334048962,0.275343524,0.334048962,0,0.0,3,Low
0.199585635,0.139540365,0.875,0.121546961,4.067333324,129.7275281,4.067333324,103.77093470000001,94.37092359,59.22620448,-1.0241992229999999,0.293346031,-1.0241992229999999,0.293346031,6,0.095306667,3,High
0.218926554,0.166771369,1.375,0.192090395,2.88456897,142.3663855,2.88456897,101.342192,88.57514794,56.50953592,-0.813179034,0.38492378200000005,-0.813179034,0.38492378200000005,3,0.07587,3,High
0.240234375,0.149551229,0.75,0.1640625,5.390188234,131.7102011,5.390188234,96.41877015,93.93697151,57.66525575,-0.836043347,0.360838339,-0.836043347,0.360838339,5,0.147098,3,High
0.19279661,0.123912004,0.625,0.15819209,12.9020441,278.72375760000006,12.9020441,100.8398605,91.53947773,58.29666476,-0.794126917,0.42889688,-0.794126917,0.42889688,8,0.06846625,0,High
0.197704082,0.158640861,1.0,0.117346939,7.822304454,129.7238399,7.822304454,100.0494907,83.33796983,55.25006125,-0.459796838,0.485892476,-0.459796838,0.485892476,10,0.045005,3,High
0.206467662,0.143153747,0.75,0.119402985,15.84222138,119.5759017,15.84222138,99.75122002,88.41294518,56.10528851,-0.392301764,0.40034825700000004,-0.392301764,0.40034825700000004,14,0.054018570999999994,3,High
0.1703125,0.12302145099999999,0.75,0.09375,9.837372795,113.996486,9.837372795,102.5566348,82.07407879,55.46368741,-0.44463174,0.430589736,-0.44463174,0.430589736,10,0.054454999999999996,3,High
0.23359375,0.183350903,1.375,0.16875,12.78021549,95.935174,12.78021549,93.50212119,89.95338604,57.76021359,-0.271095341,0.40686522799999997,-0.271095341,0.40686522799999997,10,0.061079999999999995,0,High
0.205778302,0.206124351,1.625,0.150943396,15.13676883,103.9205519,15.13676883,95.23851986,88.09561759,55.07224789,-0.374172981,0.40790847399999997,-0.374172981,0.40790847399999997,20,0.0642235,3,High
0.181899642,0.130306273,0.75,0.17921147,12.46862856,123.00385349999999,12.46862856,96.54340565,87.22344077,55.23895021,-0.38448262,0.41051270100000004,-0.38448262,0.41051270100000004,11,0.051485455,3,High
0.1875,0.129847256,0.75,0.158119658,7.588385856,84.38740372,7.588385856,97.91955531,87.49317674,55.86424988,-0.276146988,0.378348972,-0.276146988,0.378348972,11,0.069972727,3,High
0.176900585,0.111279305,0.625,0.116959064,11.08743071,137.85367150000002,11.08743071,100.9842622,83.37521155,57.0873005,-0.591396616,0.5059551170000001,-0.591396616,0.5059551170000001,8,0.06937625,0,High
0.214506173,0.168089491,0.875,0.09876543199999999,20.05439136,218.4479895,20.05439136,95.42363008,103.7774257,55.72078113,-0.69085598,0.365873821,-0.69085598,0.365873821,4,0.1526525,3,High
0.229545455,0.1521879,0.75,0.036363636,4.084093813,186.9272028,4.084093813,98.44253756,89.75109811,55.45792862,-0.859414205,0.354810014,-0.859414205,0.354810014,2,0.11280499999999999,3,High
0.22697368399999998,0.17527061600000002,1.25,0.078947368,10.41794866,577.8887738,10.41794866,95.26847112,83.32585648,57.63636952,-1.1896209999999998,0.48009013100000003,-1.1896209999999998,0.48009013100000003,3,0.184543333,3,High
0.22233606600000003,0.151421116,1.0,0.090163934,21.40396716,716.2841212999999,21.40396716,91.59172442,97.99256328,56.22893885,-1.0122255359999999,0.357722246,-1.0122255359999999,0.357722246,3,0.086966667,0,High
0.200268817,0.150759485,0.875,0.155913978,-5.910036588,104.4954678,-5.910036588,95.95851656,91.73076526,54.08026544,-0.7189963909999999,0.370236512,-0.7189963909999999,0.370236512,18,0.064541667,3,High
0.17204301100000002,0.128203544,0.625,0.064516129,4.968264878,84.97337855,4.968264878,99.95567146,73.58286078,52.06898018,-0.29734593800000003,0.374658485,-0.29734593800000003,0.374658485,6,0.053268333,3,High
0.169969512,0.104114291,0.5,0.115853659,-11.71541471,118.845463,-11.71541471,95.45212284,86.17802759,55.62105681,-0.418677697,0.42175756,-0.418677697,0.42175756,7,0.059761429000000005,3,High
0.22440944899999998,0.12484102400000001,0.875,0.125984252,16.26690599,125.4698081,16.26690599,91.68918479,93.45172052,55.76717684,-0.23959125,0.38304952600000003,-0.23959125,0.38304952600000003,3,0.136973333,0,High
0.205078125,0.136872124,0.75,0.03125,25.17804667,137.9526627,25.17804667,94.11916416,98.01792259,52.67462725,-0.597878689,0.411242027,-0.597878689,0.411242027,2,0.057045000000000005,3,High
0.203571429,0.128819206,0.75,0.057142857000000005,22.21178348,76.21544842,22.21178348,98.2471518,96.88060615,58.58860668,-0.61394565,0.430592019,-0.61394565,0.430592019,2,0.13226,3,High
0.23798076899999998,0.15841692699999999,1.125,0.048076923,9.089480686,120.5443524,9.089480686,94.47028223,91.18911137,58.25313193,-0.64977085,0.38592499700000005,-0.64977085,0.38592499700000005,8,0.08363625,3,High
0.26271186399999996,0.167064186,0.875,0.152542373,17.76811661,162.56641240000002,17.76811661,99.22826515,92.42489029999999,51.21361305,-0.669217583,0.353314247,-0.669217583,0.353314247,2,0.185025,0,High
0.314613273,0.183330038,1.02441,0.054545455,31.61668205,130.44785890000003,31.61668205,90.77611637,101.9207703,60.75164044,-0.151265444,0.246903865,-0.151265444,0.246903865,0,0.0,3,Low
0.273064727,0.158859704,0.9101600000000001,0.072727273,19.83153248,138.03384519999997,19.83153248,92.8198845,104.65433449999999,64.32565734,-0.214342242,0.214833742,-0.214342242,0.214833742,0,0.0,3,Low
0.34682333299999996,0.244872389,1.4668,0.098039216,2.237154435,153.9489382,2.237154435,91.12544071,100.1902441,66.94534883,-0.175482497,0.291281548,-0.175482497,0.291281548,1,0.10296,3,Low
0.323892778,0.166784235,0.83691,0.027777778,34.06042176,159.0194753,34.06042176,91.88466121,99.33610892,67.11682695,-0.052449905,0.361257124,-0.052449905,0.361257124,0,0.0,0,Low
0.25044409100000004,0.144089066,0.75684,0.022727273,22.57191526,159.2666111,22.57191526,89.6691997,109.5211512,57.14256748,0.164380404,0.513504758,0.164380404,0.513504758,1,0.013030000000000002,3,Low
0.27238584600000004,0.105229145,0.6835899999999999,0.046153846,20.81448266,163.6783101,20.81448266,93.57137286,105.9231001,65.88189581,-0.296646546,0.230566568,-0.296646546,0.230566568,1,0.07864,3,Low
0.293228667,0.146907733,0.7441399999999999,0.1,17.32520973,285.965421,17.32520973,103.7262194,107.96474690000001,56.79098069,-0.09415933300000001,0.28870251199999997,-0.09415933300000001,0.28870251199999997,0,0.0,3,Low
0.325557753,0.170922317,1.30664,0.13483146099999999,19.85607657,165.96953259999998,19.85607657,97.30487839,102.45737109999999,62.17123321,-0.283658636,0.268667084,-0.283658636,0.268667084,1,0.13514,0,Low
0.359660139,0.214545894,1.21973,0.06944444400000001,7.396782937999999,182.94053169999998,7.396782937999999,95.81018715,93.12462140000001,67.335758,-0.24306519,0.216394781,-0.24306519,0.216394781,0,0.0,3,Low
0.302857917,0.17521528,0.8720700000000001,0.041666667000000004,34.24165307,100.7768307,34.24165307,105.4850075,101.4323932,55.8850935,-0.208183681,0.286124824,-0.208183681,0.286124824,0,0.0,3,Low
0.283481429,0.102930866,0.50879,0.047619048,31.16911358,225.38730330000004,31.16911358,89.06972476,100.06093229999999,67.63800479,-0.21129123800000002,0.349649672,-0.21129123800000002,0.349649672,0,0.0,3,Low
0.264082456,0.11952785,0.69043,0.087719298,20.52028044,116.7506672,20.52028044,96.85528802,106.05706,65.2627667,-0.03196986,0.27763819300000003,-0.03196986,0.27763819300000003,1,0.19275,0,Low
0.285281064,0.206485883,1.51367,0.042553191,18.31233468,133.4523653,18.31233468,83.32476793,95.07098845,60.46818194,-0.17837342399999997,0.273165092,-0.17837342399999997,0.273165092,0,0.0,3,Low
0.27801980800000003,0.18133880600000002,1.17285,0.019230768999999998,28.68794271,152.0879695,28.68794271,97.1287571,109.1304088,59.54289375,-0.233658941,0.28593733600000004,-0.233658941,0.28593733600000004,1,0.06917000000000001,3,Low
0.309961333,0.24357777600000002,1.12012,0.033333333,16.64155625,173.3420591,16.64155625,89.87203868,98.75793576,51.28855047,-0.11097722800000001,0.40573577200000005,-0.11097722800000001,0.40573577200000005,2,0.059115,3,Low
0.273828571,0.12154763,0.62988,0.057142857000000005,20.06389216,195.14378,20.06389216,93.77262053,107.05534850000001,63.01761237,0.0,0.0,0.0,0.0,1,0.08345,0,Low
0.241168043,0.126544476,0.69824,0.043478261,18.25847151,114.2870884,18.25847151,99.69195859,102.4036898,60.40830552,0.0,0.0,0.0,0.0,1,0.12655,3,Low
0.27566399999999996,0.13136175,0.61719,0.0,18.22950855,85.52305447,18.22950855,84.12521922,94.83956815,60.28825845,-0.113946,0.269260305,-0.113946,0.269260305,0,0.0,3,Low
0.27818513899999997,0.148326771,0.7373,0.125,13.81945961,121.11901670000002,13.81945961,91.95676482,93.31194789,62.93659549,-0.172196199,0.298183614,-0.172196199,0.298183614,2,0.16837,3,Low
0.322753947,0.202811243,1.05469,0.026315789,21.19016733,122.2057045,21.19016733,92.00670574,100.6801477,63.01441461,-0.206501495,0.28069562600000003,-0.206501495,0.28069562600000003,0,0.0,0,Low
0.233072963,0.066692401,0.39453,0.037037037,18.38177853,121.0133601,18.38177853,81.2538378,106.60288229999999,64.87261203,-0.16999202600000002,0.252727503,-0.16999202600000002,0.252727503,0,0.0,3,Low
0.225176774,0.081071412,0.44238,0.032258065,16.68755512,176.7646258,16.68755512,91.11478048,109.284245,67.56643529,-0.290344495,0.22587110000000002,-0.290344495,0.22587110000000002,1,0.17297,3,Low
0.30249000000000004,0.164050961,0.7773399999999999,0.03125,41.47914972,147.1324857,41.47914972,92.38127066,91.27533918,67.18750825,-0.112566119,0.319574586,-0.112566119,0.319574586,0,0.0,3,Low
0.315195185,0.150209751,0.79785,0.018518519,29.44672905,147.8214181,29.44672905,87.87052999,96.65048449,69.60084938,-0.261530855,0.285887778,-0.261530855,0.285887778,1,0.11074,0,Low
0.403073333,0.38435601799999997,2.3984400000000003,0.114942529,14.455915099999999,218.62274580000002,14.455915099999999,105.23131070000001,96.70740136,60.2834119,0.268294625,0.27611757,0.268294625,0.27611757,3,0.11325,3,Low
0.331039194,0.202215278,0.91699,0.08064516099999999,31.89313996,123.40241780000001,31.89313996,81.31799936,98.12670965,72.56033642,0.12365567699999999,0.279674942,0.12365567699999999,0.279674942,0,0.0,0,Low
0.292732759,0.168629164,1.14551,0.068965517,35.98377071,140.5754015,35.98377071,95.58076659,81.899723,63.59947243,0.288057047,0.322858641,0.288057047,0.322858641,2,0.10459500000000001,3,Low
0.319629333,0.16999246,0.8242200000000001,0.083333333,31.564980100000003,148.5993982,31.564980100000003,100.98560340000002,82.26468579,68.53629949,0.22067407,0.273395013,0.22067407,0.273395013,1,0.08983,3,Low
0.352312093,0.203641507,0.86426,0.023255814,35.87648289,130.50590640000001,35.87648289,88.55326851,99.94682543,70.40329890000001,0.394502512,0.275247755,0.394502512,0.275247755,0,0.0,3,Low
0.33426,0.21805306800000002,1.4668,0.08450704199999999,23.33131109,146.9798794,23.33131109,97.93336685,95.50828173,70.67486887,0.314742056,0.291604621,0.314742056,0.291604621,0,0.0,0,Low
0.315592667,0.20329890399999997,1.2587899999999999,0.133333333,36.2259766,162.83356,36.2259766,73.55366070000001,93.73976728,66.10093968,0.232297333,0.244274839,0.232297333,0.244274839,0,0.0,3,Low
0.20875733300000002,0.11366500199999999,0.50293,0.0,38.34141291,150.8964144,38.34141291,98.2292809,100.46363819999999,66.31987024,0.35960635700000004,0.362751173,0.35960635700000004,0.362751173,1,0.03418,3,Low
0.341086932,0.17049584899999998,0.89746,0.045454545,40.917096,174.60435049999998,40.917096,84.19227053,95.79518488,74.93864525,0.22296818399999999,0.326097033,0.22296818399999999,0.326097033,3,0.08644333300000001,3,Low
0.373572821,0.223665883,1.10352,0.025641026,13.84861439,107.23360759999998,13.84861439,87.93612982,90.31832253,71.82530231,0.065867026,0.22152839,0.065867026,0.22152839,1,0.11775999999999999,0,Low
0.26706619,0.102120635,0.57617,0.023809524,25.81424423,112.4638513,25.81424423,109.67086529999999,91.69468719,74.32173791,0.19417742899999998,0.145129171,0.19417742899999998,0.145129171,1,0.08611,3,Low
