userID,Page,Total_Fixation_Count,Total_Fixation_Duration,Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Total_Refixation_Count,Refixation_Ratio,Total_Saccade_Length,Average_Saccade_Length,Saccade_Length_SD,Total_Saccade_Absolute_Angle,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Total_Saccade_Relative_Angle,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Total_Left_Eye_Difference,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Total_Right_Eye_Difference,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Total_Blink_Duration,Average_Blink_Duration,Number of English AOIs,L1,Eng Prof (Self),Eng Prof (Test),Chinese/Spanish Prof (Self),Chinese/Spanish Prof (Test)
4799,1,53,15.0,0.2830188679245283,0.2864376839974321,1.875,2,0.03773584905660377,10659.37887089945,29.935268734675102,396.0678086888668,1586.5692429377805,29.935268734675102,94.99324230756254,4689.720610967135,88.48529454654972,55.89459666994755,-1.473155454545471,-0.03134373307543555,0.5580647295508593,-1.473155454545471,-0.03134373307543555,0.5580647295508593,3,0.40908,0.13636,6,Both,High,Medium,High,High
4799,2,225,56.875,0.25277777777777777,0.1827431578155393,1.625,30,0.13333333333333333,35805.93852276864,19.57178007455121,296.0571147876514,4403.650516774022,19.57178007455121,95.27872529144663,21408.218069106755,95.14763586269669,58.67997170211675,17.176310909090844,0.08026313508920956,0.4303182612864832,17.176310909090844,0.08026313508920956,0.4303182612864832,8,0.74847,0.09355875,3,Both,High,Medium,High,High
4799,3,214,53.5,0.25,0.19144982993770868,1.375,29,0.13551401869158877,42694.371521503424,14.34900646476092,524.9385995217082,3070.687383458837,14.34900646476092,88.76426848069627,20986.490283147185,98.06771160349152,58.39607649316233,13.26288999999992,0.06698429292929253,0.4198613205089321,13.26288999999992,0.06698429292929253,0.4198613205089321,5,0.77404,0.154808,3,Both,High,Medium,High,High
4799,4,112,40.375,0.36049107142857145,0.25428555361526833,1.625,6,0.05357142857142857,21672.537703538717,18.909022427920174,437.1386622559376,2117.8105119270595,18.909022427920174,87.66177474024764,11157.044454353127,99.61646834243864,61.65588174904879,4.508356363636327,0.044637191719171555,0.46671794944287653,4.508356363636327,0.044637191719171555,0.46671794944287653,7,0.8182699999999998,0.11689571428571426,3,Both,High,Medium,High,High
4799,5,146,47.5,0.3253424657534247,0.34790205751233677,2.75,13,0.08904109589041095,25728.42658188118,4.191006317050611,234.63065092167142,611.8869222893893,4.191006317050611,94.11977793252424,12474.194904120262,85.43969112411139,58.735239779103615,-9.267116363636411,-0.07787492742551606,0.4348734920920746,-9.267116363636411,-0.07787492742551606,0.4348734920920746,4,0.43286,0.108215,0,Both,High,Medium,High,High
4799,6,91,21.0,0.23076923076923078,0.167728723740271,0.875,8,0.08791208791208792,15310.879596680252,-4.161113107212051,243.66392542832943,-378.66129275629663,-4.161113107212051,93.38170913932994,8160.837993064952,89.67953838532914,58.14340198821995,-5.965931818181841,-0.08904375848032599,0.513278926095942,-5.965931818181841,-0.08904375848032599,0.513278926095942,3,0.40612,0.13537333333333332,6,Both,High,Medium,High,High
4799,7,96,25.625,0.2669270833333333,0.2356698893929665,1.5,4,0.041666666666666664,15500.625374282925,1.654143962774156,188.48449764463678,158.797820426319,1.654143962774156,95.27597660973514,8980.946490702283,93.55152594481545,60.918377517376605,-17.6293972727273,-0.2176468799102136,0.4810112158573033,-17.6293972727273,-0.2176468799102136,0.4810112158573033,3,0.41924,0.13974666666666666,3,Both,High,Medium,High,High
4799,8,93,22.875,0.24596774193548387,0.2842479778959066,2.5,7,0.07526881720430108,24239.05996750521,10.452553588234153,326.5092277860737,972.0874837057762,10.452553588234153,92.36603582468844,8357.051166928572,89.86076523579109,60.78877176629766,-14.712602727272753,-0.17515003246753277,0.4257607194489249,-14.712602727272753,-0.17515003246753277,0.4257607194489249,3,0.31797,0.10598999999999999,3,Both,High,Medium,High,High
4799,9,69,17.625,0.2554347826086957,0.17860518179516285,0.75,4,0.057971014492753624,17216.412560665714,15.197591002830674,600.3449417257171,1048.6337791953165,15.197591002830674,91.72152788528547,6639.22221854923,96.22061186303232,57.12408405762649,-19.221070909090926,-0.31509952309985123,0.393604278860612,-19.221070909090926,-0.31509952309985123,0.393604278860612,4,0.45802,0.114505,3,Both,High,Medium,High,High
4799,10,60,8.875,0.14791666666666667,0.08687774775830427,0.5,2,0.03333333333333333,27736.462584995366,19.110665816755912,786.2391171715263,1146.6399490053548,19.110665816755912,101.63071940896008,5378.5990161321315,89.64331693553552,54.159469054904186,15.120170909090891,0.308574916512059,0.4483604015095623,15.120170909090891,0.308574916512059,0.4483604015095623,3,0.40653,0.13551,0,Both,High,Medium,High,High
4799,11,64,15.75,0.24609375,0.18483622131751531,0.75,1,0.015625,14520.913249064419,21.61964035094275,334.3294814261178,1383.656982460336,21.61964035094275,89.87940627266076,6412.608284785556,100.19700444977431,58.684054036369645,4.955354545454525,0.08543714733542285,0.4875957835915408,4.955354545454525,0.08543714733542285,0.4875957835915408,4,0.46355999999999997,0.11588999999999999,6,Both,High,Medium,High,High
4799,12,113,34.125,0.3019911504424779,0.23852286937256298,1.25,10,0.08849557522123894,15246.087314104701,4.1604237788299026,130.87508972688988,470.12788700777895,4.1604237788299026,90.85208685893882,11795.569294985773,104.38556898217499,59.48012241003471,-14.050112727272767,-0.14789592344497648,0.395725436778185,-14.050112727272767,-0.14789592344497648,0.395725436778185,10,1.3986600000000002,0.13986600000000002,3,Both,High,Medium,High,High
4799,13,89,20.25,0.22752808988764045,0.15961879376601548,0.875,8,0.0898876404494382,19929.538582272624,-6.214497626148066,449.5407204758533,-553.0902887271778,-6.214497626148066,93.95814898362335,9424.129197848566,105.88909211065804,53.52841554542627,-3.137045454545478,-0.039213068181818474,0.43295267286229966,-3.137045454545478,-0.039213068181818474,0.43295267286229966,6,0.77132,0.12855333333333333,3,Both,High,Medium,High,High
4799,14,68,12.875,0.18933823529411764,0.14928236276325454,0.75,6,0.08823529411764706,28157.226698997205,4.603505311477534,696.1449392485257,313.0383611804723,4.603505311477534,99.88161384901181,5683.734408592697,83.5843295381279,57.87788391529767,-12.371018181818197,-0.19032335664335687,0.4965381845444262,-12.371018181818197,-0.19032335664335687,0.4965381845444262,3,0.48419,0.16139666666666666,3,Both,High,Medium,High,High
4799,15,98,31.625,0.3227040816326531,0.3066667142955193,2.625,9,0.09183673469387756,18401.25350639748,12.339780418949436,284.552942513899,1209.2984810570447,12.339780418949436,93.70551414980591,8376.248619320244,85.47192468694126,58.072386394666815,-27.79229636363639,-0.32316623678646966,0.3865342338979402,-27.79229636363639,-0.32316623678646966,0.3865342338979402,9,1.11213,0.12357000000000001,0,Both,High,Medium,High,High
