Page,AOI_TYPE,Blink_Count,Total_Blink_Duration,Average_Blink_Duration
0,QUERY,4,0.64856,0.16214
0,RESULT1,4,0.62741,0.1568525
0,RESULT2,2,0.19906999999999997,0.09953499999999998
0,RESULT3,1,0.2023,0.2023
0,RESULT4,1,0.16227,0.16227
0,RESULT5,0,0.0,0.0
0,RESULT6,2,0.37344999999999995,0.18672499999999997
0,NOT_AOI,52,9.946,0.19126923076923077
1,QUERY,0,0.0,0.0
1,RESULT1,2,0.32942,0.16471
1,RESULT2,2,0.41133,0.205665
1,RESULT3,0,0.0,0.0
1,RESULT4,4,1.1091499999999999,0.27728749999999996
1,RESULT5,2,0.08296,0.04148
1,RESULT6,0,0.0,0.0
1,NOT_AOI,23,3.3875700000000006,0.14728565217391307
2,QUERY,0,0.0,0.0
2,RESULT1,2,0.33942,0.16971
2,RESULT2,1,0.03534,0.03534
2,RESULT3,2,0.10425999999999999,0.052129999999999996
2,RESULT4,1,0.09282,0.09282
2,RESULT5,0,0.0,0.0
2,RESULT6,0,0.0,0.0
2,NOT_AOI,14,1.79271,0.1280507142857143
3,QUERY,0,0.0,0.0
3,RESULT1,0,0.0,0.0
3,RESULT2,1,0.15448,0.15448
3,RESULT3,0,0.0,0.0
3,RESULT4,2,0.07313,0.036565
3,RESULT5,0,0.0,0.0
3,RESULT6,0,0.0,0.0
3,NOT_AOI,21,2.8660599999999996,0.1364790476190476
4,QUERY,0,0.0,0.0
4,RESULT1,1,0.2113,0.2113
4,RESULT2,0,0.0,0.0
4,RESULT3,3,0.30073,0.10024333333333334
4,RESULT4,0,0.0,0.0
4,RESULT5,0,0.0,0.0
4,RESULT6,1,0.22346,0.22346
4,NOT_AOI,10,1.0028700000000002,0.10028700000000002
5,QUERY,0,0.0,0.0
5,RESULT1,3,0.32282,0.10760666666666667
5,RESULT2,0,0.0,0.0
5,RESULT3,1,0.03502,0.03502
5,RESULT4,3,0.15487,0.051623333333333334
5,RESULT5,1,0.03502,0.03502
5,RESULT6,0,0.0,0.0
5,NOT_AOI,25,3.22036,0.1288144
6,QUERY,0,0.0,0.0
6,RESULT1,1,0.05579,0.05579
6,RESULT2,1,0.02648,0.02648
6,RESULT3,7,0.32502000000000003,0.046431428571428575
6,RESULT4,4,0.46328,0.11582
6,RESULT5,0,0.0,0.0
6,RESULT6,1,0.23101,0.23101
6,NOT_AOI,16,1.6090099999999998,0.10056312499999999
7,QUERY,0,0.0,0.0
7,RESULT1,1,0.0279,0.0279
7,RESULT2,2,0.04002,0.02001
7,RESULT3,1,0.05193,0.05193
7,RESULT4,2,0.22155999999999998,0.11077999999999999
7,RESULT5,1,0.03715,0.03715
7,RESULT6,3,0.07149,0.02383
7,NOT_AOI,22,2.2304399999999998,0.10138363636363636
8,QUERY,3,0.09447,0.03149
8,RESULT1,2,0.0631,0.03155
8,RESULT2,2,0.0688,0.0344
8,RESULT3,3,0.08685999999999999,0.02895333333333333
8,RESULT4,2,0.06277,0.031385
8,RESULT5,3,0.24318,0.08106000000000001
8,RESULT6,2,0.23155,0.115775
8,NOT_AOI,20,1.9862699999999998,0.09931349999999999
9,QUERY,4,0.12933,0.0323325
9,RESULT1,1,0.00828,0.00828
9,RESULT2,2,0.03837,0.019185
9,RESULT3,5,0.15887,0.031774000000000004
9,RESULT4,1,0.1477,0.1477
9,RESULT5,1,0.19133,0.19133
9,RESULT6,0,0.0,0.0
9,NOT_AOI,12,2.24397,0.1869975
10,QUERY,1,0.03159,0.03159
10,RESULT1,1,0.02937,0.02937
10,RESULT2,2,0.06794,0.03397
10,RESULT3,0,0.0,0.0
10,RESULT4,1,0.12241,0.12241
10,RESULT5,2,0.27941,0.139705
10,RESULT6,4,0.11167,0.0279175
10,NOT_AOI,14,1.6013600000000003,0.11438285714285716
11,QUERY,0,0.0,0.0
11,RESULT1,2,0.054669999999999996,0.027334999999999998
11,RESULT2,3,0.09394000000000001,0.03131333333333334
11,RESULT3,3,0.15927,0.05309
11,RESULT4,0,0.0,0.0
11,RESULT5,2,0.35353,0.176765
11,RESULT6,3,0.096,0.032
11,NOT_AOI,15,1.91229,0.12748600000000002
12,QUERY,2,0.05603999999999999,0.028019999999999996
12,RESULT1,5,0.16400000000000003,0.03280000000000001
12,RESULT2,11,0.59046,0.05367818181818182
12,RESULT3,3,0.3109,0.10363333333333334
12,RESULT4,0,0.0,0.0
12,RESULT5,1,0.21911,0.21911
12,RESULT6,0,0.0,0.0
12,NOT_AOI,11,1.73199,0.15745363636363635
13,QUERY,1,0.08993,0.08993
13,RESULT1,1,0.03005,0.03005
13,RESULT2,2,0.22208,0.11104
13,RESULT3,2,0.0648,0.0324
13,RESULT4,1,0.10369,0.10369
13,RESULT5,4,0.13777,0.0344425
13,RESULT6,1,0.00795,0.00795
13,NOT_AOI,20,2.245,0.11225
14,QUERY,0,0.0,0.0
14,RESULT1,2,0.0618,0.0309
14,RESULT2,3,0.09699,0.032330000000000005
14,RESULT3,1,0.04858,0.04858
14,RESULT4,2,0.22876999999999997,0.11438499999999999
14,RESULT5,1,0.054110000000000005,0.054110000000000005
14,RESULT6,2,0.27945,0.139725
14,NOT_AOI,20,1.2699999999999998,0.06349999999999999
15,QUERY,2,0.06414,0.03207
15,RESULT1,3,0.3794,0.12646666666666667
15,RESULT2,0,0.0,0.0
15,RESULT3,0,0.0,0.0
15,RESULT4,0,0.0,0.0
15,RESULT5,5,0.17561000000000002,0.035122
15,RESULT6,0,0.0,0.0
15,NOT_AOI,16,1.5884200000000002,0.09927625000000001
16,QUERY,0,0.0,0.0
16,RESULT1,0,0.0,0.0
16,RESULT2,0,0.0,0.0
16,RESULT3,0,0.0,0.0
16,RESULT4,1,0.08515,0.08515
16,RESULT5,0,0.0,0.0
16,RESULT6,1,0.18196,0.18196
16,NOT_AOI,8,1.03054,0.1288175
17,QUERY,0,0.0,0.0
17,RESULT1,0,0.0,0.0
17,RESULT2,1,0.08707999999999999,0.08707999999999999
17,RESULT3,0,0.0,0.0
17,RESULT4,0,0.0,0.0
17,RESULT5,1,0.05544,0.05544
17,RESULT6,2,0.46809,0.234045
17,NOT_AOI,8,1.24466,0.1555825
18,QUERY,0,0.0,0.0
18,RESULT1,0,0.0,0.0
18,RESULT2,0,0.0,0.0
18,RESULT3,0,0.0,0.0
18,RESULT4,0,0.0,0.0
18,RESULT5,0,0.0,0.0
18,RESULT6,2,0.22560999999999998,0.11280499999999999
18,NOT_AOI,3,0.56442,0.18814
19,QUERY,0,0.0,0.0
19,RESULT1,0,0.0,0.0
19,RESULT2,1,0.19575,0.19575
19,RESULT3,1,0.15700999999999998,0.15700999999999998
19,RESULT4,0,0.0,0.0
19,RESULT5,0,0.0,0.0
19,RESULT6,1,0.20087,0.20087
19,NOT_AOI,7,1.13074,0.1615342857142857
20,QUERY,1,0.20814,0.20814
20,RESULT1,1,0.14153,0.14153
20,RESULT2,0,0.0,0.0
20,RESULT3,1,0.0493,0.0493
20,RESULT4,0,0.0,0.0
20,RESULT5,1,0.07007000000000001,0.07007000000000001
20,RESULT6,0,0.0,0.0
20,NOT_AOI,22,2.782829999999999,0.12649227272727268
21,QUERY,0,0.0,0.0
21,RESULT1,0,0.0,0.0
21,RESULT2,1,0.03983,0.03983
21,RESULT3,0,0.0,0.0
21,RESULT4,0,0.0,0.0
21,RESULT5,0,0.0,0.0
21,RESULT6,1,0.18602,0.18602
21,NOT_AOI,12,1.6859300000000004,0.1404941666666667
22,QUERY,1,0.027260000000000003,0.027260000000000003
22,RESULT1,0,0.0,0.0
22,RESULT2,1,0.04263,0.04263
22,RESULT3,6,0.45045,0.075075
