ID,userID,Task,QueryLanguage,"Result Order",exitAt,createdAt,updatedAt
"904","2934","0","Eye Tracker","-1","2020-03-02 12:16:35.398","2020-03-02 12:16:26.836","2020-03-02 12:16:35.398"
"905","2934","1","Spanish","1","2020-03-02 12:18:17.284","2020-03-02 12:16:35.503","2020-03-02 12:18:17.284"
"906","2934","2","English","4","2020-03-02 12:19:26.492","2020-03-02 12:18:17.352","2020-03-02 12:19:26.492"
"907","2934","3","Spanish","2","2020-03-02 12:21:03.171","2020-03-02 12:19:26.586","2020-03-02 12:21:03.171"
"908","2934","4","English","3","2020-03-02 12:22:10.386","2020-03-02 12:21:03.256","2020-03-02 12:22:10.386"
"909","2934","5","Spanish","0","2020-03-02 12:23:34.082","2020-03-02 12:22:10.471","2020-03-02 12:23:34.082"
"910","2934","6","English","1","2020-03-02 12:24:29.530","2020-03-02 12:23:34.184","2020-03-02 12:24:29.530"
"911","2934","7","Spanish","4","2020-03-02 12:25:39.803","2020-03-02 12:24:29.646","2020-03-02 12:25:39.803"
"912","2934","8","English","2","2020-03-02 12:27:04.482","2020-03-02 12:25:39.907","2020-03-02 12:27:04.482"
"913","2934","9","Spanish","3","2020-03-02 12:28:05.842","2020-03-02 12:27:04.570","2020-03-02 12:28:05.842"
"914","2934","10","English","0","2020-03-02 12:29:02.459","2020-03-02 12:28:05.925","2020-03-02 12:29:02.459"
"915","2934","11","Spanish","1","2020-03-02 12:30:04.166","2020-03-02 12:29:02.546","2020-03-02 12:30:04.166"
"916","2934","12","English","4","2020-03-02 12:31:18.624","2020-03-02 12:30:04.255","2020-03-02 12:31:18.624"
"917","2934","13","Spanish","2","2020-03-02 12:32:43.691","2020-03-02 12:31:18.712","2020-03-02 12:32:43.691"
"918","2934","14","English","3","2020-03-02 12:33:57.985","2020-03-02 12:32:43.774","2020-03-02 12:33:57.985"
"919","2934","15","Spanish","0","2020-03-02 12:35:02.626","2020-03-02 12:33:58.052","2020-03-02 12:35:02.626"
"920","2934","16","English","1","2020-03-02 12:35:38.316","2020-03-02 12:35:02.706","2020-03-02 12:35:38.316"
"921","2934","17","Spanish","4","2020-03-02 12:36:35.762","2020-03-02 12:35:38.405","2020-03-02 12:36:35.762"
"922","2934","18","English","2","2020-03-02 12:37:00.274","2020-03-02 12:36:35.836","2020-03-02 12:37:00.274"
"923","2934","19","Spanish","3","2020-03-02 12:37:38.514","2020-03-02 12:37:00.353","2020-03-02 12:37:38.514"
"924","2934","20","English","0","2020-03-02 12:38:48.941","2020-03-02 12:37:38.598","2020-03-02 12:38:48.941"
"925","2934","21","Spanish","1","2020-03-02 12:39:48.388","2020-03-02 12:38:49.031","2020-03-02 12:39:48.388"
"926","2934","22","English","4","2020-03-02 12:41:05.687","2020-03-02 12:39:48.478","2020-03-02 12:41:05.687"
"927","2934","23","Spanish","2","2020-03-02 12:41:45.202","2020-03-02 12:41:05.799","2020-03-02 12:41:45.202"
"928","2934","24","English","3","2020-03-02 12:42:40.593","2020-03-02 12:41:45.270","2020-03-02 12:42:40.593"
"929","2934","25","Spanish","0","2020-03-02 12:43:17.322","2020-03-02 12:42:40.670","2020-03-02 12:43:17.322"
"930","2934","26","English","1","2020-03-02 12:44:17.942","2020-03-02 12:43:17.427","2020-03-02 12:44:17.942"
"931","2934","27","Spanish","4","2020-03-02 12:44:43.237","2020-03-02 12:44:18.036","2020-03-02 12:44:43.237"
"932","2934","28","English","2","2020-03-02 12:45:07.374","2020-03-02 12:44:43.340","2020-03-02 12:45:07.374"
"933","2934","29","Spanish","3","2020-03-02 12:45:45.747","2020-03-02 12:45:07.454","2020-03-02 12:45:45.747"
"934","2934","30","English","0","2020-03-02 12:46:13.193","2020-03-02 12:45:45.829","2020-03-02 12:46:13.193"
