MEDIA_ID,MEDIA_NAME,BKID,BKDUR,BKPMIN,X_Coordinate,Y_Coordinate,userID,AOI_TYPE,Page
1,hapii,757,0.01549,20,114,30,3816,NOT_AOI,0
1,hapii,758,0.1436,20,488,67,3816,NOT_AOI,0
1,hapii,759,0.10163,20,478,107,3816,NOT_AOI,0
1,hapii,760,0.13482,21,434,57,3816,NOT_AOI,0
1,hapii,761,0.13962,21,251,1099,3816,NOT_AOI,0
1,hapii,762,0.12863,21,2095,2111,3816,NOT_AOI,0
1,hapii,763,0.15231,22,501,180,3816,NOT_AOI,0
1,hapii,764,0.12800999999999998,22,861,607,3816,RESULT4,0
1,hapii,765,0.12362999999999999,22,133,57,3816,NOT_AOI,0
1,hapii,766,0.11237,22,419,250,3816,NOT_AOI,0
1,hapii,767,0.09988999999999999,22,15,278,3816,NOT_AOI,0
1,hapii,768,0.13352,23,200,688,3816,NOT_AOI,0
1,hapii,769,0.10595999999999996,24,1017,1046,3816,NOT_AOI,0
1,hapii,770,0.17812999999999998,24,155,458,3816,NOT_AOI,0
1,hapii,771,0.1758,24,2,559,3816,NOT_AOI,0
1,hapii,772,0.21834,25,21,431,3816,NOT_AOI,0
1,hapii,773,0.11034000000000001,25,795,1007,3816,NOT_AOI,0
1,hapii,774,0.18398,25,215,458,3816,NOT_AOI,0
1,hapii,775,0.15055,25,481,295,3816,NOT_AOI,0
1,hapii,776,0.12704000000000001,25,491,279,3816,NOT_AOI,0
1,hapii,777,0.13168,25,806,80,3816,NOT_AOI,1
1,hapii,778,0.14492,23,437,74,3816,NOT_AOI,1
1,hapii,779,0.12412000000000001,23,497,105,3816,NOT_AOI,1
1,hapii,780,0.13094,22,1066,381,3816,RESULT2,1
1,hapii,781,0.12005,22,545,204,3816,NOT_AOI,1
1,hapii,782,0.14479,21,429,189,3816,NOT_AOI,1
1,hapii,783,0.15166,20,714,814,3816,NOT_AOI,1
1,hapii,784,0.14357,20,485,227,3816,NOT_AOI,1
1,hapii,785,0.16708,20,484,392,3816,NOT_AOI,1
1,hapii,786,0.13785,19,403,387,3816,NOT_AOI,1
1,hapii,787,0.17657,19,499,402,3816,NOT_AOI,1
1,hapii,788,0.20397,19,382,444,3816,NOT_AOI,1
1,hapii,789,0.17612,20,359,168,3816,NOT_AOI,2
1,hapii,790,0.14243,19,456,90,3816,NOT_AOI,2
1,hapii,791,0.09838999999999999,17,442,260,3816,NOT_AOI,2
1,hapii,792,0.12814,17,744,221,3816,RESULT1,2
1,hapii,793,0.13130999999999998,18,471,310,3816,NOT_AOI,2
1,hapii,794,0.13229000000000002,17,407,300,3816,NOT_AOI,2
1,hapii,795,0.14576,16,380,285,3816,NOT_AOI,2
1,hapii,796,0.17681,17,832,824,3816,RESULT6,2
1,hapii,797,0.12111,17,373,338,3816,NOT_AOI,2
1,hapii,798,0.16087,15,421,163,3816,NOT_AOI,2
1,hapii,799,0.14545999999999998,15,553,421,3816,NOT_AOI,2
1,hapii,801,0.17861,16,392,448,3816,NOT_AOI,2
1,hapii,802,0.14707,16,379,457,3816,NOT_AOI,2
1,hapii,803,0.22478,17,443,469,3816,NOT_AOI,2
1,hapii,804,0.17792,18,806,910,3816,RESULT6,2
1,hapii,805,0.1519,17,789,1127,3816,NOT_AOI,2
1,hapii,806,0.11571,17,708,428,3816,NOT_AOI,2
1,hapii,808,0.14647000000000002,18,378,87,3816,NOT_AOI,3
1,hapii,809,0.14703,19,445,56,3816,NOT_AOI,3
1,hapii,810,0.12972999999999998,19,731,481,3816,RESULT3,3
1,hapii,811,0.1397,18,376,250,3816,NOT_AOI,3
1,hapii,812,0.13767000000000001,18,362,397,3816,NOT_AOI,3
1,hapii,813,0.16927999999999999,17,421,411,3816,NOT_AOI,3
1,hapii,814,0.19043,17,465,570,3816,NOT_AOI,3
1,hapii,815,0.14762,18,833,950,3816,NOT_AOI,3
1,hapii,816,0.11260999999999999,18,400,86,3816,NOT_AOI,4
1,hapii,817,0.11682000000000001,17,410,388,3816,NOT_AOI,4
1,hapii,818,0.13965999999999998,17,755,772,3816,RESULT5,4
1,hapii,819,0.25234,18,452,275,3816,NOT_AOI,4
1,hapii,820,0.15679,19,507,421,3816,NOT_AOI,4
1,hapii,821,0.12872,19,530,273,3816,NOT_AOI,4
