ID,userID,Task,QueryLanguage,"Result Order",exitAt,createdAt,updatedAt
"750","3816","0","Eye Tracker","-1","2020-02-17 10:41:55.569","2020-02-17 10:41:48.957","2020-02-17 10:41:55.569"
"751","3816","1","Spanish","0","2020-02-17 10:42:38.870","2020-02-17 10:41:55.730","2020-02-17 10:42:38.870"
"752","3816","2","English","3","2020-02-17 10:43:39.008","2020-02-17 10:42:38.989","2020-02-17 10:43:39.008"
"753","3816","3","Spanish","1","2020-02-17 10:44:16.633","2020-02-17 10:43:39.112","2020-02-17 10:44:16.633"
"754","3816","4","English","2","2020-02-17 10:44:45.422","2020-02-17 10:44:16.749","2020-02-17 10:44:45.422"
"755","3816","5","Spanish","4","2020-02-17 10:45:24.823","2020-02-17 10:44:45.528","2020-02-17 10:45:24.823"
"756","3816","6","English","0","2020-02-17 10:45:52.591","2020-02-17 10:45:24.933","2020-02-17 10:45:52.591"
"757","3816","7","Spanish","3","2020-02-17 10:46:10.482","2020-02-17 10:45:52.707","2020-02-17 10:46:10.482"
"758","3816","8","English","1","2020-02-17 10:46:42.793","2020-02-17 10:46:10.581","2020-02-17 10:46:42.793"
"759","3816","9","Spanish","2","2020-02-17 10:47:06.256","2020-02-17 10:46:42.886","2020-02-17 10:47:06.256"
"760","3816","10","English","4","2020-02-17 10:47:26.586","2020-02-17 10:47:06.346","2020-02-17 10:47:26.586"
"761","3816","11","Spanish","0","2020-02-17 10:48:20.490","2020-02-17 10:47:26.677","2020-02-17 10:48:20.490"
"762","3816","12","English","3","2020-02-17 10:48:55.792","2020-02-17 10:48:20.594","2020-02-17 10:48:55.792"
"763","3816","13","Spanish","1","2020-02-17 10:50:02.568","2020-02-17 10:48:55.877","2020-02-17 10:50:02.568"
"764","3816","14","English","2","2020-02-17 10:50:28.289","2020-02-17 10:50:02.667","2020-02-17 10:50:28.289"
"765","3816","15","Spanish","4","2020-02-17 10:50:57.214","2020-02-17 10:50:28.401","2020-02-17 10:50:57.214"
"766","3816","16","English","0","2020-02-17 10:51:47.023","2020-02-17 10:50:57.316","2020-02-17 10:51:47.023"
"767","3816","17","Spanish","3","2020-02-17 10:52:27.174","2020-02-17 10:51:47.131","2020-02-17 10:52:27.174"
"768","3816","18","English","1","2020-02-17 10:52:51.387","2020-02-17 10:52:27.281","2020-02-17 10:52:51.387"
"769","3816","19","Spanish","2","2020-02-17 10:53:27.776","2020-02-17 10:52:51.498","2020-02-17 10:53:27.776"
"770","3816","20","English","4","2020-02-17 10:53:56.576","2020-02-17 10:53:27.871","2020-02-17 10:53:56.576"
"771","3816","21","Spanish","0","2020-02-17 10:54:35.848","2020-02-17 10:53:56.669","2020-02-17 10:54:35.848"
"772","3816","22","English","3","2020-02-17 10:55:25.992","2020-02-17 10:54:35.943","2020-02-17 10:55:25.992"
"773","3816","23","Spanish","1","2020-02-17 10:56:22.879","2020-02-17 10:55:26.082","2020-02-17 10:56:22.879"
"774","3816","24","English","2","2020-02-17 10:56:59.273","2020-02-17 10:56:22.990","2020-02-17 10:56:59.273"
"775","3816","25","Spanish","4","2020-02-17 10:57:42.602","2020-02-17 10:56:59.359","2020-02-17 10:57:42.602"
"776","3816","26","English","0","2020-02-17 10:58:23.224","2020-02-17 10:57:42.706","2020-02-17 10:58:23.224"
"777","3816","27","Spanish","3","2020-02-17 10:59:08.241","2020-02-17 10:58:23.319","2020-02-17 10:59:08.241"
"778","3816","28","English","1","2020-02-17 10:59:37.793","2020-02-17 10:59:08.335","2020-02-17 10:59:37.793"
"779","3816","29","Spanish","2","2020-02-17 11:00:06.104","2020-02-17 10:59:37.888","2020-02-17 11:00:06.104"
"780","3816","30","English","4","2020-02-17 11:00:30.521","2020-02-17 11:00:06.198","2020-02-17 11:00:30.521"
