MEDIA_ID,MEDIA_NAME,CNT,TIME(2020/02/17 12:18:39.977),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,
1,hapii,10,0.06738,3896623805220,0.43783,0.00208,0.00000,0.06738,1,1,0.42018,0.03535,1,0.36875,0.11389,0,,0.32193,0.83329,22.50971,1.16511,1,0.54612,0.84765,23.58573,1.17510,1,0,0.00000,8,5.93095,1,5.75024,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,0.00000,0.00000,
1,hapii,33,0.22070,3896625345946,0.46266,0.03345,0.08008,0.14063,2,1,0.54955,0.12250,1,0.36875,0.11389,0,,0.32624,0.83583,22.23685,1.17537,1,0.55021,0.85072,23.86134,1.16538,1,0,0.00000,8,5.93983,1,5.73104,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,58.48593,324.60022,
1,hapii,76,0.51367,3896628275174,0.55080,0.15094,0.25488,0.25879,3,1,0.58791,0.17485,1,0.36875,0.11389,0,,0.33392,0.83221,22.35174,1.17563,1,0.55770,0.84834,22.73241,1.17563,1,0,0.00000,8,5.61054,1,5.63726,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,211.51653,323.13712,
1,hapii,147,0.98828,3896633019335,0.58522,0.19695,0.51758,0.47070,4,1,0.52104,0.09546,1,0.36875,0.11389,0,,0.33895,0.82876,19.17713,1.20532,1,0.56301,0.84713,20.13137,1.20532,1,0,0.00000,8,4.72717,1,4.65506,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,82.68359,323.06021,
1,hapii,172,1.15137,3896634651609,0.45619,0.08392,1.01367,0.13770,5,1,0.40043,-0.09241,1,0.36875,0.11389,0,,0.33766,0.82715,19.41264,1.20927,1,0.56137,0.84534,20.53690,1.21926,1,0,0.00000,8,4.49864,1,4.60748,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,276.18030,153.76828,
1,hapii,189,1.26660,3896635798499,0.30883,-0.10672,1.17871,0.08789,6,1,0.23020,-0.11425,1,0.36875,0.11389,0,,0.33084,0.82773,19.27145,1.12565,1,0.55502,0.84601,18.72130,1.12565,1,0,0.00000,8,4.77114,1,4.70639,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,349.91602,143.95633,
1,hapii,214,1.43262,3896637464918,0.23342,-0.07875,1.27246,0.16016,7,1,0.24287,-0.11320,1,0.36875,0.11389,0,,0.33117,0.82752,18.30090,1.15585,1,0.55526,0.84546,15.81434,1.13712,1,0,0.00000,8,4.48155,1,4.22200,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,147.90480,191.78482,
1,hapii,231,1.54980,3896638633608,0.21292,-0.09947,1.44141,0.10840,8,1,0.19344,-0.21257,1,0.36875,0.11389,0,,0.32969,0.82703,15.27849,1.20532,1,0.55468,0.84726,17.99050,1.19534,1,0,0.00000,8,4.14815,1,4.87471,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,45.27657,150.38020,
1,hapii,271,1.81445,3896641284570,0.21404,-0.07965,1.55664,0.25781,9,1,0.26451,-0.12655,1,0.36875,0.11389,0,,0.32024,0.83069,18.66354,1.13462,1,0.54435,0.84919,18.06848,1.13462,1,0,0.00000,8,4.62693,1,4.41470,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,21.51334,275.73663,
1,hapii,288,1.93555,3896642495133,0.26717,-0.10854,1.82422,0.11133,10,1,0.23409,-0.00757,0,0.36875,0.11389,0,,0.31617,0.83731,18.24381,1.10703,0,0.54121,0.85541,16.89800,1.10703,0,0,0.00000,8,4.74731,0,4.03811,0,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,106.67466,17.00705,
1,hapii,335,2.28711,3896646005282,0.28053,-0.11184,2.13770,0.14941,11,1,0.28970,0.01334,1,0.36875,0.11389,0,,0.37903,0.84400,21.02382,1.06379,1,0.60213,0.88348,20.09512,1.06379,1,0,0.00000,9,4.91845,1,4.95809,1,0.00000,0,0.00000,0,0.00000,0,1,1,0,0.00000,0,,25.89759,7.91010,
