userID,Page,Total_Fixation_Count,Total_Fixation_Duration,Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Total_Refixation_Count,Refixation_Ratio,Total_Saccade_Length,Average_Saccade_Length,Saccade_Length_SD,Total_Saccade_Absolute_Angle,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Total_Saccade_Relative_Angle,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Total_Left_Eye_Difference,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Total_Right_Eye_Difference,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Total_Blink_Duration,Average_Blink_Duration,Number of English AOIs,L1,Eng Prof (Self),Eng Prof (Test)
3545,1,374,94.59971000000002,0.25294040106951876,0.15853319221305553,1.4865700000000002,103,0.27540106951871657,38422.23906662379,1.5246025068004607,115.81753386009548,570.2013375433723,1.5246025068004607,97.91747684148176,34749.05101215524,92.91190110201937,58.993078995078,77.75516947368399,0.21014910668563241,0.4178298458450782,77.75516947368399,0.21014910668563241,0.4178298458450782,1,0.1418,0.1418,3,Both,Low,L
3545,2,266,66.08357000000001,0.24843447368421057,0.16057718740046728,1.21484,53,0.19924812030075187,25401.66511129325,15.497259057115222,132.83466630872982,4122.270909192649,15.497259057115222,99.58088111714451,25689.221323128444,96.57602001176107,54.94664066868863,95.1260668421051,0.3616960716429852,0.44560299445437224,95.1260668421051,0.3616960716429852,0.44560299445437224,4,0.37151,0.0928775,0,Both,Low,L
3545,3,246,62.719479999999976,0.2549572357723576,0.1396421499038074,1.01831,48,0.1951219512195122,27582.59910217793,7.59839123905892,108.97628708427787,1869.2042448084942,7.59839123905892,100.43130321765722,24856.2147628723,101.04152342631016,60.963376042180954,20.732595789473518,0.08531932423651653,0.337267768497088,20.732595789473518,0.08531932423651653,0.337267768497088,4,0.36899,0.0922475,3,Both,Low,L
3545,4,200,46.48637000000002,0.2324318500000001,0.13985347631030662,1.09131,36,0.18,19781.519572158617,11.76853986850729,117.96022868935975,2353.707973701458,11.76853986850729,101.38075669127834,18260.308621287237,91.30154310643618,54.09910120240647,53.319085263157795,0.2734312064777323,0.37953322164283293,53.319085263157795,0.2734312064777323,0.37953322164283293,1,0.14304,0.14304,3,Both,Low,L
3545,5,133,29.407770000000003,0.22111105263157896,0.0913335363409635,0.46216,23,0.17293233082706766,14032.345155947016,6.756586987855517,116.48056379744408,898.6260693847837,6.756586987855517,98.10868813061765,11633.52930077344,87.47014511859729,57.127063937889965,31.96674789473676,0.24402097629570046,0.34246988755970675,31.96674789473676,0.24402097629570046,0.34246988755970675,1,0.14748,0.14748,6,Both,Low,L
3545,6,73,17.16432,0.2351276712328767,0.12141888655553164,0.60278,17,0.2328767123287671,6384.263626830363,17.70235869421701,84.44371285107567,1292.2721846778418,17.70235869421701,97.4536459169296,7334.313373819545,100.4700462167061,57.81350974498645,13.933145789473631,0.1935159137426893,0.2572082832315936,13.933145789473631,0.1935159137426893,0.2572082832315936,1,0.13204000000000002,0.13204000000000002,3,Both,Low,L
3545,7,52,12.313949999999998,0.23680673076923073,0.12707606670690097,0.65503,7,0.1346153846153846,4269.855262920558,-2.0369624230449066,107.51180656505903,-105.92204599833515,-2.0369624230449066,110.42592184612674,4706.668227862429,90.51285053581594,59.17761620451419,16.45279368421049,0.32260379772961745,0.2961068539435148,16.45279368421049,0.32260379772961745,0.2961068539435148,1,0.09163,0.09163,0,Both,Low,L
3545,8,211,46.09300000000001,0.2184502369668247,0.10046503925851015,0.5424800000000001,41,0.1943127962085308,20369.75161755375,9.532073263314395,91.97525310237607,2011.2674585593372,9.532073263314395,100.79658385946989,21373.47887499682,101.2961084123072,54.19669999324102,12.97067999999986,0.06206066985645866,0.24592913410048425,12.97067999999986,0.06206066985645866,0.24592913410048425,0,0.0,0.0,3,Both,Low,L
3545,9,106,26.00831000000001,0.2453614150943397,0.1236019383620881,0.9316399999999999,15,0.14150943396226415,11020.364804076931,9.092863830955277,119.9035674316647,963.8435660812594,9.092863830955277,96.2481213683508,10881.251873303228,102.65331955946442,63.50449507184379,9.650230526315717,0.09190695739348302,0.3163146230303317,9.650230526315717,0.09190695739348302,0.3163146230303317,1,0.13128,0.13128,3,Both,Low,L
3545,10,191,43.78026000000001,0.22921602094240845,0.11284686622886322,0.63574,38,0.19895287958115182,17046.852701437623,9.996307521692708,94.28176387064245,1909.2947366433073,9.996307521692708,99.27379914589285,17326.820462428725,90.71633749962683,58.60452469539823,13.649363684210407,0.07418132437070873,0.2670473187995814,13.649363684210407,0.07418132437070873,0.2670473187995814,1,0.031330000000000004,0.031330000000000004,6,Both,Low,L
3545,11,155,37.14679000000002,0.23965670967741948,0.12564494684323077,0.84424,14,0.09032258064516129,17583.361767064784,5.295260995551798,107.42350149511469,820.7654543105288,5.295260995551798,103.40160039036363,15541.6511630591,100.26871718102645,52.040810923052554,4.494792105263048,0.029186961722487328,0.330610616981811,4.494792105263048,0.029186961722487328,0.330610616981811,1,0.12278,0.12278,3,Both,Low,L
3545,12,86,21.903329999999997,0.2546898837209302,0.11675143923712449,0.75659,11,0.12790697674418605,7634.608695974032,12.071822155808118,85.15785850470091,1038.1767053994981,12.071822155808118,101.26776943265877,7910.253615523276,91.97969320375901,60.629767237943675,6.820648421052578,0.08119819548872116,0.3307862820558026,6.820648421052578,0.08119819548872116,0.3307862820558026,1,0.09306,0.09306,0,Both,Low,L
3545,13,42,9.31617,0.22181357142857142,0.10757338710589798,0.62305,1,0.023809523809523808,4782.035221072704,17.4844182970046,129.58062288248286,734.3455684741931,17.4844182970046,96.95774999426887,4580.626866860259,109.06254444905377,52.25821183486168,3.0136031578947122,0.0735025160462125,0.30565098064041696,3.0136031578947122,0.0735025160462125,0.30565098064041696,0,0.0,0.0,3,Both,Low,L
3545,14,48,11.266630000000001,0.23472145833333335,0.10565781772206886,0.54956,0,0.0,4759.305538789297,6.129832268673511,113.98940915239594,294.23194889632856,6.129832268673511,94.6415085819894,5168.894611739205,107.68530441123345,52.38627891079933,-2.5575294736842413,-0.05328186403508836,0.33379457642069804,-2.5575294736842413,-0.05328186403508836,0.33379457642069804,0,0.0,0.0,3,Both,Low,L
3545,15,214,48.24268999999998,0.2254331308411214,0.12680932820065924,0.91089,44,0.205607476635514,18130.418355406302,0.16091359425767357,78.00732842680361,34.435509171142144,0.16091359425767357,91.35608841327563,21073.10421030141,98.47244958084772,56.112256400406096,16.332883157894607,0.0770419016881821,0.28177071620697647,16.332883157894607,0.0770419016881821,0.28177071620697647,2,0.26183999999999996,0.13091999999999998,6,Both,Low,L
3545,16,102,24.594240000000006,0.24112000000000006,0.14668783155221224,1.01831,7,0.06862745098039216,10681.086225577208,6.1928663351958315,105.2185132497542,631.6723661899748,6.1928663351958315,98.075306604117,9650.85383149558,94.6162140342704,59.21391846973265,17.165886315789393,0.16995927045336032,0.3043201840414758,17.165886315789393,0.16995927045336032,0.3043201840414758,0,0.0,0.0,3,Both,Low,L
3545,17,174,38.16948,0.2193648275862069,0.10805644033274493,0.70313,31,0.1781609195402299,16276.044391682033,4.679444341181759,92.22505899876637,814.2233153656259,4.679444341181759,101.19866694385425,16309.159487317464,93.73080165124979,55.05991308733936,30.359768947368302,0.17858687616099,0.30266011136708615,30.359768947368302,0.17858687616099,0.30266011136708615,4,0.44482,0.111205,0,Both,Low,L
3545,18,117,26.892860000000002,0.2298535042735043,0.11829221871741008,0.78052,22,0.18803418803418803,8931.24336954297,6.450882124251112,70.64163897250228,754.75320853738,6.450882124251112,89.98946231379527,11915.48206416998,101.84172704418786,59.15344456878724,20.43456210526309,0.17616001814881974,0.2961297830177726,20.43456210526309,0.17616001814881974,0.2961297830177726,2,0.1281,0.06405,3,Both,Low,L
