ID,userID,Task,QueryLanguage,"Result Order",exitAt,createdAt,updatedAt
"997","1982","0","Eye Tracker","-1","2020-03-13 11:40:23.445","2020-03-13 11:40:18.117","2020-03-13 11:40:23.445"
"998","1982","1","Spanish","4","2020-03-13 11:41:19.476","2020-03-13 11:40:23.569","2020-03-13 11:41:19.476"
"999","1982","2","English","2","2020-03-13 11:42:03.204","2020-03-13 11:41:19.569","2020-03-13 11:42:03.204"
"1000","1982","3","Spanish","0","2020-03-13 11:42:45.451","2020-03-13 11:42:03.310","2020-03-13 11:42:45.451"
"1001","1982","4","English","1","2020-03-13 11:43:18.932","2020-03-13 11:42:45.549","2020-03-13 11:43:18.932"
"1002","1982","5","Spanish","3","2020-03-13 11:44:16.730","2020-03-13 11:43:19.038","2020-03-13 11:44:16.730"
"1003","1982","6","English","4","2020-03-13 11:45:00.075","2020-03-13 11:44:16.837","2020-03-13 11:45:00.075"
"1004","1982","7","Spanish","2","2020-03-13 11:45:31.357","2020-03-13 11:45:00.173","2020-03-13 11:45:31.357"
"1005","1982","8","English","0","2020-03-13 11:46:18.523","2020-03-13 11:45:31.462","2020-03-13 11:46:18.523"
"1006","1982","9","Spanish","1","2020-03-13 11:47:10.421","2020-03-13 11:46:18.622","2020-03-13 11:47:10.421"
"1007","1982","10","English","3","2020-03-13 11:47:53.427","2020-03-13 11:47:10.533","2020-03-13 11:47:53.427"
"1008","1982","11","Spanish","4","2020-03-13 11:48:27.554","2020-03-13 11:47:53.545","2020-03-13 11:48:27.554"
"1009","1982","12","English","2","2020-03-13 11:49:10.885","2020-03-13 11:48:27.654","2020-03-13 11:49:10.885"
"1010","1982","13","Spanish","0","2020-03-13 11:49:41.100","2020-03-13 11:49:10.976","2020-03-13 11:49:41.100"
"1011","1982","14","English","1","2020-03-13 11:49:59.842","2020-03-13 11:49:41.207","2020-03-13 11:49:59.842"
"1012","1982","15","Spanish","3","2020-03-13 11:50:26.035","2020-03-13 11:49:59.940","2020-03-13 11:50:26.035"
"1013","1982","16","English","4","2020-03-13 11:50:51.514","2020-03-13 11:50:26.140","2020-03-13 11:50:51.514"
"1014","1982","17","Spanish","2","2020-03-13 11:51:23.762","2020-03-13 11:50:51.627","2020-03-13 11:51:23.762"
"1015","1982","18","English","0","2020-03-13 11:52:26.473","2020-03-13 11:51:23.844","2020-03-13 11:52:26.473"
"1016","1982","19","Spanish","1","2020-03-13 11:52:56.818","2020-03-13 11:52:26.561","2020-03-13 11:52:56.818"
"1017","1982","20","English","3","2020-03-13 11:53:27.490","2020-03-13 11:52:56.915","2020-03-13 11:53:27.490"
"1018","1982","21","Spanish","4","2020-03-13 11:53:53.490","2020-03-13 11:53:27.578","2020-03-13 11:53:53.490"
"1019","1982","22","English","2","2020-03-13 11:54:24.928","2020-03-13 11:53:53.593","2020-03-13 11:54:24.928"
"1020","1982","23","Spanish","0","2020-03-13 11:55:10.240","2020-03-13 11:54:25.013","2020-03-13 11:55:10.240"
"1021","1982","24","English","1","2020-03-13 11:55:35.017","2020-03-13 11:55:10.327","2020-03-13 11:55:35.017"
"1022","1982","25","Spanish","3","2020-03-13 11:56:14.106","2020-03-13 11:55:35.111","2020-03-13 11:56:14.106"
"1023","1982","26","English","4","2020-03-13 11:56:36.587","2020-03-13 11:56:14.220","2020-03-13 11:56:36.587"
"1024","1982","27","Spanish","2","2020-03-13 11:57:02.179","2020-03-13 11:56:36.691","2020-03-13 11:57:02.179"
"1025","1982","28","English","0","2020-03-13 11:57:18.474","2020-03-13 11:57:02.264","2020-03-13 11:57:18.474"
"1026","1982","29","Spanish","1","2020-03-13 11:57:46.683","2020-03-13 11:57:18.564","2020-03-13 11:57:46.683"
"1027","1982","30","English","3","2020-03-13 11:58:02.979","2020-03-13 11:57:46.761","2020-03-13 11:58:02.979"
