userID,Page,AOI_TYPE,Total_Fixation_Count,Total_Fixation_Duration,Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Total_Refixation_Count,Refixation_Ratio,Total_Saccade_Length,Average_Saccade_Length,Saccade_Length_SD,Total_Saccade_Absolute_Angle,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Total_Saccade_Relative_Angle,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Total_Left_Eye_Difference,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Total_Right_Eye_Difference,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Total_Blink_Duration,Average_Blink_Duration,AOILanguage,PreviousAOILanguage,LanguageSwitch,Self AOI_Language_Prof,Test AOI_Language_Prof,Is_AOI_L1
1982,1,RESULT1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Spanish,Spanish,No,Medium,High,No
1982,1,RESULT2,2,0.31251,0.156255,0.015625,0.17188,1,0.5,141.61026426200175,-65.49490094569471,62.942098365335035,-130.98980189138942,-65.49490094569471,76.50130290274377,166.42830572589926,83.21415286294963,56.21675866843714,0.01888230769230503,0.009441153846152515,0.24816500000000086,0.01888230769230503,0.009441153846152515,0.24816500000000086,0,0.0,0.0,English,Spanish,Yes,High,Medium,Yes
1982,1,RESULT3,2,0.17187999999999998,0.08593999999999999,0.007810000000000003,0.09375,0,0.0,568.8349104742659,-75.17470320610866,240.68725123120583,-150.34940641221732,-75.17470320610866,45.150950848205134,157.72564681305482,78.86282340652741,10.83527489706234,0.15763230769230585,0.07881615384615293,0.04617000000000007,0.15763230769230585,0.07881615384615293,0.04617000000000007,1,0.09577999999999999,0.09577999999999999,Spanish,English,Yes,Medium,High,No
1982,1,RESULT4,2,0.6875100000000001,0.34375500000000003,0.265625,0.60938,0,0.0,285.95502213482587,-47.5459488553032,138.49633379352608,-95.0918977106064,-47.5459488553032,99.12143928096552,259.20014689516256,129.60007344758128,12.0411293936087,-0.2646676923076949,-0.13233384615384747,0.1753950000000002,-0.2646676923076949,-0.13233384615384747,0.1753950000000002,0,0.0,0.0,English,Spanish,Yes,High,Medium,Yes
1982,1,RESULT5,9,2.2031400000000003,0.24479333333333336,0.10442725740384497,0.46875,0,0.0,979.5603224004543,-17.845477716786338,120.0929521321147,-160.609299451077,-17.845477716786338,45.293831997013434,989.4834563022494,109.94260625580546,49.82931090841569,-2.626174615384626,-0.2917971794871807,0.1598470634353001,-2.626174615384626,-0.2917971794871807,0.1598470634353001,0,0.0,0.0,Spanish,English,Yes,Medium,High,No
1982,1,RESULT6,19,4.640669999999999,0.24424578947368414,0.12221426165015488,0.5,3,0.15789473684210525,1797.2028596966034,12.120457514658112,55.241278477560975,230.28869277850416,12.120457514658112,97.98861093657506,2011.1852526506384,105.8518554026652,66.59161974692104,-4.203803076923099,-0.22125279352226834,0.10462311374471647,-4.203803076923099,-0.22125279352226834,0.10462311374471647,0,0.0,0.0,English,Spanish,Yes,High,Medium,Yes
1982,2,RESULT1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Spanish,English,Yes,Medium,High,No
1982,2,RESULT2,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Spanish,Spanish,No,Medium,High,No
1982,2,RESULT3,2,0.42188000000000003,0.21094000000000002,0.13280999999999998,0.34375,0,0.0,541.8215973859565,13.659779348163926,246.20182038306018,27.319558696327853,13.659779348163926,98.62424656866713,179.69870149038772,89.84935074519386,72.60085760785961,-0.42114769230769467,-0.21057384615384733,0.19951999999999992,-0.42114769230769467,-0.21057384615384733,0.19951999999999992,0,0.0,0.0,Spanish,Spanish,No,Medium,High,No
1982,2,RESULT4,1,0.3125,0.3125,0.0,0.3125,0,0.0,443.3046456402639,-84.46001521835815,0.0,-84.46001521835815,-84.46001521835815,0.0,167.24694921910708,167.24694921910708,0.0,0.09936615384615256,0.09936615384615256,0.0,0.09936615384615256,0.09936615384615256,0.0,0,0.0,0.0,English,Spanish,Yes,High,Medium,Yes
1982,2,RESULT5,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,English,English,No,High,Medium,Yes
1982,2,RESULT6,6,1.5781399999999999,0.2630233333333333,0.1273932951750427,0.51563,0,0.0,2972.8438624748933,38.00199043326232,785.9026421145122,228.01194259957398,38.00199043326232,99.2500569139092,395.0448397036132,65.84080661726885,59.73560915709775,-2.054623076923084,-0.3424371794871806,0.04150887455312012,-2.054623076923084,-0.3424371794871806,0.04150887455312012,0,0.0,0.0,English,English,No,High,Medium,Yes
1982,3,RESULT1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Spanish,English,Yes,Medium,High,No
1982,3,RESULT2,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Spanish,Spanish,No,Medium,High,No
