userID,Duration,Page,Order,Language,TaskPage
3545,13.900000000000091,1,2,English,3
3545,56.0,1,2,English,4
3545,0.599999999999909,1,2,English,5
3545,1.199999999999818,6,2,English,3
3545,2.300000000000182,6,2,English,4
3545,1.599999999999909,6,2,English,5
3545,2.5,11,2,English,3
3545,28.09999999999991,11,2,English,5
3545,0.5,11,2,English,4
3545,1.0,16,2,English,3
3545,2.699999999999818,16,2,English,4
3545,2.200000000000273,16,2,English,5
3545,3.400000000000091,21,2,English,3
3545,2.800000000000182,21,2,English,4
3545,4.599999999999909,21,2,English,5
3545,9.5,26,2,English,3
3545,14.099999999999909,26,2,English,4
3545,0.5,26,2,English,5
5890,39.0,1,2,English,3
5890,5.0,1,2,English,4
5890,1.2999999999999545,1,2,English,5
5890,1.5,6,2,English,3
5890,1.2000000000000455,6,2,English,4
5890,2.2000000000000455,6,2,English,5
5890,8.5,11,2,English,3
5890,10.0,11,2,English,4
5890,11.299999999999955,11,2,English,5
5890,9.5,16,2,English,4
5890,2.099999999999909,16,2,English,5
5890,1.7999999999999545,16,2,English,3
5890,11.5,21,2,English,3
5890,6.2000000000000455,21,2,English,4
5890,1.2999999999999545,21,2,English,5
5890,3.900000000000091,26,2,English,3
5890,2.5,26,2,English,4
5890,1.0,26,2,English,5
2128,4.0,5,2,English,3
2128,5.2999999999999545,5,2,English,4
2128,1.0,5,2,English,5
2128,1.7000000000000455,10,2,English,3
2128,0.900000000000091,10,2,English,4
2128,1.099999999999909,10,2,English,5
2128,0.900000000000091,15,2,English,3
2128,2.0,15,2,English,4
2128,0.900000000000091,15,2,English,5
2128,0.900000000000091,20,2,English,3
2128,1.400000000000091,20,2,English,4
2128,1.599999999999909,20,2,English,5
2128,1.2999999999997272,25,2,English,3
2128,1.300000000000182,25,2,English,4
2128,1.300000000000182,25,2,English,5
2128,1.2999999999997272,30,2,English,3
2128,1.2000000000002728,30,2,English,4
2128,2.400000000000091,30,2,English,5
2156,17.299999999999955,4,2,English,3
2156,2.7999999999999545,4,2,English,4
2156,1.2000000000000455,4,2,English,5
2156,1.599999999999909,9,2,English,3
2156,4.600000000000136,9,2,English,4
2156,22.699999999999818,9,2,English,5
2156,1.900000000000091,14,2,English,3
2156,5.400000000000091,14,2,English,5
2156,1.8999999999996362,14,2,English,4
2156,18.200000000000273,19,2,English,5
2156,3.0,19,2,English,4
2156,8.799999999999727,19,2,English,3
