userID,Duration,Page,Order,Language,TaskPage
5890,2.1000000000000227,3,3,Spanish,3
5890,9.5,3,3,Spanish,4
5890,13.599999999999909,3,3,Spanish,5
5890,4.600000000000136,8,3,Spanish,3
5890,2.3999999999998636,8,3,Spanish,4
5890,2.6000000000001364,8,3,Spanish,5
5890,6.2999999999999545,13,3,Spanish,3
5890,4.899999999999864,13,3,Spanish,4
5890,2.5,13,3,Spanish,5
5890,12.599999999999909,18,3,Spanish,3
5890,6.2999999999999545,18,3,Spanish,4
5890,7.5,18,3,Spanish,5
5890,2.7000000000000455,23,3,Spanish,3
5890,2.699999999999818,23,3,Spanish,4
5890,1.400000000000091,23,3,Spanish,5
5890,9.799999999999955,28,3,Spanish,3
5890,7.400000000000091,28,3,Spanish,4
5890,7.5,28,3,Spanish,5
2128,9.899999999999864,1,3,Spanish,3
2128,7.2000000000000455,1,3,Spanish,5
2128,1.400000000000091,1,3,Spanish,4
2128,5.5,6,3,Spanish,3
2128,3.7000000000000455,6,3,Spanish,4
2128,1.2000000000000455,6,3,Spanish,5
2128,2.2000000000000455,11,3,Spanish,3
2128,4.899999999999864,11,3,Spanish,4
2128,3.1000000000001364,11,3,Spanish,5
2128,6.900000000000091,16,3,Spanish,3
2128,0.8999999999998636,16,3,Spanish,4
2128,1.2000000000000455,16,3,Spanish,5
2128,0.5,21,3,Spanish,3
2128,0.6000000000001364,21,3,Spanish,4
2128,1.199999999999818,21,3,Spanish,5
2128,0.900000000000091,26,3,Spanish,3
2128,8.5,26,3,Spanish,4
2128,2.599999999999909,26,3,Spanish,5
2156,6.099999999999909,2,3,Spanish,5
2156,6.7000000000000455,2,3,Spanish,4
2156,2.6000000000001364,2,3,Spanish,3
2156,11.5,7,3,Spanish,3
2156,4.7000000000000455,7,3,Spanish,4
2156,15.5,7,3,Spanish,5
2156,1.599999999999909,12,3,Spanish,3
2156,2.599999999999909,12,3,Spanish,4
2156,1.400000000000091,12,3,Spanish,5
2156,1.7999999999997272,17,3,Spanish,3
2156,2.300000000000182,17,3,Spanish,4
2156,4.799999999999727,17,3,Spanish,5
2156,8.700000000000273,22,3,Spanish,3
2156,9.5,22,3,Spanish,5
2156,5.299999999999727,22,3,Spanish,4
2156,2.300000000000182,27,3,Spanish,3
2156,3.099999999999909,27,3,Spanish,4
2156,3.5,27,3,Spanish,5
5492,11.800000000000011,5,3,Spanish,3
5492,4.799999999999983,5,3,Spanish,4
5492,12.700000000000017,5,3,Spanish,5
5492,1.2999999999999545,10,3,Spanish,3
5492,0.7000000000000455,10,3,Spanish,4
5492,0.6999999999999318,10,3,Spanish,5
5492,4.899999999999977,15,3,Spanish,3
5492,3.800000000000068,15,3,Spanish,4
5492,3.5,15,3,Spanish,5
5492,6.100000000000136,20,3,Spanish,3
5492,8.199999999999818,20,3,Spanish,4
5492,0.900000000000091,20,3,Spanish,5
5492,10.599999999999909,25,3,Spanish,3
5492,12.5,25,3,Spanish,4
5492,3.7999999999999545,25,3,Spanish,5
5492,2.599999999999909,30,3,Spanish,3
5492,0.900000000000091,30,3,Spanish,4
5492,0.8999999999998636,30,3,Spanish,5
2899,12.800000000000011,4,3,Spanish,3
2899,7.699999999999989,4,3,Spanish,4
2899,5.200000000000017,4,3,Spanish,5
2899,1.5,9,3,Spanish,3
2899,2.3000000000000114,9,3,Spanish,4
2899,4.699999999999989,9,3,Spanish,5
2899,4.2000000000000455,14,3,Spanish,3
2899,3.599999999999909,14,3,Spanish,4
2899,4.900000000000091,14,3,Spanish,5
2899,3.1000000000000227,19,3,Spanish,3
2899,5.2999999999999545,19,3,Spanish,4
2899,4.2000000000000455,19,3,Spanish,5
2899,5.7000000000000455,24,3,Spanish,3
2899,5.100000000000023,24,3,Spanish,4
2899,3.699999999999932,24,3,Spanish,5
2899,6.900000000000091,29,3,Spanish,3
2899,5.2999999999999545,29,3,Spanish,4
2899,0.6000000000000227,29,3,Spanish,5
6673,12.199999999999818,1,3,Spanish,3
6673,4.599999999999909,1,3,Spanish,4
6673,5.600000000000364,1,3,Spanish,5
6673,1.2999999999997272,6,3,Spanish,3
6673,2.900000000000091,6,3,Spanish,4
6673,3.5,6,3,Spanish,5
6673,2.4000000000000057,11,3,Spanish,3
6673,5.5,11,3,Spanish,4
6673,9.399999999999991,11,3,Spanish,5
6673,11.200000000000045,16,3,Spanish,3
6673,6.2999999999999545,16,3,Spanish,4
6673,10.700000000000045,16,3,Spanish,5
6673,2.8999999999999773,21,3,Spanish,3
6673,2.7000000000000455,21,3,Spanish,4
6673,0.7999999999999545,21,3,Spanish,5
6673,2.2000000000000455,26,3,Spanish,3
6673,8.5,26,3,Spanish,4
6673,0.6999999999999318,26,3,Spanish,5
7734,18.100000000000023,4,3,Spanish,3
7734,11.299999999999955,4,3,Spanish,4
7734,8.600000000000023,4,3,Spanish,5
7734,4.199999999999932,9,3,Spanish,3
7734,15.5,9,3,Spanish,4
7734,0.8000000000000682,9,3,Spanish,5
7734,19.40000000000009,14,3,Spanish,3
7734,9.299999999999955,14,3,Spanish,4
7734,1.400000000000091,14,3,Spanish,5
7734,2.6000000000001364,19,3,Spanish,3
7734,2.8999999999998636,19,3,Spanish,4
7734,4.0,19,3,Spanish,5
7734,14.099999999999909,24,3,Spanish,3
7734,3.0,24,3,Spanish,4
7734,3.300000000000182,24,3,Spanish,5
7734,5.800000000000182,29,3,Spanish,3
7734,4.099999999999909,29,3,Spanish,4
7734,1.2000000000000455,29,3,Spanish,5
6515,6.2000000000000455,3,3,Spanish,3
6515,2.900000000000091,3,3,Spanish,4
6515,3.7999999999999545,3,3,Spanish,5
6515,2.2000000000000455,8,3,Spanish,3
6515,2.1000000000001364,8,3,Spanish,4
6515,3.2999999999999545,8,3,Spanish,5
