userID,Duration,Page,Order,Language,TaskPage
3545,1.6000000000003638,4,4,Chinese,2
3545,1.099999999999909,4,4,Chinese,4
3545,3.200000000000273,9,4,Chinese,2
3545,2.099999999999909,9,4,Chinese,4
3545,1.0,14,4,Chinese,2
3545,2.0,14,4,Chinese,4
3545,2.700000000000273,19,4,Chinese,2
3545,3.0,19,4,Chinese,4
3545,5.0,24,4,Chinese,2
3545,5.099999999999909,24,4,Chinese,4
3545,2.3999999999999986,29,4,Chinese,2
3545,2.0,29,4,Chinese,4
132,1.2000000000000455,1,4,Chinese,2
132,1.3999999999998636,1,4,Chinese,4
132,2.7999999999999545,6,4,Chinese,2
132,0.900000000000091,6,4,Chinese,4
132,4.800000000000182,11,4,Chinese,2
132,13.0,11,4,Chinese,4
132,0.900000000000091,16,4,Chinese,4
132,1.3999999999998636,16,4,Chinese,2
132,2.3999999999998636,21,4,Chinese,2
132,0.7999999999999545,21,4,Chinese,4
132,0.900000000000091,26,4,Chinese,2
132,0.599999999999909,26,4,Chinese,4
1586,11.5,5,4,Chinese,2
1586,2.5,5,4,Chinese,4
1586,22.300000000000182,10,4,Chinese,2
1586,6.600000000000136,10,4,Chinese,4
1586,6.699999999999818,15,4,Chinese,2
1586,1.5,15,4,Chinese,4
1586,2.7999999999999545,20,4,Chinese,2
1586,3.400000000000091,20,4,Chinese,4
1586,1.199999999999818,25,4,Chinese,2
1586,6.900000000000091,25,4,Chinese,4
1586,4.199999999999818,30,4,Chinese,2
1586,5.599999999999909,30,4,Chinese,4
2068,21.19999999999999,3,4,Chinese,2
2068,1.5,3,4,Chinese,4
2068,1.099999999999966,8,4,Chinese,2
2068,2.3000000000000114,8,4,Chinese,4
2068,9.700000000000045,13,4,Chinese,2
2068,12.599999999999909,13,4,Chinese,4
2068,5.0,18,4,Chinese,2
2068,9.399999999999977,18,4,Chinese,4
2068,1.0,23,4,Chinese,2
2068,1.599999999999909,23,4,Chinese,4
2068,1.7000000000000455,28,4,Chinese,2
2068,1.7999999999999545,28,4,Chinese,4
5385,2.0,4,4,Chinese,2
5385,0.8999999999998636,4,4,Chinese,4
5385,0.7000000000000455,9,4,Chinese,2
5385,6.599999999999909,9,4,Chinese,4
5385,4.2999999999999545,14,4,Chinese,2
5385,1.3999999999998636,14,4,Chinese,4
5385,0.6999999999998181,19,4,Chinese,2
5385,2.0,19,4,Chinese,4
5385,2.0,24,4,Chinese,2
5385,0.6000000000003638,24,4,Chinese,4
5385,6.0,29,4,Chinese,2
5385,2.0,29,4,Chinese,4
1338,1.0,3,4,Chinese,2
1338,1.7000000000000455,3,4,Chinese,4
1338,1.7999999999999545,8,4,Chinese,2
1338,1.2999999999999545,8,4,Chinese,4
1338,1.199999999999818,13,4,Chinese,2
1338,1.5,13,4,Chinese,4
1338,2.099999999999909,18,4,Chinese,2
1338,0.8000000000001819,18,4,Chinese,4
1338,0.7000000000000455,23,4,Chinese,2
1338,1.2999999999999545,23,4,Chinese,4
1338,4.5,28,4,Chinese,2
1338,1.400000000000091,28,4,Chinese,4
2591,2.8999999999999986,5,4,Chinese,2
2591,4.100000000000001,5,4,Chinese,4
2591,3.799999999999983,10,4,Chinese,2
2591,2.1999999999999886,10,4,Chinese,4
2591,2.5,15,4,Chinese,2
2591,6.899999999999977,15,4,Chinese,4
2591,1.1000000000000227,25,4,Chinese,2
2591,3.000000000000057,25,4,Chinese,4
2591,2.0,30,4,Chinese,2
2591,3.099999999999909,30,4,Chinese,4
671,14.699999999999818,5,4,Chinese,2
671,5.299999999999999,5,4,Chinese,4
671,9.300000000000011,10,4,Chinese,2
671,0.9000000000000057,10,4,Chinese,4
671,7.0,15,4,Chinese,2
671,11.800000000000011,15,4,Chinese,4
671,2.300000000000068,20,4,Chinese,2
671,0.8999999999999773,20,4,Chinese,4
671,3.0,25,4,Chinese,2
671,3.7000000000000455,25,4,Chinese,4
671,2.7999999999999545,30,4,Chinese,2
671,3.2999999999999545,30,4,Chinese,4
