userID,Duration,Page,Order,Language,TaskPage
5890,10.100000000000023,4,4,Spanish,2
5890,4.600000000000023,4,4,Spanish,4
5890,16.0,9,4,Spanish,2
5890,1.400000000000091,9,4,Spanish,4
5890,1.7999999999999545,14,4,Spanish,2
5890,4.599999999999909,14,4,Spanish,4
5890,7.5,19,4,Spanish,2
5890,11.700000000000045,19,4,Spanish,4
5890,5.599999999999909,24,4,Spanish,2
5890,3.7000000000000455,24,4,Spanish,4
5890,7.400000000000091,29,4,Spanish,2
5890,7.399999999999636,29,4,Spanish,4
2128,2.5,3,4,Spanish,2
2128,1.900000000000091,3,4,Spanish,4
2128,1.0,8,4,Spanish,2
2128,1.5,8,4,Spanish,4
2128,0.7999999999999545,13,4,Spanish,2
2128,7.400000000000091,13,4,Spanish,4
2128,1.7999999999999545,18,4,Spanish,2
2128,7.5,18,4,Spanish,4
2128,1.5,23,4,Spanish,2
2128,3.699999999999818,23,4,Spanish,4
2128,1.5,28,4,Spanish,2
2128,2.300000000000182,28,4,Spanish,4
2156,14.299999999999955,5,4,Spanish,2
2156,13.0,5,4,Spanish,4
2156,9.400000000000091,10,4,Spanish,2
2156,5.599999999999909,10,4,Spanish,4
2156,3.5,15,4,Spanish,2
2156,4.5,15,4,Spanish,4
2156,21.09999999999991,20,4,Spanish,2
2156,2.800000000000182,20,4,Spanish,4
2156,3.200000000000273,25,4,Spanish,2
2156,2.5,25,4,Spanish,4
2156,3.099999999999909,30,4,Spanish,2
2156,1.599999999999909,30,4,Spanish,4
5492,13.900000000000091,1,4,Spanish,2
5492,6.300000000000182,1,4,Spanish,4
5492,35.30000000000001,6,4,Spanish,2
5492,1.6999999999999886,6,4,Spanish,4
5492,9.5,11,4,Spanish,2
5492,1.0,11,4,Spanish,4
5492,9.300000000000068,16,4,Spanish,2
5492,6.199999999999932,16,4,Spanish,4
5492,12.0,21,4,Spanish,2
5492,5.7000000000000455,21,4,Spanish,4
5492,1.5,26,4,Spanish,2
5492,3.7000000000000455,26,4,Spanish,4
2899,12.5,2,4,Spanish,2
2899,5.399999999999999,2,4,Spanish,4
2899,3.4000000000000057,7,4,Spanish,2
2899,4.699999999999989,7,4,Spanish,4
2899,8.899999999999977,12,4,Spanish,2
2899,6.400000000000034,12,4,Spanish,4
2899,3.1000000000000227,17,4,Spanish,2
2899,1.3000000000000682,17,4,Spanish,4
2899,6.800000000000068,22,4,Spanish,2
2899,3.3999999999999773,22,4,Spanish,4
2899,3.0,27,4,Spanish,2
2899,1.6000000000000227,27,4,Spanish,4
6673,3.599999999999909,3,4,Spanish,2
6673,20.800000000000182,3,4,Spanish,4
6673,6.799999999999727,8,4,Spanish,2
6673,3.900000000000091,8,4,Spanish,4
6673,33.0,13,4,Spanish,2
6673,9.800000000000011,13,4,Spanish,4
6673,6.100000000000023,18,4,Spanish,2
6673,7.100000000000023,18,4,Spanish,4
6673,4.099999999999909,23,4,Spanish,2
6673,1.2999999999999545,23,4,Spanish,4
6673,5.5,28,4,Spanish,2
6673,0.7000000000000455,28,4,Spanish,4
7734,5.300000000000011,2,4,Spanish,2
7734,12.900000000000034,2,4,Spanish,4
7734,9.0,7,4,Spanish,2
7734,12.5,7,4,Spanish,4
7734,2.3999999999999773,12,4,Spanish,2
7734,8.899999999999977,12,4,Spanish,4
7734,1.0,17,4,Spanish,2
7734,1.2999999999999545,17,4,Spanish,4
7734,5.699999999999818,22,4,Spanish,2
7734,7.5,22,4,Spanish,4
7734,5.7000000000000455,27,4,Spanish,2
7734,2.7000000000000455,27,4,Spanish,4
6515,4.800000000000182,4,4,Spanish,2
6515,4.2000000000000455,4,4,Spanish,4
6515,6.600000000000136,9,4,Spanish,2
6515,2.400000000000091,9,4,Spanish,4
6515,1.400000000000091,14,4,Spanish,2
6515,2.800000000000182,14,4,Spanish,4
6515,3.1000000000001364,19,4,Spanish,2
6515,1.0,19,4,Spanish,4
6515,4.699999999999818,24,4,Spanish,2
6515,1.400000000000091,24,4,Spanish,4
6515,1.699999999999818,29,4,Spanish,2
6515,3.699999999999818,29,4,Spanish,4
6965,5.5,4,4,Spanish,2
6965,6.900000000000091,4,4,Spanish,4
6965,3.700000000000273,9,4,Spanish,2
6965,4.399999999999636,9,4,Spanish,4
6965,2.900000000000091,14,4,Spanish,2
6965,3.099999999999909,14,4,Spanish,4
6965,5.400000000000091,19,4,Spanish,2
6965,1.400000000000091,19,4,Spanish,4
6965,0.7000000000002728,24,4,Spanish,2
6965,1.199999999999818,24,4,Spanish,4
6965,3.200000000000003,29,4,Spanish,2
6965,2.0,29,4,Spanish,4
3816,6.100000000000364,5,4,Spanish,2
3816,1.5,5,4,Spanish,4
3816,2.600000000000364,10,4,Spanish,2
3816,1.5,10,4,Spanish,4
3816,1.0,15,4,Spanish,2
3816,1.400000000000091,15,4,Spanish,4
3816,9.800000000000182,20,4,Spanish,2
3816,1.300000000000182,20,4,Spanish,4
3816,5.200000000000273,25,4,Spanish,2
3816,6.700000000000273,25,4,Spanish,4
3816,3.0,30,4,Spanish,2
3816,2.0,30,4,Spanish,4
1855,2.3999999999998636,4,4,Spanish,2
1855,2.099999999999909,9,4,Spanish,2
1855,2.2999999999999545,9,4,Spanish,4
1855,1.0,14,4,Spanish,2
1855,0.6000000000001364,14,4,Spanish,4
1855,1.5,19,4,Spanish,2
1855,0.8999999999998636,19,4,Spanish,4
1855,3.400000000000091,24,4,Spanish,2
1855,1.1000000000001364,24,4,Spanish,4
1855,1.5,29,4,Spanish,2
1855,1.2000000000000455,29,4,Spanish,4
1699,2.200000000000273,2,4,Spanish,2
1699,3.299999999999727,2,4,Spanish,4
1699,5.600000000000023,7,4,Spanish,2
1699,29.099999999999966,7,4,Spanish,4
1699,12.200000000000045,12,4,Spanish,2
1699,4.2999999999999545,12,4,Spanish,4
1699,13.700000000000045,17,4,Spanish,2
1699,0.7999999999999545,17,4,Spanish,4
1699,18.299999999999955,22,4,Spanish,4
1699,8.399999999999977,22,4,Spanish,2
1699,1.199999999999818,27,4,Spanish,2
1699,1.5,27,4,Spanish,4
2934,17.700000000000045,2,4,Spanish,2
2934,5.099999999999909,2,4,Spanish,4
2934,10.099999999999909,7,4,Spanish,2
2934,25.299999999999955,7,4,Spanish,4
2934,4.7000000000000455,12,4,Spanish,2
2934,12.799999999999955,12,4,Spanish,2
2934,9.700000000000045,12,4,Spanish,4
2934,3.0,17,4,Spanish,4
2934,3.599999999999909,17,4,Spanish,2
2934,11.099999999999909,22,4,Spanish,4
2934,1.0,22,4,Spanish,2
2934,6.799999999999727,27,4,Spanish,2
2934,2.199999999999818,27,4,Spanish,4
4799,4.2999999999999545,2,4,Spanish,2
4799,2.099999999999909,2,4,Spanish,4
4799,12.900000000000091,7,4,Spanish,2
4799,10.800000000000182,7,4,Spanish,4
4799,2.300000000000182,12,4,Spanish,4
4799,2.900000000000091,12,4,Spanish,2
4799,5.5,17,4,Spanish,4
4799,31.300000000000182,17,4,Spanish,2
4799,8.0,22,4,Spanish,2
4799,7.699999999999818,22,4,Spanish,4
4799,1.699999999999818,27,4,Spanish,2
4799,4.900000000000091,27,4,Spanish,4
5689,6.900000000000091,2,4,Spanish,2
5689,8.199999999999818,2,4,Spanish,4
5689,4.099999999999909,7,4,Spanish,2
5689,2.800000000000182,7,4,Spanish,4
5689,2.0,12,4,Spanish,4
5689,3.700000000000273,17,4,Spanish,2
5689,1.6000000000003638,17,4,Spanish,4
5689,0.599999999999909,22,4,Spanish,2
5689,4.699999999999818,22,4,Spanish,4
5689,2.599999999999909,27,4,Spanish,2
5689,1.099999999999909,27,4,Spanish,4
452,5.7999999999999545,1,4,Spanish,2
452,1.7999999999999545,1,4,Spanish,4
452,2.599999999999909,6,4,Spanish,2
452,5.5,6,4,Spanish,4
452,6.899999999999636,11,4,Spanish,2
452,1.599999999999909,11,4,Spanish,4
452,2.299999999999727,16,4,Spanish,2
452,2.699999999999818,16,4,Spanish,4
452,0.8000000000001819,21,4,Spanish,2
452,2.199999999999818,21,4,Spanish,4
452,1.7999999999997272,26,4,Spanish,2
452,1.599999999999909,26,4,Spanish,4
6853,7.2000000000000455,3,4,Spanish,2
6853,10.5,3,4,Spanish,4
6853,6.100000000000136,8,4,Spanish,2
6853,6.5,8,4,Spanish,4
6853,7.0,13,4,Spanish,2
6853,4.599999999999909,13,4,Spanish,4
6853,1.5,18,4,Spanish,2
6853,2.5,18,4,Spanish,4
6853,2.0,23,4,Spanish,2
6853,2.400000000000091,23,4,Spanish,4
