MEDIA_ID,MEDIA_NAME,BKID,BKDUR,BKPMIN,X_Coordinate,Y_Coordinate,userID,AOI_TYPE,Page
1,hapii,1412,0.09515,23,781,2,2492,NOT_AOI,0
1,hapii,1413,0.12947,24,1890,311,2492,NOT_AOI,0
1,hapii,1414,0.12853,23,0,0,2492,NOT_AOI,0
1,hapii,1416,0.159,21,913,137,2492,QUERY,0
1,hapii,1417,0.12832000000000002,21,861,205,2492,RESULT1,0
1,hapii,1418,0.04129,22,654,987,2492,NOT_AOI,0
1,hapii,1419,0.15633,21,769,226,2492,RESULT1,0
1,hapii,1420,0.15582000000000001,21,1068,119,2492,QUERY,0
1,hapii,1421,0.16137,21,424,164,2492,NOT_AOI,0
1,hapii,1422,0.10029,20,12,49,2492,NOT_AOI,0
1,hapii,1424,0.10295,22,45,37,2492,NOT_AOI,0
1,hapii,1425,0.06902,23,51,80,2492,NOT_AOI,0
1,hapii,1426,0.1517,23,31,58,2492,NOT_AOI,0
1,hapii,1427,0.12132000000000001,24,35,133,2492,NOT_AOI,0
1,hapii,1429,0.09493,23,75,59,2492,NOT_AOI,0
1,hapii,1430,0.09805,24,57,220,2492,NOT_AOI,0
1,hapii,1431,0.11414,24,46,35,2492,NOT_AOI,0
1,hapii,1432,0.06214,24,21,162,2492,NOT_AOI,0
1,hapii,1433,0.15425,24,3,226,2492,NOT_AOI,0
1,hapii,1434,0.09715,24,-128,256,2492,NOT_AOI,0
1,hapii,1435,0.0792,25,-32,132,2492,NOT_AOI,0
1,hapii,1436,0.07737999999999999,25,-26,164,2492,NOT_AOI,0
1,hapii,1437,0.1642,26,-129,271,2492,NOT_AOI,0
1,hapii,1438,0.12168,25,-41,160,2492,NOT_AOI,0
1,hapii,1439,0.09485,26,-100,238,2492,NOT_AOI,0
1,hapii,1440,0.11821,26,-59,358,2492,NOT_AOI,0
1,hapii,1441,0.10507000000000001,27,-218,820,2492,NOT_AOI,0
1,hapii,1442,0.15608,26,-148,399,2492,NOT_AOI,0
1,hapii,1443,0.13960999999999998,27,-275,456,2492,NOT_AOI,0
1,hapii,1445,0.1138,27,-126,409,2492,NOT_AOI,0
1,hapii,1446,0.09983,26,-123,334,2492,NOT_AOI,0
1,hapii,1447,0.09178,26,-151,407,2492,NOT_AOI,0
1,hapii,1448,0.19779000000000002,27,-187,409,2492,NOT_AOI,0
1,hapii,1449,0.13085,27,0,0,2492,NOT_AOI,0
1,hapii,1450,0.06422,28,-258,700,2492,NOT_AOI,0
1,hapii,1451,0.16165,27,381,830,2492,NOT_AOI,0
1,hapii,1452,0.12365,25,-13,396,2492,NOT_AOI,0
1,hapii,1453,0.11527000000000001,26,-33,435,2492,NOT_AOI,0
1,hapii,1454,0.21574000000000002,27,0,0,2492,NOT_AOI,0
1,hapii,1455,0.18193,27,0,0,2492,NOT_AOI,0
1,hapii,1456,0.13635999999999998,27,0,0,2492,NOT_AOI,0
1,hapii,1457,0.13359000000000001,24,291,265,2492,NOT_AOI,0
1,hapii,1458,0.17557999999999999,23,790,592,2492,RESULT4,0
1,hapii,1459,0.36253,22,352,124,2492,NOT_AOI,1
1,hapii,1460,0.10122,22,265,43,2492,NOT_AOI,1
1,hapii,1461,0.12850999999999999,22,286,80,2492,NOT_AOI,1
1,hapii,1462,0.131,21,428,49,2492,NOT_AOI,1
1,hapii,1463,0.09101000000000001,20,513,231,2492,NOT_AOI,1
1,hapii,1464,0.14631,20,417,299,2492,NOT_AOI,1
1,hapii,1465,0.10407000000000001,20,220,77,2492,NOT_AOI,2
1,hapii,1466,0.08098,20,264,109,2492,NOT_AOI,2
1,hapii,1467,0.030889999999999997,20,1345,-318,2492,NOT_AOI,2
1,hapii,1468,0.10355,20,767,-207,2492,NOT_AOI,2
1,hapii,1469,0.10770999999999999,19,234,165,2492,NOT_AOI,2
1,hapii,1470,0.11277000000000001,20,613,376,2492,NOT_AOI,2
1,hapii,1471,0.08112,20,612,-174,2492,NOT_AOI,2
1,hapii,1472,0.09339,18,1386,-310,2492,NOT_AOI,2
1,hapii,1473,0.10257000000000001,18,821,-240,2492,NOT_AOI,2
1,hapii,1475,0.09966,19,415,7,2492,NOT_AOI,2
1,hapii,1476,0.03435,20,0,0,2492,NOT_AOI,2
1,hapii,1477,0.10232000000000001,21,926,596,2492,RESULT4,2
1,hapii,1479,1.5831,22,344,241,2492,NOT_AOI,2
1,hapii,1480,0.10367,22,308,154,2492,NOT_AOI,2
1,hapii,1481,0.11517999999999999,22,751,79,2492,NOT_AOI,2
1,hapii,1482,1.17534,23,0,0,2492,NOT_AOI,2
1,hapii,1483,0.10087,24,464,145,2492,NOT_AOI,2
1,hapii,1484,0.13763,24,498,198,2492,NOT_AOI,2
1,hapii,1486,2.70248,24,0,0,2492,NOT_AOI,2
1,hapii,1487,0.05901,25,660,1153,2492,NOT_AOI,2
1,hapii,1488,0.39321,25,1534,5248,2492,NOT_AOI,2
1,hapii,1489,0.1412,25,0,0,2492,NOT_AOI,3
1,hapii,1490,0.09988,26,241,25,2492,NOT_AOI,3
1,hapii,1491,0.08691,25,465,-32,2492,NOT_AOI,3
1,hapii,1492,0.09695,25,624,-102,2492,NOT_AOI,3
1,hapii,1493,0.70968,25,616,-33,2492,NOT_AOI,3
1,hapii,1494,0.10139,25,109,62,2492,NOT_AOI,3
1,hapii,1495,1.91868,25,0,0,2492,NOT_AOI,3
1,hapii,1496,0.12276,25,65,-42,2492,NOT_AOI,3
1,hapii,1497,1.351,25,0,0,2492,NOT_AOI,3
1,hapii,1498,0.04068,19,448,139,2492,NOT_AOI,3
1,hapii,1499,0.02732,20,438,447,2492,NOT_AOI,3
1,hapii,1500,0.17912999999999998,20,566,239,2492,NOT_AOI,3
1,hapii,1501,0.0428,21,312,302,2492,NOT_AOI,3
1,hapii,1502,0.12132000000000001,22,0,0,2492,NOT_AOI,3
1,hapii,1503,0.2372,21,251,450,2492,NOT_AOI,3
1,hapii,1504,0.1041,20,792,-79,2492,NOT_AOI,4
1,hapii,1505,0.0843,20,787,-247,2492,NOT_AOI,4
1,hapii,1506,0.09187999999999999,20,803,-201,2492,NOT_AOI,4
1,hapii,1507,0.12958,21,349,28,2492,NOT_AOI,4
1,hapii,1508,0.52461,21,0,0,2492,NOT_AOI,4
1,hapii,1509,1.3131700000000002,18,0,0,2492,NOT_AOI,4
1,hapii,1510,0.04267,18,1053,846,2492,RESULT6,4
1,hapii,1511,0.07852,19,2347,-54,2492,NOT_AOI,4
1,hapii,1512,0.24413,19,-1403,1212,2492,NOT_AOI,4
1,hapii,1513,0.10780999999999999,19,954,-317,2492,NOT_AOI,5
1,hapii,1514,0.04319,18,942,-553,2492,NOT_AOI,5
1,hapii,1515,0.10873,18,-204,357,2492,NOT_AOI,5
1,hapii,1516,0.11447,19,268,88,2492,NOT_AOI,5
1,hapii,1517,0.15108,20,455,-72,2492,NOT_AOI,5
1,hapii,1518,2.34816,20,0,0,2492,NOT_AOI,5
1,hapii,1519,0.1689,18,545,-63,2492,NOT_AOI,5
1,hapii,1520,2.41467,17,0,0,2492,NOT_AOI,5
1,hapii,1521,1.60227,17,0,0,2492,NOT_AOI,5
1,hapii,1522,0.06226,14,62,-361,2492,NOT_AOI,5
1,hapii,1523,0.0724,15,0,0,2492,NOT_AOI,6
1,hapii,1524,0.21811,16,0,0,2492,NOT_AOI,6
1,hapii,1525,0.09788,15,845,-78,2492,NOT_AOI,6
1,hapii,1526,0.054229999999999993,14,1727,-485,2492,NOT_AOI,6
1,hapii,1527,0.13041,14,907,-320,2492,NOT_AOI,6
1,hapii,1528,0.12613,15,546,-55,2492,NOT_AOI,6
1,hapii,1529,0.13462000000000002,15,531,-52,2492,NOT_AOI,6
1,hapii,1530,1.40507,15,0,0,2492,NOT_AOI,6
1,hapii,1531,0.22746999999999998,15,0,0,2492,NOT_AOI,6
1,hapii,1532,0.1622,13,6610,2266,2492,NOT_AOI,6
1,hapii,1533,0.21031999999999998,12,857,562,2492,RESULT4,6
