ID,userID,Task,QueryLanguage,"Result Order",exitAt,createdAt,updatedAt
"593","6515","0","Eye Tracker","-1","2019-11-21 15:14:30.382","2019-11-21 15:14:21.693","2019-11-21 15:14:30.382"
"594","6515","1","Spanish","2","2019-11-21 15:16:31.068","2019-11-21 15:14:30.535","2019-11-21 15:16:31.068"
"595","6515","2","English","0","2019-11-21 15:17:36.910","2019-11-21 15:16:31.172","2019-11-21 15:17:36.910"
"596","6515","3","Spanish","3","2019-11-21 15:19:22.446","2019-11-21 15:17:37.027","2019-11-21 15:19:22.446"
"597","6515","4","English","4","2019-11-21 15:19:47.725","2019-11-21 15:19:22.587","2019-11-21 15:19:47.725"
"598","6515","5","Spanish","1","2019-11-21 15:20:34.592","2019-11-21 15:19:47.826","2019-11-21 15:20:34.592"
"599","6515","6","English","2","2019-11-21 15:21:04.709","2019-11-21 15:20:34.700","2019-11-21 15:21:04.709"
"600","6515","7","Spanish","0","2019-11-21 15:22:47.091","2019-11-21 15:21:04.821","2019-11-21 15:22:47.091"
"601","6515","8","English","3","2019-11-21 15:23:11.751","2019-11-21 15:22:47.196","2019-11-21 15:23:11.751"
"602","6515","9","Spanish","4","2019-11-21 15:24:02.668","2019-11-21 15:23:11.864","2019-11-21 15:24:02.668"
"603","6515","10","English","1","2019-11-21 15:24:30.188","2019-11-21 15:24:02.764","2019-11-21 15:24:30.188"
"604","6515","11","Spanish","2","2019-11-21 15:25:15.890","2019-11-21 15:24:30.288","2019-11-21 15:25:15.890"
"605","6515","12","English","0","2019-11-21 15:25:51.195","2019-11-21 15:25:16.005","2019-11-21 15:25:51.195"
"606","6515","13","Spanish","3","2019-11-21 15:26:26.085","2019-11-21 15:25:51.309","2019-11-21 15:26:26.085"
"607","6515","14","English","4","2019-11-21 15:27:55.371","2019-11-21 15:26:26.196","2019-11-21 15:27:55.371"
"608","6515","15","Spanish","1","2019-11-21 15:28:34.525","2019-11-21 15:27:55.482","2019-11-21 15:28:34.525"
"609","6515","16","English","2","2019-11-21 15:29:23.306","2019-11-21 15:28:34.639","2019-11-21 15:29:23.306"
"610","6515","17","Spanish","0","2019-11-21 15:30:30.002","2019-11-21 15:29:23.415","2019-11-21 15:30:30.002"
"611","6515","18","English","3","2019-11-21 15:31:05.333","2019-11-21 15:30:30.106","2019-11-21 15:31:05.333"
"612","6515","19","Spanish","4","2019-11-21 15:31:42.794","2019-11-21 15:31:05.433","2019-11-21 15:31:42.794"
"613","6515","20","English","1","2019-11-21 15:32:13.029","2019-11-21 15:31:42.897","2019-11-21 15:32:13.029"
"614","6515","21","Spanish","2","2019-11-21 15:32:46.964","2019-11-21 15:32:13.152","2019-11-21 15:32:46.964"
"615","6515","22","English","0","2019-11-21 15:33:17.390","2019-11-21 15:32:47.077","2019-11-21 15:33:17.390"
"616","6515","23","Spanish","3","2019-11-21 15:34:07.329","2019-11-21 15:33:17.501","2019-11-21 15:34:07.329"
"617","6515","24","English","4","2019-11-21 15:34:46.838","2019-11-21 15:34:07.420","2019-11-21 15:34:46.838"
"618","6515","25","Spanish","1","2019-11-21 15:35:18.850","2019-11-21 15:34:46.933","2019-11-21 15:35:18.850"
"619","6515","26","English","2","2019-11-21 15:35:55.779","2019-11-21 15:35:18.947","2019-11-21 15:35:55.779"
"620","6515","27","Spanish","0","2019-11-21 15:36:26.050","2019-11-21 15:35:55.866","2019-11-21 15:36:26.050"
"621","6515","28","English","3","2019-11-21 15:36:50.026","2019-11-21 15:36:26.143","2019-11-21 15:36:50.026"
"622","6515","29","Spanish","4","2019-11-21 15:37:23.163","2019-11-21 15:36:50.145","2019-11-21 15:37:23.163"
"623","6515","30","English","1","2019-11-21 15:37:48.124","2019-11-21 15:37:23.266","2019-11-21 15:37:48.124"
