Average_Fixation_Duration,Fixation_Duration_SD,Longest_Fixation_Duration,Refixation_Ratio,Average_Saccade_Length,Saccade_Length_SD,Average_Saccade_Absolute_Angle,Saccade_Absolute_Angle_SD,Average_Saccade_Relative_Angle,Saccade_Relative_Angle_SD,Average_Left_Eye_Difference,Left_Eye_Difference_SD,Average_Right_Eye_Difference,Right_Eye_Difference_SD,Blink_Count,Average_Blink_Duration,Average_Fixation_Duration_AOI1,Fixation_Duration_SD_AOI1,Longest_Fixation_Duration_AOI1,Refixation_Ratio_AOI1,Average_Saccade_Length_AOI1,Saccade_Length_SD_AOI1,Average_Saccade_Absolute_Angle_AOI1,Saccade_Absolute_Angle_SD_AOI1,Average_Saccade_Relative_Angle_AOI1,Saccade_Relative_Angle_SD_AOI1,Average_Left_Eye_Difference_AOI1,Left_Eye_Difference_SD_AOI1,Average_Right_Eye_Difference_AOI1,Right_Eye_Difference_SD_AOI1,Blink_Count_AOI1,Average_Blink_Duration_AOI1,AOI_Language_AOI1,Previous_AOI_Language_AOI1,Language_Switch_AOI1,Average_Fixation_Duration_AOI2,Fixation_Duration_SD_AOI2,Longest_Fixation_Duration_AOI2,Refixation_Ratio_AOI2,Average_Saccade_Length_AOI2,Saccade_Length_SD_AOI2,Average_Saccade_Absolute_Angle_AOI2,Saccade_Absolute_Angle_SD_AOI2,Average_Saccade_Relative_Angle_AOI2,Saccade_Relative_Angle_SD_AOI2,Average_Left_Eye_Difference_AOI2,Left_Eye_Difference_SD_AOI2,Average_Right_Eye_Difference_AOI2,Right_Eye_Difference_SD_AOI2,Blink_Count_AOI2,Average_Blink_Duration_AOI2,AOI_Language_AOI2,Previous_AOI_Language_AOI2,Language_Switch_AOI2,Average_Fixation_Duration_AOI3,Fixation_Duration_SD_AOI3,Longest_Fixation_Duration_AOI3,Refixation_Ratio_AOI3,Average_Saccade_Length_AOI3,Saccade_Length_SD_AOI3,Average_Saccade_Absolute_Angle_AOI3,Saccade_Absolute_Angle_SD_AOI3,Average_Saccade_Relative_Angle_AOI3,Saccade_Relative_Angle_SD_AOI3,Average_Left_Eye_Difference_AOI3,Left_Eye_Difference_SD_AOI3,Average_Right_Eye_Difference_AOI3,Right_Eye_Difference_SD_AOI3,Blink_Count_AOI3,Average_Blink_Duration_AOI3,AOI_Language_AOI3,Previous_AOI_Language_AOI3,Language_Switch_AOI3,Average_Fixation_Duration_AOI4,Fixation_Duration_SD_AOI4,Longest_Fixation_Duration_AOI4,Refixation_Ratio_AOI4,Average_Saccade_Length_AOI4,Saccade_Length_SD_AOI4,Average_Saccade_Absolute_Angle_AOI4,Saccade_Absolute_Angle_SD_AOI4,Average_Saccade_Relative_Angle_AOI4,Saccade_Relative_Angle_SD_AOI4,Average_Left_Eye_Difference_AOI4,Left_Eye_Difference_SD_AOI4,Average_Right_Eye_Difference_AOI4,Right_Eye_Difference_SD_AOI4,Blink_Count_AOI4,Average_Blink_Duration_AOI4,AOI_Language_AOI4,Previous_AOI_Language_AOI4,Language_Switch_AOI4,Average_Fixation_Duration_AOI5,Fixation_Duration_SD_AOI5,Longest_Fixation_Duration_AOI5,Refixation_Ratio_AOI5,Average_Saccade_Length_AOI5,Saccade_Length_SD_AOI5,Average_Saccade_Absolute_Angle_AOI5,Saccade_Absolute_Angle_SD_AOI5,Average_Saccade_Relative_Angle_AOI5,Saccade_Relative_Angle_SD_AOI5,Average_Left_Eye_Difference_AOI5,Left_Eye_Difference_SD_AOI5,Average_Right_Eye_Difference_AOI5,Right_Eye_Difference_SD_AOI5,Blink_Count_AOI5,Average_Blink_Duration_AOI5,AOI_Language_AOI5,Previous_AOI_Language_AOI5,Language_Switch_AOI5,Average_Fixation_Duration_AOI6,Fixation_Duration_SD_AOI6,Longest_Fixation_Duration_AOI6,Refixation_Ratio_AOI6,Average_Saccade_Length_AOI6,Saccade_Length_SD_AOI6,Average_Saccade_Absolute_Angle_AOI6,Saccade_Absolute_Angle_SD_AOI6,Average_Saccade_Relative_Angle_AOI6,Saccade_Relative_Angle_SD_AOI6,Average_Left_Eye_Difference_AOI6,Left_Eye_Difference_SD_AOI6,Average_Right_Eye_Difference_AOI6,Right_Eye_Difference_SD_AOI6,Blink_Count_AOI6,Average_Blink_Duration_AOI6,AOI_Language_AOI6,Previous_AOI_Language_AOI6,Language_Switch_AOI6,Number of English AOIs,Paper Median
0.554944561,0.511306031,2.31641,0.10526315800000001,16.74497461,129.1219797,16.74497461,91.06047491,100.3698487,61.37351397,0.384673506,0.361272434,0.384673506,0.361272434,0,0.0,0.5339,0.36728006700000004,1.3662100000000001,0.214285714,3.004166819,158.2749212,3.004166819,99.80757965,108.65775990000002,56.15227497,0.780148506,0.28913583600000003,0.780148506,0.28913583600000003,0,0.0,Chinese,Chinese,No,0.8396,0.61846925,2.29785,0.125,8.812725845,105.7437581,8.812725845,85.41979242,96.36709531,67.99573205,0.44340136399999996,0.218191295,0.44340136399999996,0.218191295,0,0.0,Chinese,Chinese,No,0.559136667,0.658237309,2.31641,0.0,38.62983904,111.96261659999999,38.62983904,88.26281294,76.09915499,60.16902217,0.280110808,0.233226424,0.280110808,0.233226424,0,0.0,Chinese,Chinese,No,0.466793333,0.29020973,0.87695,0.333333333,16.8009024,236.0939148,16.8009024,110.7276845,156.87361030000002,18.5427806,-0.021580303,0.119777226,-0.021580303,0.119777226,0,0.0,English,Chinese,Yes,0.286068667,0.148423177,0.68848,0.0,24.8886897,65.95565238,24.8886897,81.88935561,100.16573220000001,55.89991271,0.076354221,0.211565943,0.076354221,0.211565943,0,0.0,English,English,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,English,English,No,3,Low
0.490662927,0.361954836,1.8085900000000001,0.073170732,43.717360799999994,118.7114746,43.717360799999994,86.12984764,94.4919882,58.00523693,0.21986713300000002,0.342605,0.21986713300000002,0.342605,2,0.14612,0.280716364,0.113465126,0.53613,0.090909091,32.3992094,199.54507719999998,32.3992094,100.5601632,115.18820790000001,58.31176529,0.630086364,0.32057409600000003,0.630086364,0.32057409600000003,1,0.1058,Chinese,English,Yes,0.852863333,0.17891094100000002,1.10449,0.0,11.45669072,15.59345376,11.45669072,74.42428457,103.38907569999999,47.69560891,0.230349697,0.10138739999999999,0.230349697,0.10138739999999999,0,0.0,Chinese,Chinese,No,0.46884799999999993,0.328306304,1.2929700000000002,0.0,3.3822831239999998,52.02291013,3.3822831239999998,79.66232638,98.41286176,57.12635237,0.168374364,0.18879072800000002,0.168374364,0.18879072800000002,1,0.18644000000000002,Chinese,Chinese,No,0.398275,0.16376898,0.65625,0.0,83.17206592,55.75943459,83.17206592,84.30084814,124.74310259999999,42.80842469,-0.025077636,0.16341645400000002,-0.025077636,0.16341645400000002,0,0.0,Chinese,Chinese,No,0.653862222,0.488577651,1.8085900000000001,0.222222222,72.83166084,61.77776224,72.83166084,52.18224139,59.20944235,42.01522556,-0.08812988599999999,0.152620534,-0.08812988599999999,0.152620534,0,0.0,Chinese,Chinese,No,0.7539100000000001,0.46581999999999996,1.21973,0.0,106.65512140000001,0.800495119,106.65512140000001,0.455467801,15.73089422,0.408846207,0.049751364000000006,0.008185,0.049751364000000006,0.008185,0,0.0,Chinese,Chinese,No,0,Low
0.696766047,0.67727201,2.89453,0.069767442,43.83120835,168.6061636,43.83120835,93.12037571,103.3827336,63.210423399999996,0.206289697,0.321818356,0.206289697,0.321818356,0,0.0,0.17870999999999998,0.069952248,0.24120999999999998,0.0,90.61443819,86.09783162,90.61443819,3.143642025,62.37929625,78.80878381,0.7849696970000001,0.150828426,0.7849696970000001,0.150828426,0,0.0,English,Chinese,Yes,0.36572,0.16455,0.53027,0.0,96.74395770000001,9.067549668,96.74395770000001,2.544480713,169.7666739,6.048732889,0.532146364,0.05674,0.532146364,0.05674,0,0.0,English,English,No,0.55603,0.352802469,1.14648,0.0,43.20155344,155.1256517,43.20155344,72.06846423,116.6705913,47.07476615,0.380702614,0.21260430800000002,0.380702614,0.21260430800000002,0,0.0,English,English,No,0.739052105,0.776865437,2.8203099999999997,0.15789473699999998,29.62261882,186.9777129,29.62261882,110.6600492,107.62002079999999,60.08534613,0.142002475,0.22008009,0.142002475,0.22008009,0,0.0,Chinese,English,Yes,0.968751,0.7213316940000001,2.89453,0.0,34.26542629,182.8411382,34.26542629,81.35971049999999,88.01462471,68.53320911,-0.044894635999999995,0.121062435,-0.044894635999999995,0.121062435,0,0.0,Chinese,Chinese,No,0.51563,0.0,0.51563,0.0,168.3142813,0.0,168.3142813,0.0,60.49493463,0.0,0.092246364,0.0,0.092246364,0.0,0,0.0,Chinese,Chinese,No,3,Low
0.26863000000000004,0.151970721,0.73828,0.076923077,17.17186242,124.2669358,17.17186242,90.218977,102.9303652,56.75590291,0.501057133,0.396445782,0.501057133,0.396445782,0,0.0,0.185352,0.068704977,0.30176,0.0,0.44086102,79.57956499,0.44086102,85.48525609,91.89945892,64.05819148,0.757185364,0.32802898,0.757185364,0.32802898,0,0.0,Chinese,Chinese,No,0.24418619,0.135802274,0.55566,0.19047619,19.44154756,76.78770322,19.44154756,85.86146062,106.3515305,57.45621351,0.692432554,0.233826297,0.692432554,0.233826297,0,0.0,English,Chinese,Yes,0.218052857,0.11173112199999999,0.44922,0.0,24.74991903,155.5605847,24.74991903,73.04417193,102.8951881,58.08860244,0.509752078,0.16917918,0.509752078,0.16917918,0,0.0,Chinese,English,Yes,0.32961428600000003,0.147772769,0.69727,0.047619048,11.38811197,106.0866538,11.38811197,93.55059294,105.892765,51.17580487,0.273480173,0.301864674,0.273480173,0.301864674,0,0.0,English,Chinese,Yes,0.31323249999999997,0.254212748,0.73828,0.0,7.76152026,223.6425215,7.76152026,109.8939085,112.4027389,41.0370642,0.222291364,0.25299558899999997,0.222291364,0.25299558899999997,0,0.0,Chinese,English,Yes,0.38916,0.15381,0.54297,0.0,130.0220415,72.99000343,130.0220415,30.77799479,72.23583570000001,69.91262288,0.127631364,0.071175,0.127631364,0.071175,0,0.0,English,Chinese,Yes,3,Low
0.34836234,0.270420369,1.5341799999999999,0.08510638300000001,65.08711087,99.75558079999999,65.08711087,80.32517003,97.21837445,56.55427881,0.8402004059999999,0.8192557090000001,0.8402004059999999,0.8192557090000001,0,0.0,0.257648333,0.138356438,0.55566,0.166666667,73.96208373,63.81533461,73.96208373,85.55819278,95.91044298,60.70083973,0.7344163640000001,0.463496399,0.7344163640000001,0.463496399,0,0.0,Chinese,English,Yes,0.559120769,0.381628795,1.5341799999999999,0.153846154,71.11407328,75.23358225,71.11407328,63.12161528,101.9616285,48.06700607,0.8189986709999999,0.254177996,0.8189986709999999,0.254177996,0,0.0,Chinese,Chinese,No,0.28344625,0.078944635,0.41503999999999996,0.0,52.61091891,52.99031939,52.61091891,91.82286076,108.3884283,46.69521651,1.235860114,1.090110526,1.235860114,1.090110526,0,0.0,Chinese,Chinese,No,0.252278333,0.16906596399999999,0.54883,0.0,35.87439257,69.69728149999999,35.87439257,85.20735803,130.484526,66.63890042,0.77376803,0.859941135,0.77376803,0.859941135,0,0.0,English,Chinese,Yes,0.20703000000000002,0.092951066,0.3291,0.0,47.34159543,204.77892680000002,47.34159543,80.52687133,66.92687816,39.90366248,0.7654263640000001,0.563284129,0.7654263640000001,0.563284129,0,0.0,English,English,No,0.398763333,0.242614567,0.66309,0.0,124.7415232,81.37196785,124.7415232,6.876204985,36.06271324,9.397762616,0.557606364,0.491302819,0.557606364,0.491302819,0,0.0,English,English,No,3,Low
0.46536098,0.581505914,3.84277,0.058823529000000006,27.91797889,115.0361242,27.91797889,88.47074842,85.86433465,57.97441948,0.529920764,0.421058463,0.529920764,0.421058463,0,0.0,0.22673529399999998,0.113765786,0.60254,0.058823529000000006,25.58184732,90.38922666,25.58184732,95.87834708,86.57174049,50.77711839,0.852671658,0.498943555,0.852671658,0.498943555,0,0.0,Chinese,English,Yes,0.37974428600000004,0.17382351699999998,0.68262,0.14285714300000002,52.73342447,55.30229321,52.73342447,82.18148715,77.63551067,63.12851793,0.7222106490000001,0.063151148,0.7222106490000001,0.063151148,0,0.0,Chinese,Chinese,No,0.49751363600000004,0.282612061,1.16602,0.0,10.03578218,134.8406726,10.03578218,74.81796324,76.99953732,53.9306923,0.400134545,0.17286358899999998,0.400134545,0.17286358899999998,0,0.0,Chinese,Chinese,No,0.469104545,0.46731169200000006,1.7294900000000002,0.090909091,27.52332489,144.9093461,27.52332489,85.61533892,113.52775430000001,60.9098286,0.294036364,0.28129324899999997,0.294036364,0.28129324899999997,0,0.0,Chinese,Chinese,No,2.022136667,1.309782773,3.84277,0.0,-15.00699657,38.53051161,-15.00699657,74.48868068,49.56588373,50.05108784,-0.157003636,0.120975187,-0.157003636,0.120975187,0,0.0,Chinese,Chinese,No,0.260745,0.027344999999999998,0.28809,0.0,125.83117990000001,111.4519965,125.83117990000001,45.57495897,59.707522700000005,46.25904265,0.037156364,0.07606,0.037156364,0.07606,0,0.0,Chinese,Chinese,No,0,Low
0.500310455,0.394706761,1.9970700000000001,0.181818182,1.833128399,74.58770433,1.833128399,100.1797444,89.23719895,58.69027231,0.377006596,0.382589759,0.377006596,0.382589759,1,0.14307999999999998,0.20345,0.010097973,0.21289,0.0,18.57586221,42.92922302,18.57586221,38.29807152,97.6733453,59.08694111,1.05181303,0.10362239999999999,1.05181303,0.10362239999999999,0,0.0,English,Chinese,Yes,0.24511599999999997,0.061674883,0.3418,0.2,9.213173166,137.860057,9.213173166,82.58596585,109.4869235,60.78776151,0.683148364,0.069394471,0.683148364,0.069394471,0,0.0,English,English,No,0.5243055560000001,0.433902778,1.9970700000000001,0.27777777800000003,-53.30214327,58.83907612,-53.30214327,105.517802,92.94873785,57.68145439,0.305876364,0.20101066199999998,0.305876364,0.20101066199999998,0,0.0,English,English,No,0.647835385,0.39309053200000005,1.6748,0.153846154,41.78867278,39.88105007,41.78867278,79.45319063,77.36405926,52.778858299999996,0.23604553,0.228387948,0.23604553,0.228387948,0,0.0,Chinese,English,Yes,0.463674,0.33103877800000003,1.06348,0.0,79.01000596,80.69805935,79.01000596,53.35822565,81.43440981,66.12137518,0.260356364,0.244748327,0.260356364,0.244748327,1,0.14307999999999998,Chinese,Chinese,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,Chinese,Chinese,No,3,Low
0.565709524,0.5174346879999999,2.01563,0.0,50.55578727,99.59572601,50.55578727,86.27355992,96.06686107,59.92410026,0.461346364,0.385741179,0.461346364,0.385741179,0,0.0,0.21276750000000003,0.086699685,0.33496,0.0,44.10784613,95.59281985,44.10784613,58.482478,107.4791608,63.48396439,0.8515363640000001,0.36272396700000004,0.8515363640000001,0.36272396700000004,0,0.0,Chinese,Chinese,No,0.59831,0.244823386,0.94434,0.0,29.50813838,73.00768351,29.50813838,131.7587785,131.2807719,25.13438844,0.476916364,0.095527655,0.476916364,0.095527655,0,0.0,English,Chinese,Yes,0.37158,0.09717,0.46875,0.0,87.58148418,56.76337032,87.58148418,4.6776969269999995,92.23881949999999,86.48191174,0.47548136399999996,0.320635,0.47548136399999996,0.320635,0,0.0,Chinese,English,Yes,1.4563,0.45387452,2.01563,0.0,5.0318709880000005,142.0504683,5.0318709880000005,98.10317266,77.42265255,47.12648408,0.118231364,0.27027238800000003,0.118231364,0.27027238800000003,0,0.0,English,Chinese,Yes,0.32813000000000003,0.132582521,0.51563,0.0,99.65002278,16.10061101,99.65002278,65.06392435,78.68946987,46.28460283,-0.027100303,0.07484525,-0.027100303,0.07484525,0,0.0,Chinese,English,Yes,0.8300799999999999,0.0,0.8300799999999999,0.0,126.04382779999999,0.0,126.04382779999999,0.0,33.4918216,0.0,0.102646364,0.0,0.102646364,0.0,0,0.0,English,Chinese,Yes,3,Low
0.291141485,0.25124379199999997,1.63477,0.257425743,9.115498471,208.6059421,9.115498471,97.02937431,82.37919282,62.63428917,0.8900025640000001,1.06662786,0.8900025640000001,1.06662786,3,0.11164333300000001,0.298611778,0.214187307,0.84473,0.37777777799999995,8.824552833,233.74945440000002,8.824552833,93.14863464,80.35087691,65.5109405,1.0908085859999999,0.92522013,1.0908085859999999,0.92522013,1,0.11259000000000001,Chinese,English,Yes,0.46321583299999997,0.47344637700000003,1.63477,0.166666667,-16.68680203,55.65967957,-16.68680203,110.00399420000001,80.44087908,60.12803795,0.91643553,0.23716885899999998,0.91643553,0.23716885899999998,0,0.0,Chinese,Chinese,No,0.225434615,0.14995485,0.49609,0.076923077,-17.45175654,236.0367301,-17.45175654,92.90175063,64.24869974,58.39592013,0.7115994409999999,1.518000126,0.7115994409999999,1.518000126,2,0.11117,Chinese,Chinese,No,0.2167,0.130281029,0.54102,0.3,38.91778452,80.93598100000001,38.91778452,72.3122324,98.9896415,54.30462455,0.360587475,0.283668612,0.360587475,0.283668612,0,0.0,English,Chinese,Yes,0.283203333,0.190844122,0.74512,0.0,29.67998431,112.3467493,29.67998431,100.43837049999999,112.0571159,55.85047321,0.38141169700000005,0.658846267,0.38141169700000005,0.658846267,0,0.0,English,English,No,0.177245,0.10383965699999999,0.31445,0.5,19.38288626,295.2306863,19.38288626,105.18997399999999,38.87203587,34.82458458,1.7832313640000002,1.43811973,1.7832313640000002,1.43811973,0,0.0,English,English,No,3,Low
0.399989789,0.286370956,1.47363,0.221052632,3.366127286,93.30284571,3.366127286,101.3848212,84.2320175,60.27542365,0.28706264,0.35830009700000004,0.28706264,0.35830009700000004,1,0.08996,0.327755676,0.20851675100000003,1.05176,0.27027027,-5.674027767,65.68382891,-5.674027767,104.91997109999998,78.30699178,48.9096314,0.607816904,0.30917283,0.607816904,0.30917283,1,0.08996,Chinese,English,Yes,0.273229286,0.169914078,0.6835899999999999,0.071428571,-9.282320498999999,115.5942663,-9.282320498999999,95.85281023,89.9309534,72.03005739,0.135967902,0.290107226,0.135967902,0.290107226,0,0.0,Chinese,Chinese,No,0.49698000000000003,0.238781417,1.0117200000000002,0.272727273,1.5215999230000001,93.28293159,1.5215999230000001,92.55907059999998,89.08494361,60.27429332,0.150132727,0.16709791599999999,0.150132727,0.16709791599999999,0,0.0,Chinese,Chinese,No,0.451634211,0.36621967899999996,1.47363,0.31578947399999996,-12.08931792,125.5018643,-12.08931792,106.8910864,96.03508114,61.11141529999999,0.030954258,0.17247921100000002,0.030954258,0.17247921100000002,0,0.0,Chinese,Chinese,No,0.585205,0.359600669,1.3720700000000001,0.083333333,55.31156404,28.35564572,55.31156404,74.48504585,83.91066612,70.25227244,0.04223553,0.12154913099999999,0.04223553,0.12154913099999999,0,0.0,Chinese,Chinese,No,0.488285,0.160155,0.64844,0.0,104.4471397,5.333915161,104.4471397,1.387873999,17.06035218,9.244505105,-0.009668636,0.092405,-0.009668636,0.092405,0,0.0,Chinese,Chinese,No,0,Low
