@relation 'aoipage english median paper'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI1 {English,Spanish,Chinese}
@attribute Language_Switch_AOI1 {No,Yes}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI2 {English,Spanish,Chinese}
@attribute Language_Switch_AOI2 {No,Yes}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI3 {English,Spanish,Chinese}
@attribute Language_Switch_AOI3 {No,Yes}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI4 {English,Spanish,Chinese}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI5 {English,Spanish,Chinese}
@attribute Language_Switch_AOI5 {No,Yes}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {English,Spanish,Chinese}
@attribute Previous_AOI_Language_AOI6 {English,Spanish,Chinese}
@attribute Language_Switch_AOI6 {No,Yes}
@attribute 'Number of English AOIs' numeric
@attribute 'Paper Median' {High,Low}

@data
0.238453,0.114408,0.67188,0.057971,20.164743,123.214586,20.164743,95.454217,99.752173,57.478809,-0.081536,0.205602,-0.081536,0.205602,0,0,0.231974,0.138519,0.45313,0.076923,5.318213,176.497069,5.318213,82.446324,102.460767,56.173675,0.351899,0.107024,0.351899,0.107024,0,0,English,Spanish,Yes,0.267581,0.179423,0.67188,0,-7.950105,56.86718,-7.950105,72.571268,117.664778,54.001828,0.077098,0.123025,0.077098,0.123025,0,0,English,English,No,0.258931,0.078729,0.42188,0,51.497614,231.78119,51.497614,111.269142,88.585642,51.701298,-0.014216,0.082145,-0.014216,0.082145,0,0,English,English,No,0.206476,0.083348,0.42188,0,11.343962,66.498964,11.343962,99.084585,115.34239,53.69022,-0.285462,0.113075,-0.285462,0.113075,0,0,Spanish,English,Yes,0.228695,0.07028,0.40625,0,39.615586,63.882287,39.615586,105.287076,113.363957,58.468457,-0.286785,0.117198,-0.286785,0.117198,0,0,Spanish,Spanish,No,0.254885,0.103456,0.4375,0.1875,26.922571,41.919025,26.922571,90.173048,70.480953,52.592279,-0.232355,0.1123,-0.232355,0.1123,0,0,Spanish,Spanish,No,3,High
0.247443,0.115039,0.71875,0.112069,31.933333,101.233653,31.933333,96.070516,97.191959,57.239277,0.024649,0.287916,0.024649,0.287916,1,0.15515,0.218753,0.098146,0.45313,0.181818,41.05786,169.068865,41.05786,130.995677,121.949721,54.792669,0.47296,0.29931,0.47296,0.29931,0,0,Spanish,Spanish,No,0.249499,0.115741,0.67188,0.096774,38.634629,80.296097,38.634629,92.11084,87.69569,67.881026,0.263253,0.186732,0.263253,0.186732,0,0,English,Spanish,Yes,0.215521,0.08383,0.39063,0.103448,26.200699,84.00157,26.200699,95.178742,89.31425,54.267294,-0.018211,0.183429,-0.018211,0.183429,0,0,Spanish,English,Yes,0.243993,0.116369,0.46875,0.153846,18.125802,99.384857,18.125802,79.554491,97.645717,43.147307,-0.185463,0.095156,-0.185463,0.095156,1,0.15515,English,Spanish,Yes,0.266252,0.116634,0.51563,0.08,24.908971,96.141304,24.908971,93.466157,115.958132,48.185833,-0.228539,0.126685,-0.228539,0.126685,0,0,Spanish,English,Yes,0.354911,0.15371,0.71875,0.142857,62.396666,107.773351,62.396666,77.457931,65.113291,36.228382,-0.272672,0.067967,-0.272672,0.067967,0,0,English,Spanish,Yes,3,High
0.234837,0.098054,0.53125,0.088235,28.092829,129.607387,28.092829,102.680778,91.226147,59.766762,0.108044,0.34964,0.108044,0.34964,2,0.130385,0.196616,0.109275,0.48438,0.083333,15.330114,93.104236,15.330114,115.986401,71.908518,50.279756,0.585346,0.223292,0.585346,0.223292,0,0,English,English,No,0.242971,0.08479,0.48438,0.05,26.665614,110.183042,26.665614,92.821754,119.447724,54.297023,0.249885,0.133404,0.249885,0.133404,1,0.16321,English,English,No,0.192711,0.060627,0.3125,0.083333,23.288405,43.509005,23.288405,91.983269,91.123168,53.727851,0.00281,0.245205,0.00281,0.245205,1,0.09756,English,English,No,0.212504,0.077562,0.32813,0,41.751126,266.573004,41.751126,130.193553,111.710663,67.075292,0.043551,0.226682,0.043551,0.226682,0,0,English,English,No,0.277347,0.099513,0.53125,0.125,31.148774,99.064189,31.148774,103.326677,72.312496,56.542582,-0.228443,0.090394,-0.228443,0.090394,0,0,English,English,No,0.312503,0.1217,0.40625,0.333333,68.813948,188.405073,68.813948,76.943907,47.496684,61.497964,-0.299723,0.165768,-0.299723,0.165768,0,0,English,English,No,6,High
0.233615,0.113304,0.64063,0,18.577894,53.109385,18.577894,96.339892,109.347498,47.360979,0.147258,0.369407,0.147258,0.369407,0,0,0.212503,0.079222,0.42188,0,11.744606,34.651252,11.744606,73.155885,109.529802,47.627533,0.457497,0.12616,0.457497,0.12616,0,0,Spanish,English,Yes,0.185269,0.065991,0.26563,0,54.584371,50.055203,54.584371,91.585521,108.729594,38.60601,0.244067,0.103314,0.244067,0.103314,0,0,Spanish,Spanish,No,0.23785,0.118718,0.42188,0,28.622922,72.983434,28.622922,92.043144,111.644606,46.09382,0.03402,0.117918,0.03402,0.117918,0,0,Spanish,Spanish,No,0.226565,0.04488,0.28125,0,35.076063,53.382506,35.076063,141.106955,99.938619,55.651562,-0.153418,0.091277,-0.153418,0.091277,0,0,English,Spanish,Yes,0.276047,0.064213,0.35938,0,-90.702313,43.787758,-90.702313,47.29979,117.821944,45.170108,-0.466623,0.065755,-0.466623,0.065755,0,0,English,English,No,0.406253,0.213099,0.64063,0,25.876785,39.133279,25.876785,101.950044,107.05715,55.496972,-0.31308,0.034107,-0.31308,0.034107,0,0,English,English,No,3,High
0.252607,0.16051,1.07813,0.097222,19.988673,255.744793,19.988673,100.874865,90.660381,59.245602,0.316086,0.571388,0.316086,0.571388,1,1.13355,0.194795,0.104717,0.48438,0.1,10.262286,233.656961,10.262286,103.623952,96.950543,59.72821,0.746615,0.614973,0.746615,0.614973,0,0,English,Spanish,Yes,0.236982,0.14089,0.64063,0.083333,9.582199,66.456596,9.582199,92.485296,84.33346,56.928898,0.262138,0.133652,0.262138,0.133652,1,1.13355,English,English,No,0.258683,0.127387,0.5625,0.111111,23.005524,530.23962,23.005524,109.790238,88.351037,55.764314,0.168832,0.119931,0.168832,0.119931,0,0,English,English,No,0.2567,0.057777,0.32813,0,58.872838,21.559828,58.872838,80.04592,60.157187,51.560604,-0.133958,0.154654,-0.133958,0.154654,0,0,Spanish,English,Yes,0.308597,0.184008,0.5,0,17.380314,75.417766,17.380314,113.088492,90.39528,33.038553,-0.261891,0.076203,-0.261891,0.076203,0,0,Spanish,Spanish,No,0.414065,0.246187,1.07813,0.2,32.764864,42.583171,32.764864,93.229638,102.918885,67.90757,-0.203685,0.059345,-0.203685,0.059345,0,0,Spanish,Spanish,No,3,High
0.263224,0.152614,0.92188,0.076923,43.312581,133.141004,43.312581,99.252058,103.094041,57.769263,0.060916,0.304885,0.060916,0.304885,1,0.1558,0.170142,0.053846,0.25,0,-16.212495,29.994503,-16.212495,108.674737,131.857303,42.802085,0.414441,0.094992,0.414441,0.094992,0,0,Spanish,Spanish,No,0.14844,0.047522,0.20313,0.25,62.619542,44.918071,62.619542,81.798505,127.293326,62.293827,0.396177,0.22597,0.396177,0.22597,0,0,English,Spanish,Yes,0.367191,0.22122,0.92188,0.2,63.500968,117.897509,63.500968,91.605774,110.61104,66.584106,0.130286,0.132918,0.130286,0.132918,1,0.1558,Spanish,English,Yes,0.27995,0.124423,0.48438,0,22.26026,26.04385,22.26026,89.072035,89.209519,35.74595,-0.015231,0.082107,-0.015231,0.082107,0,0,English,Spanish,Yes,0.160158,0.064776,0.25,0.25,118.31206,99.359866,118.31206,55.574263,98.967754,36.870682,-0.32257,0.183598,-0.32257,0.183598,0,0,Spanish,English,Yes,0.299281,0.118498,0.51563,0,59.408268,217.486684,59.408268,95.706582,84.038882,67.349871,-0.232576,0.129253,-0.232576,0.129253,0,0,English,Spanish,Yes,3,High
0.229792,0.137061,0.95313,0.152174,2.639044,144.233506,2.639044,102.551431,99.103085,57.230933,0.068793,0.326196,0.068793,0.326196,5,0.18106,0.134378,0.035079,0.17188,0,17.991133,111.596724,17.991133,105.974111,119.346622,53.355716,0.467589,0.103779,0.467589,0.103779,0,0,English,English,No,0.183163,0.077394,0.32813,0.111111,48.614772,67.974279,48.614772,90.97271,111.179984,54.004044,0.385493,0.148757,0.385493,0.148757,0,0,English,English,No,0.220003,0.126933,0.57813,0.2,-30.933947,217.894462,-30.933947,104.641025,97.577598,56.51934,0.151629,0.163728,0.151629,0.163728,1,0.15357,English,English,No,0.252405,0.135779,0.59375,0.076923,41.758247,75.989214,41.758247,77.745771,96.916029,49.461563,-0.063844,0.149924,-0.063844,0.149924,2,0.139385,English,English,No,0.259377,0.153603,0.95313,0.2,-22.170829,118.651645,-22.170829,95.774657,91.23422,62.191371,-0.22895,0.096914,-0.22895,0.096914,2,0.23648,English,English,No,0.60938,0,0.60938,0,173.386824,0,173.386824,0,83.136018,0,-0.228883,0,-0.228883,0,0,0,English,English,No,6,High
0.272746,0.177759,0.89063,0.088889,21.983295,199.695096,21.983295,104.14973,94.889669,62.701471,0.180717,0.264701,0.180717,0.264701,2,0.172945,0.310768,0.200565,0.64063,0,60.541004,261.633846,60.541004,93.954817,82.269796,54.451765,0.52784,0.325846,0.52784,0.325846,0,0,Spanish,English,Yes,0.198787,0.090182,0.40625,0,20.924706,73.803737,20.924706,105.999916,79.438385,59.191195,0.464243,0.321639,0.464243,0.321639,1,0.18383,Spanish,Spanish,No,0.237667,0.152469,0.65625,0.157895,-0.6514,66.758766,-0.6514,127.670354,103.471001,60.962367,0.178229,0.170966,0.178229,0.170966,1,0.16206,Spanish,Spanish,No,0.190976,0.081616,0.45313,0.055556,15.492826,137.695029,15.492826,75.115737,108.171321,56.973403,0.031678,0.130692,0.031678,0.130692,0,0,English,Spanish,Yes,0.322269,0.120258,0.54688,0.375,38.929582,81.669508,38.929582,109.117619,101.802783,56.909257,-0.124541,0.158278,-0.124541,0.158278,0,0,English,English,No,0.424482,0.232006,0.89063,0.055556,26.613992,323.539104,26.613992,94.710877,91.238672,73.864402,-0.00779,0.173549,-0.00779,0.173549,0,0,English,English,No,3,High
0.231773,0.11613,0.625,0.016667,43.657154,129.975206,43.657154,97.010623,83.555159,56.320508,0.1967,0.294415,0.1967,0.294415,1,0.06742,0.143752,0.043528,0.20313,0,100.485198,121.806687,100.485198,76.924204,78.269957,50.219768,0.533934,0.286114,0.533934,0.286114,0,0,English,Spanish,Yes,0.237725,0.100255,0.51563,0,32.208007,99.421337,32.208007,81.292698,96.245681,51.565225,0.518369,0.35282,0.518369,0.35282,0,0,English,English,No,0.177558,0.049532,0.25,0,39.85578,115.850892,39.85578,84.392927,98.676737,59.817095,0.292575,0.128385,0.292575,0.128385,0,0,English,English,No,0.229781,0.123004,0.625,0,10.870315,120.570015,10.870315,121.062415,76.413691,59.966599,0.033049,0.145978,0.033049,0.145978,1,0.06742,Spanish,English,Yes,0.304691,0.139753,0.5625,0,79.456736,210.579155,79.456736,74.643979,70.06999,44.66146,-0.08709,0.237872,-0.08709,0.237872,0,0,Spanish,Spanish,No,0.312502,0.119816,0.42188,0.2,81.445666,33.633681,81.445666,57.754481,65.896688,55.219016,-0.199367,0.099097,-0.199367,0.099097,0,0,Spanish,Spanish,No,3,High
0.228061,0.109002,0.51563,0.06383,17.517959,143.907694,17.517959,106.909776,87.513853,60.333182,0.185752,0.374521,0.185752,0.374521,1,0.0507,0.153128,0.088057,0.32813,0,16.647614,113.353166,16.647614,129.933193,98.568354,66.215017,0.878979,0.314863,0.878979,0.314863,0,0,Spanish,Spanish,No,0.226565,0.094722,0.375,0,12.257151,137.96537,12.257151,98.004729,82.350254,40.532154,0.418832,0.347648,0.418832,0.347648,0,0,English,Spanish,Yes,0.158486,0.042935,0.23438,0,-8.047772,127.035519,-8.047772,135.063349,107.901789,53.325851,0.371021,0.307082,0.371021,0.307082,0,0,Spanish,English,Yes,0.242189,0.122035,0.5,0.125,30.247586,59.785637,30.247586,86.089593,96.627093,60.694732,0.045608,0.167365,0.045608,0.167365,0,0,English,Spanish,Yes,0.276789,0.111026,0.51563,0.142857,3.915819,46.879749,3.915819,99.178346,79.796781,67.077233,-0.169609,0.211478,-0.169609,0.211478,0,0,Spanish,English,Yes,0.243752,0.095096,0.35938,0,80.31621,277.292675,80.31621,67.591801,63.20462,55.615184,-0.062679,0.110773,-0.062679,0.110773,1,0.0507,English,Spanish,Yes,3,High
0.244706,0.112916,0.6875,0.101695,11.411655,131.456493,11.411655,98.048886,98.495187,56.325879,0.190954,0.342836,0.190954,0.342836,1,0.15103,0.215912,0.081003,0.45313,0.181818,-0.899066,168.75366,-0.899066,85.993918,101.79101,53.830276,0.468328,0.393471,0.468328,0.393471,0,0,English,English,No,0.216521,0.064114,0.375,0.071429,-23.415247,170.417745,-23.415247,117.018802,99.795944,54.402921,0.53501,0.254147,0.53501,0.254147,0,0,English,English,No,0.245445,0.125849,0.5,0.125,-2.54062,108.556402,-2.54062,90.568857,108.820903,53.016962,0.319678,0.287829,0.319678,0.287829,1,0.15103,English,English,No,0.208336,0.07631,0.40625,0.111111,33.826888,51.294604,33.826888,94.893709,91.157519,55.928804,0.159059,0.135025,0.159059,0.135025,0,0,English,English,No,0.317259,0.144639,0.6875,0.043478,2.555321,77.062105,2.555321,92.475776,97.741579,61.19828,-0.213148,0.099359,-0.213148,0.099359,0,0,English,English,No,0.285159,0.102981,0.48438,0,97.880594,211.326056,97.880594,73.440848,83.10946,55.839179,-0.28606,0.158215,-0.28606,0.158215,0,0,English,English,No,6,High
0.217595,0.102277,0.5,0.037037,32.530659,221.096737,32.530659,93.399267,88.250728,58.372939,0.323921,0.409547,0.323921,0.409547,2,0.114975,0.222226,0.087395,0.35938,0,22.788665,47.639464,22.788665,48.029257,78.128512,58.100229,0.21981,0.262837,0.21981,0.262837,0,0,Spanish,English,Yes,0.201044,0.116629,0.46875,0.133333,4.787657,154.029108,4.787657,101.088485,85.930089,52.457383,0.493212,0.48167,0.493212,0.48167,0,0,Spanish,Spanish,No,0.191669,0.097739,0.4375,0,41.913208,344.134783,41.913208,103.745658,100.707976,61.587161,0.490578,0.320059,0.490578,0.320059,2,0.114975,Spanish,Spanish,No,0.246878,0.067315,0.375,0,54.286505,166.286577,54.286505,92.023227,91.217035,55.31421,0.219782,0.228638,0.219782,0.228638,0,0,English,Spanish,Yes,0.289065,0.122284,0.5,0,43.590332,94.992175,43.590332,73.635606,78.501372,67.801149,-0.246938,0.120661,-0.246938,0.120661,0,0,English,English,No,0.23438,0,0.23438,0,133.818245,0,133.818245,0,36.63588,0,-0.221683,0,-0.221683,0,0,0,English,English,No,3,High
0.258623,0.13588,0.64063,0.034483,43.462378,161.114563,43.462378,93.899578,101.122854,61.578173,0.094136,0.31338,0.094136,0.31338,0,0,0.209378,0.090893,0.34375,0,15.055037,296.798492,15.055037,104.047881,66.762219,55.847009,0.556901,0.320187,0.556901,0.320187,0,0,English,Spanish,Yes,0.191409,0.039645,0.26563,0.125,25.435292,66.294368,25.435292,100.020838,115.72896,47.294889,0.264309,0.139099,0.264309,0.139099,0,0,English,English,No,0.17188,0.03125,0.20313,0,93.098222,43.155533,93.098222,31.575213,129.195768,38.200482,0.191072,0.214325,0.191072,0.214325,0,0,English,English,No,0.294646,0.197541,0.64063,0,66.975532,54.879025,66.975532,77.925729,96.107502,66.794087,-0.147048,0.096602,-0.147048,0.096602,0,0,Spanish,English,Yes,0.384376,0.097626,0.46875,0,53.159603,73.409138,53.159603,78.283858,103.033614,70.869399,-0.299659,0.05974,-0.299659,0.05974,0,0,Spanish,Spanish,No,0.296875,0.046875,0.34375,0,30.414131,77.507982,30.414131,122.776227,113.303933,61.388421,-0.117683,0,-0.117683,0,0,0,Spanish,Spanish,No,3,High
0.260066,0.111854,0.57813,0.169492,22.830663,139.344084,22.830663,89.673984,99.193894,57.751285,0.086032,0.35717,0.086032,0.35717,2,0.125075,0.156255,0.046875,0.20313,0,8.510806,2.215647,8.510806,122.885917,161.566827,11.069018,0.123882,0.159765,0.123882,0.159765,0,0,Spanish,Spanish,No,0.22344,0.099817,0.48438,0.2,-0.973198,43.510757,-0.973198,82.90894,71.69177,50.737223,0.360453,0.37833,0.360453,0.37833,0,0,English,Spanish,Yes,0.275673,0.111679,0.46875,0.142857,25.792045,211.608965,25.792045,94.017752,90.000788,59.802595,0.338851,0.222656,0.338851,0.222656,1,0.13161,Spanish,English,Yes,0.30099,0.124676,0.57813,0.157895,8.036241,40.522207,8.036241,88.288249,112.899835,53.158859,0.011017,0.198254,0.011017,0.198254,0,0,English,Spanish,Yes,0.229912,0.076187,0.4375,0.214286,58.995878,164.019951,58.995878,73.183856,100.520034,57.884101,-0.253703,0.293799,-0.253703,0.293799,1,0.11854,Spanish,English,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,Spanish,Yes,3,High
0.239445,0.132386,0.70313,0.054054,11.871806,109.423999,11.871806,99.610566,87.994756,61.969767,0.034337,0.299698,0.034337,0.299698,0,0,0.187503,0.089302,0.3125,0,47.17551,150.447349,47.17551,97.604092,106.022914,59.382973,0.777313,0.020948,0.777313,0.020948,0,0,English,English,No,0.30469,0.02344,0.32813,0,70.914379,10.604335,70.914379,47.956881,78.880742,5.205496,0.354882,0.00338,0.354882,0.00338,0,0,English,English,No,0.21094,0.06675,0.3125,0.166667,-16.793936,52.41959,-16.793936,90.652948,76.653595,70.958973,0.127332,0.236752,0.127332,0.236752,0,0,English,English,No,0.203128,0.074786,0.3125,0,18.679122,140.43502,18.679122,84.772378,116.342349,57.1842,0.024237,0.136698,0.024237,0.136698,0,0,English,English,No,0.219953,0.10023,0.48438,0.076923,-16.037618,54.221718,-16.037618,107.686145,77.407603,57.411084,-0.198463,0.112749,-0.198463,0.112749,0,0,English,English,No,0.664065,0.039065,0.70313,0,129.841914,30.699655,129.841914,19.019921,16.994742,8.209233,-0.227308,0.01436,-0.227308,0.01436,0,0,English,English,No,6,High
0.226296,0.084155,0.34375,0.034483,33.45088,128.433488,33.45088,82.424958,102.36912,51.806678,0.17805,0.347192,0.17805,0.347192,1,0.03143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03143,Spanish,English,Yes,0.199222,0.087955,0.34375,0,45.829674,96.779659,45.829674,69.847067,100.991048,59.706328,0.45319,0.249146,0.45319,0.249146,0,0,Spanish,Spanish,No,0.217332,0.082263,0.34375,0,26.962768,181.640618,26.962768,89.653716,104.209325,47.824026,0.257918,0.153504,0.257918,0.153504,0,0,Spanish,Spanish,No,0.259378,0.044853,0.32813,0.2,24.250674,19.664479,24.250674,99.8276,126.445247,21.335252,-0.047963,0.086811,-0.047963,0.086811,0,0,English,Spanish,Yes,0.265628,0.100658,0.34375,0,47.88212,52.587244,47.88212,61.752804,61.477886,52.649635,-0.214023,0.116678,-0.214023,0.116678,0,0,English,English,No,0.21875,0,0.21875,0,-5.934189,0,-5.934189,0,136.335739,0,-0.320193,0,-0.320193,0,0,0,English,English,No,3,High
0.259745,0.159344,0.85938,0.070588,30.496368,145.600223,30.496368,95.491617,102.722267,57.128575,-0.001946,0.337539,-0.001946,0.337539,2,0.154235,0.211807,0.074613,0.375,0,52.746909,113.735939,52.746909,106.317161,92.109016,51.291179,0.479218,0.379225,0.479218,0.379225,0,0,English,Spanish,Yes,0.210071,0.07069,0.34375,0,48.89565,65.466712,48.89565,80.322279,116.589327,57.741554,0.155863,0.141774,0.155863,0.141774,1,0.15555,English,English,No,0.203128,0.101434,0.48438,0.214286,20.693478,55.370886,20.693478,88.215447,113.050565,55.333588,-0.025911,0.076948,-0.025911,0.076948,1,0.15292,English,English,No,0.247162,0.120076,0.46875,0.181818,22.213548,84.208413,22.213548,93.781995,107.041592,47.725597,-0.165636,0.178139,-0.165636,0.178139,0,0,Spanish,English,Yes,0.32917,0.207247,0.85938,0.033333,19.418615,142.005789,19.418615,89.813896,101.241667,63.037755,-0.259862,0.159786,-0.259862,0.159786,0,0,Spanish,Spanish,No,0.312503,0.229992,0.625,0,28.689952,434.641856,28.689952,126.65057,75.570347,41.569175,-0.09071,0.290884,-0.09071,0.290884,0,0,Spanish,Spanish,No,3,High
0.238023,0.120943,0.57813,0,63.686962,232.794165,63.686962,78.96582,98.837515,51.128924,0.02642,0.323842,0.02642,0.323842,0,0,0.194199,0.070303,0.28125,0,35.638162,226.261468,35.638162,78.114766,102.615441,37.595194,0.242027,0.394408,0.242027,0.394408,0,0,Spanish,Spanish,No,0.171875,0.078125,0.25,0,108.144216,50.065976,108.144216,1.212399,172.822459,3.860455,0.019292,0.1792,0.019292,0.1792,0,0,English,Spanish,Yes,0.200523,0.060795,0.3125,0,35.283568,20.414698,35.283568,47.061242,121.839795,22.583374,0.241123,0.14767,0.241123,0.14767,0,0,Spanish,English,Yes,0.257818,0.186684,0.57813,0,97.079033,39.983154,97.079033,54.962646,98.397852,48.855869,-0.006761,0.188858,-0.006761,0.188858,0,0,English,Spanish,Yes,0.228128,0.132804,0.35938,0,29.75617,25.71436,29.75617,108.889342,96.561073,60.363896,-0.191616,0.091499,-0.191616,0.091499,0,0,Spanish,English,Yes,0.343752,0.084145,0.48438,0,116.009149,390.801585,116.009149,55.905052,48.956149,37.632217,-0.269968,0.14232,-0.269968,0.14232,0,0,English,Spanish,Yes,3,High
