@relation 'aoipage spanish median cefr'

@attribute Average_Fixation_Duration numeric
@attribute Fixation_Duration_SD numeric
@attribute Longest_Fixation_Duration numeric
@attribute Refixation_Ratio numeric
@attribute Average_Saccade_Length numeric
@attribute Saccade_Length_SD numeric
@attribute Average_Saccade_Absolute_Angle numeric
@attribute Saccade_Absolute_Angle_SD numeric
@attribute Average_Saccade_Relative_Angle numeric
@attribute Saccade_Relative_Angle_SD numeric
@attribute Average_Left_Eye_Difference numeric
@attribute Left_Eye_Difference_SD numeric
@attribute Average_Right_Eye_Difference numeric
@attribute Right_Eye_Difference_SD numeric
@attribute Blink_Count numeric
@attribute Average_Blink_Duration numeric
@attribute Average_Fixation_Duration_AOI1 numeric
@attribute Fixation_Duration_SD_AOI1 numeric
@attribute Longest_Fixation_Duration_AOI1 numeric
@attribute Refixation_Ratio_AOI1 numeric
@attribute Average_Saccade_Length_AOI1 numeric
@attribute Saccade_Length_SD_AOI1 numeric
@attribute Average_Saccade_Absolute_Angle_AOI1 numeric
@attribute Saccade_Absolute_Angle_SD_AOI1 numeric
@attribute Average_Saccade_Relative_Angle_AOI1 numeric
@attribute Saccade_Relative_Angle_SD_AOI1 numeric
@attribute Average_Left_Eye_Difference_AOI1 numeric
@attribute Left_Eye_Difference_SD_AOI1 numeric
@attribute Average_Right_Eye_Difference_AOI1 numeric
@attribute Right_Eye_Difference_SD_AOI1 numeric
@attribute Blink_Count_AOI1 numeric
@attribute Average_Blink_Duration_AOI1 numeric
@attribute AOI_Language_AOI1 {Spanish,English}
@attribute Previous_AOI_Language_AOI1 {Spanish,English}
@attribute Language_Switch_AOI1 {No,Yes}
@attribute Average_Fixation_Duration_AOI2 numeric
@attribute Fixation_Duration_SD_AOI2 numeric
@attribute Longest_Fixation_Duration_AOI2 numeric
@attribute Refixation_Ratio_AOI2 numeric
@attribute Average_Saccade_Length_AOI2 numeric
@attribute Saccade_Length_SD_AOI2 numeric
@attribute Average_Saccade_Absolute_Angle_AOI2 numeric
@attribute Saccade_Absolute_Angle_SD_AOI2 numeric
@attribute Average_Saccade_Relative_Angle_AOI2 numeric
@attribute Saccade_Relative_Angle_SD_AOI2 numeric
@attribute Average_Left_Eye_Difference_AOI2 numeric
@attribute Left_Eye_Difference_SD_AOI2 numeric
@attribute Average_Right_Eye_Difference_AOI2 numeric
@attribute Right_Eye_Difference_SD_AOI2 numeric
@attribute Blink_Count_AOI2 numeric
@attribute Average_Blink_Duration_AOI2 numeric
@attribute AOI_Language_AOI2 {Spanish,English}
@attribute Previous_AOI_Language_AOI2 {Spanish,English}
@attribute Language_Switch_AOI2 {No,Yes}
@attribute Average_Fixation_Duration_AOI3 numeric
@attribute Fixation_Duration_SD_AOI3 numeric
@attribute Longest_Fixation_Duration_AOI3 numeric
@attribute Refixation_Ratio_AOI3 numeric
@attribute Average_Saccade_Length_AOI3 numeric
@attribute Saccade_Length_SD_AOI3 numeric
@attribute Average_Saccade_Absolute_Angle_AOI3 numeric
@attribute Saccade_Absolute_Angle_SD_AOI3 numeric
@attribute Average_Saccade_Relative_Angle_AOI3 numeric
@attribute Saccade_Relative_Angle_SD_AOI3 numeric
@attribute Average_Left_Eye_Difference_AOI3 numeric
@attribute Left_Eye_Difference_SD_AOI3 numeric
@attribute Average_Right_Eye_Difference_AOI3 numeric
@attribute Right_Eye_Difference_SD_AOI3 numeric
@attribute Blink_Count_AOI3 numeric
@attribute Average_Blink_Duration_AOI3 numeric
@attribute AOI_Language_AOI3 {Spanish,English}
@attribute Previous_AOI_Language_AOI3 {Spanish,English}
@attribute Language_Switch_AOI3 {No,Yes}
@attribute Average_Fixation_Duration_AOI4 numeric
@attribute Fixation_Duration_SD_AOI4 numeric
@attribute Longest_Fixation_Duration_AOI4 numeric
@attribute Refixation_Ratio_AOI4 numeric
@attribute Average_Saccade_Length_AOI4 numeric
@attribute Saccade_Length_SD_AOI4 numeric
@attribute Average_Saccade_Absolute_Angle_AOI4 numeric
@attribute Saccade_Absolute_Angle_SD_AOI4 numeric
@attribute Average_Saccade_Relative_Angle_AOI4 numeric
@attribute Saccade_Relative_Angle_SD_AOI4 numeric
@attribute Average_Left_Eye_Difference_AOI4 numeric
@attribute Left_Eye_Difference_SD_AOI4 numeric
@attribute Average_Right_Eye_Difference_AOI4 numeric
@attribute Right_Eye_Difference_SD_AOI4 numeric
@attribute Blink_Count_AOI4 numeric
@attribute Average_Blink_Duration_AOI4 numeric
@attribute AOI_Language_AOI4 {Spanish,English}
@attribute Previous_AOI_Language_AOI4 {Spanish,English}
@attribute Language_Switch_AOI4 {No,Yes}
@attribute Average_Fixation_Duration_AOI5 numeric
@attribute Fixation_Duration_SD_AOI5 numeric
@attribute Longest_Fixation_Duration_AOI5 numeric
@attribute Refixation_Ratio_AOI5 numeric
@attribute Average_Saccade_Length_AOI5 numeric
@attribute Saccade_Length_SD_AOI5 numeric
@attribute Average_Saccade_Absolute_Angle_AOI5 numeric
@attribute Saccade_Absolute_Angle_SD_AOI5 numeric
@attribute Average_Saccade_Relative_Angle_AOI5 numeric
@attribute Saccade_Relative_Angle_SD_AOI5 numeric
@attribute Average_Left_Eye_Difference_AOI5 numeric
@attribute Left_Eye_Difference_SD_AOI5 numeric
@attribute Average_Right_Eye_Difference_AOI5 numeric
@attribute Right_Eye_Difference_SD_AOI5 numeric
@attribute Blink_Count_AOI5 numeric
@attribute Average_Blink_Duration_AOI5 numeric
@attribute AOI_Language_AOI5 {Spanish,English}
@attribute Previous_AOI_Language_AOI5 {English,Spanish}
@attribute Language_Switch_AOI5 {Yes,No}
@attribute Average_Fixation_Duration_AOI6 numeric
@attribute Fixation_Duration_SD_AOI6 numeric
@attribute Longest_Fixation_Duration_AOI6 numeric
@attribute Refixation_Ratio_AOI6 numeric
@attribute Average_Saccade_Length_AOI6 numeric
@attribute Saccade_Length_SD_AOI6 numeric
@attribute Average_Saccade_Absolute_Angle_AOI6 numeric
@attribute Saccade_Absolute_Angle_SD_AOI6 numeric
@attribute Average_Saccade_Relative_Angle_AOI6 numeric
@attribute Saccade_Relative_Angle_SD_AOI6 numeric
@attribute Average_Left_Eye_Difference_AOI6 numeric
@attribute Left_Eye_Difference_SD_AOI6 numeric
@attribute Average_Right_Eye_Difference_AOI6 numeric
@attribute Right_Eye_Difference_SD_AOI6 numeric
@attribute Blink_Count_AOI6 numeric
@attribute Average_Blink_Duration_AOI6 numeric
@attribute AOI_Language_AOI6 {Spanish,English}
@attribute Previous_AOI_Language_AOI6 {Spanish,English}
@attribute Language_Switch_AOI6 {No,Yes}
@attribute 'Number of English AOIs' numeric
@attribute 'CEFR Median' {High,Low}

@data
0.306433,0.136587,0.7041,0.045455,29.058155,128.557319,29.058155,76.955207,98.118457,70.914511,-0.071611,0.373472,-0.071611,0.373472,0,0,0.34021,0.123612,0.51172,0.125,60.587764,82.17697,60.587764,84.630333,93.538685,81.002363,-0.067205,0.081062,-0.067205,0.081062,0,0,Spanish,Spanish,No,0.326472,0.171836,0.7041,0.076923,13.335474,53.588967,13.335474,73.862915,95.628564,70.225245,-0.451984,0.107548,-0.451984,0.107548,0,0,Spanish,Spanish,No,0.277222,0.11092,0.46191,0,34.201748,169.650784,34.201748,61.166474,129.894199,67.890431,-0.608324,0.064681,-0.608324,0.064681,0,0,Spanish,Spanish,No,0.248208,0.029244,0.27441,0,36.576755,37.465236,36.576755,73.963034,64.175784,65.093053,-0.66801,0.111874,-0.66801,0.111874,0,0,Spanish,Spanish,No,0.283204,0.137696,0.56348,0.071429,22.51833,92.183017,22.51833,82.549247,97.316893,58.926924,0.435361,0.291787,0.435361,0.291787,0,0,English,Spanish,Yes,0.328641,0.132565,0.60938,0,26.555518,177.106442,26.555518,73.587964,99.864267,72.394072,0.292569,0.363,0.292569,0.363,0,0,Spanish,English,Yes,0,High
0.363308,0.199498,0.93848,0.040541,13.479693,108.33232,13.479693,82.613405,102.256245,70.36924,0.000537,0.433088,0.000537,0.433088,1,0.12925,0.27458,0.05936,0.35059,0,32.553127,90.250869,32.553127,115.698734,78.425315,67.43733,-0.57089,0.08758,-0.57089,0.08758,0,0,Spanish,Spanish,No,0.405144,0.208259,0.9248,0,27.656247,121.792027,27.656247,73.786521,120.728949,59.621707,0.197715,0.238935,0.197715,0.238935,1,0.12925,Spanish,?,Yes,0.405144,0.208259,0.9248,0,27.656247,121.792027,27.656247,73.786521,120.728949,59.621707,0.197715,0.238935,0.197715,0.238935,1,0.12925,English,Spanish,Yes,0.360461,0.219028,0.91699,0,18.164215,135.930054,18.164215,67.395357,109.126968,68.046296,-0.219067,0.128084,-0.219067,0.128084,0,0,Spanish,English,Yes,0.274739,0.116702,0.46875,0,31.265353,77.251727,31.265353,69.537532,98.270312,79.728893,-0.382848,0.073492,-0.382848,0.073492,0,0,Spanish,Spanish,No,0.351565,0.07808,0.47559,0,17.172902,20.412558,17.172902,42.47281,104.446828,62.645132,-0.630737,0.043345,-0.630737,0.043345,0,0,Spanish,Spanish,No,0,High
0.329925,0.173016,0.95801,0.035088,32.677041,116.979028,32.677041,88.454909,91.179672,61.59178,0.012101,0.45722,0.012101,0.45722,0,0,0.534177,0.257744,0.95801,0,90.347395,126.117619,90.347395,65.082228,101.062269,46.952444,-0.687147,0.139304,-0.687147,0.139304,0,0,Spanish,Spanish,No,0.274905,0.036313,0.32715,0,24.780021,23.341355,24.780021,52.450629,105.511276,65.245023,-0.773542,0.044637,-0.773542,0.044637,0,0,Spanish,Spanish,No,0.338054,0.158886,0.66895,0.055556,27.690071,71.8389,27.690071,89.184907,83.089878,65.04242,0.295391,0.504864,0.295391,0.504864,0,0,English,Spanish,Yes,0.278592,0.124441,0.58398,0.055556,37.132729,153.264784,37.132729,94.474121,93.277845,59.815454,0.245572,0.144062,0.245572,0.144062,0,0,Spanish,English,Yes,0.296007,0.145198,0.64355,0,17.677338,136.625913,17.677338,100.454828,83.367348,57.212986,-0.118929,0.137025,-0.118929,0.137025,0,0,Spanish,Spanish,No,0.451418,0.232045,0.83008,0,19.043801,22.655847,19.043801,39.566338,111.505493,62.657522,-0.533622,0.102886,-0.533622,0.102886,0,0,Spanish,Spanish,No,0,High
0.190617,0.09906,0.52271,0.017857,27.998448,283.709573,27.998448,90.939754,105.999299,53.142321,0.051172,0.289886,0.051172,0.289886,1,0.14844,0.168972,0.084681,0.50903,0,8.90637,395.373752,8.90637,89.103375,107.560533,49.993235,0.096269,0.302067,0.096269,0.302067,0,0,Spanish,English,Yes,0.223357,0.115332,0.44922,0,48.305754,111.07077,48.305754,99.443895,91.481537,49.08899,0.252148,0.090623,0.252148,0.090623,1,0.14844,Spanish,Spanish,No,0.205721,0.099776,0.40845,0,35.414386,15.581469,35.414386,76.98258,106.609731,49.441803,-0.035036,0.079014,-0.035036,0.079014,0,0,Spanish,Spanish,No,0.15324,0.023287,0.18604,0,64.090009,138.830685,64.090009,73.791179,109.795181,57.064939,-0.032026,0.10431,-0.032026,0.10431,0,0,Spanish,Spanish,No,0.224,0.05725,0.28125,0,138.911861,2.79329,138.911861,15.463379,155.290721,6.217479,-0.260624,0.02915,-0.260624,0.02915,0,0,Spanish,Spanish,No,0.221498,0.124788,0.52271,0.125,23.448277,47.321583,23.448277,88.856209,100.891151,66.258715,-0.051878,0.067037,-0.051878,0.067037,0,0,Spanish,Spanish,No,0,High
0.289032,0.14491,0.78223,0,25.894704,130.654757,25.894704,98.479552,98.355178,58.188807,-0.194614,0.327122,-0.194614,0.327122,1,0.04215,0.216731,0.128359,0.4397,0,23.710842,59.526907,23.710842,124.916549,99.213426,58.105353,-0.328522,0.30854,-0.328522,0.30854,0,0,Spanish,English,Yes,0.268529,0.097278,0.48218,0,10.527619,172.416532,10.527619,92.619976,96.909546,59.816126,-0.108319,0.282223,-0.108319,0.282223,0,0,Spanish,Spanish,No,0.617675,0.014895,0.63257,0,128.366336,190.776633,128.366336,48.870021,85.348725,17.03969,0.026401,0.030715,0.026401,0.030715,0,0,Spanish,Spanish,No,0.299967,0.103971,0.46973,0,9.876183,43.434264,9.876183,95.447984,114.595333,53.555978,-0.057231,0.128651,-0.057231,0.128651,0,0,Spanish,Spanish,No,0.363688,0.202006,0.78223,0,33.336855,30.681308,33.336855,57.039732,88.955362,66.936251,-0.294359,0.046091,-0.294359,0.046091,1,0.04215,Spanish,Spanish,No,0.29254,0.072559,0.40796,0,66.522715,67.155645,66.522715,66.903183,99.104469,50.574483,-0.392692,0.050664,-0.392692,0.050664,0,0,Spanish,Spanish,No,0,High
0.30811,0,0.30811,0,149.185754,0,149.185754,0,22.88688,0,-0.472199,0,-0.472199,0,1,0.07382,0.30811,0,0.30811,0,149.185754,0,149.185754,0,22.88688,0,-0.472199,0,-0.472199,0,0,0,Spanish,English,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07382,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0,High
0.278786,0.152371,0.75,0.060606,28.112151,107.194373,28.112151,103.388858,86.968023,68.898584,-0.372532,0.362525,-0.372532,0.362525,0,0,0.177734,0.06171,0.27466,0,73.932024,47.987809,73.932024,72.522727,89.043749,50.489807,-0.232686,0.089318,-0.232686,0.089318,0,0,Spanish,English,Yes,0.253113,0.111774,0.41528,0,83.081827,62.853243,83.081827,87.39325,75.699771,73.779987,0.053968,0.086373,0.053968,0.086373,0,0,Spanish,Spanish,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spanish,Spanish,No,0.269225,0.06837,0.35522,0,57.968334,180.277131,57.968334,64.559031,90.074919,66.732115,-0.336524,0.06288,-0.336524,0.06288,0,0,Spanish,Spanish,No,0.319335,0.14681,0.57593,0,-39.24651,109.841244,-39.24651,89.737141,93.075113,78.957348,-0.464341,0.094484,-0.464341,0.094484,0,0,Spanish,Spanish,No,0.301027,0.201318,0.75,0.222222,47.283537,40.227135,47.283537,111.195091,81.977892,61.949285,-0.476677,0.169867,-0.476677,0.169867,0,0,Spanish,Spanish,No,0,High
0.314589,0.141512,0.76416,0.05,42.60173,137.803481,42.60173,82.274333,100.790766,65.619316,-0.227676,0.402783,-0.227676,0.402783,0,0,0.234343,0.121682,0.39502,0.142857,-1.72257,30.930591,-1.72257,104.065785,102.68405,65.286469,-0.264923,0.11674,-0.264923,0.11674,0,0,Spanish,English,Yes,0.327851,0.113576,0.5166,0,35.875013,193.032184,35.875013,79.863579,113.857442,65.806362,0.085335,0.131019,0.085335,0.131019,0,0,Spanish,Spanish,No,0.225302,0.087346,0.38062,0.166667,41.461108,30.599506,41.461108,64.394758,86.240752,55.086029,0.034001,0.062769,0.034001,0.062769,0,0,Spanish,Spanish,No,0.361817,0.114219,0.51636,0,50.420761,113.843801,50.420761,62.22073,122.04491,51.351549,-0.266453,0.120952,-0.266453,0.120952,0,0,Spanish,Spanish,No,0.306428,0.062,0.43457,0,61.799771,152.909212,61.799771,77.020017,82.877567,75.931917,-0.444182,0.060311,-0.444182,0.060311,0,0,Spanish,Spanish,No,0.46924,0.205702,0.76416,0,76.687542,131.448519,76.687542,70.876151,97.849646,62.6415,-0.585571,0.109092,-0.585571,0.109092,0,0,Spanish,Spanish,No,0,High
0.267548,0.122482,0.60303,0,46.941633,136.690786,46.941633,84.131561,93.323183,64.613554,-0.171037,0.471222,-0.171037,0.471222,0,0,0.290771,0.161691,0.60303,0,58.192979,108.646362,58.192979,72.418897,91.748131,63.956012,0.145227,0.260114,0.145227,0.260114,0,0,Spanish,English,Yes,0.185627,0.073303,0.24072,0,-28.980216,269.851589,-28.980216,44.948541,90.188725,60.570942,-0.072609,0.130205,-0.072609,0.130205,0,0,Spanish,Spanish,No,0.1969,0.07678,0.27368,0,58.215637,12.335717,58.215637,62.611562,170.359453,3.503759,-0.200499,0.047035,-0.200499,0.047035,0,0,Spanish,Spanish,No,0.339277,0.07542,0.40845,0,146.924324,40.698606,146.924324,22.888284,115.222209,49.129018,-0.271139,0.102656,-0.271139,0.102656,0,0,Spanish,Spanish,No,0.22705,0,0.22705,0,101.004966,0,101.004966,0,171.5276,0,-0.442929,0,-0.442929,0,0,0,Spanish,Spanish,No,0.273775,0.100488,0.46973,0,18.497471,101.159586,18.497471,86.510464,58.63002,54.992785,-0.425263,0.157385,-0.425263,0.157385,0,0,Spanish,Spanish,No,0,High
0.371526,0.363596,2.35767,0.104167,46.114524,105.021238,46.114524,94.348985,93.853954,59.093043,0.050702,0.21486,0.050702,0.21486,1,0.18669,0.185677,0.085763,0.34766,0.2,50.348788,67.231883,50.348788,77.341632,112.754524,44.234428,0.366765,0.140537,0.366765,0.140537,0,0,Spanish,English,Yes,0.312346,0.105418,0.47534,0,-16.481845,105.967585,-16.481845,92.343533,86.98473,57.253873,-0.036452,0.15335,-0.036452,0.15335,0,0,Spanish,Spanish,No,0.38741,0.114503,0.58301,0,47.804741,108.424453,47.804741,69.206198,97.960735,64.353704,-0.156373,0.134332,-0.156373,0.134332,0,0,Spanish,Spanish,No,0.375487,0.188109,0.70947,0.125,25.149679,124.17775,25.149679,114.757577,94.514717,56.726757,-0.221361,0.070956,-0.221361,0.070956,0,0,Spanish,Spanish,No,0.341621,0.159448,0.54932,0.142857,92.527612,126.820128,92.527612,83.45161,80.636175,74.282296,-0.108475,0.076052,-0.108475,0.076052,0,0,Spanish,Spanish,No,1.207397,0.751333,2.35767,0,113.600225,77.313597,113.600225,67.180212,52.364678,47.104204,0.144281,0.182036,0.144281,0.182036,1,0.18669,Spanish,Spanish,No,0,High
0.331642,0.176912,0.91748,0.142857,20.940344,150.742126,20.940344,93.379783,93.179268,66.330152,0.128318,0.198026,0.128318,0.198026,1,0.17502,0.273012,0.11531,0.52295,0.125,0.24484,210.607818,0.24484,120.708795,75.58692,57.013964,0.571077,0.128837,0.571077,0.128837,0,0,Spanish,English,Yes,0.303378,0.177447,0.83154,0.263158,-9.180911,135.56918,-9.180911,93.363707,93.368512,63.011132,0.274816,0.163478,0.274816,0.163478,1,0.17502,Spanish,Spanish,No,0.380617,0.178998,0.68311,0.083333,28.170149,115.966693,28.170149,75.552876,84.909975,66.206522,0.133667,0.126334,0.133667,0.126334,0,0,Spanish,Spanish,No,0.316949,0.163947,0.7832,0.185185,23.711451,174.171644,23.711451,96.738183,99.269044,64.107211,-0.031787,0.113806,-0.031787,0.113806,0,0,Spanish,Spanish,No,0.380433,0.243496,0.91748,0,78.191696,93.79683,78.191696,74.432915,79.554928,67.465039,-0.039477,0.114313,-0.039477,0.114313,0,0,Spanish,Spanish,No,0.37412,0.150165,0.60352,0,32.768298,88.868473,32.768298,59.718896,111.27381,76.875984,0.02766,0.122586,0.02766,0.122586,0,0,Spanish,Spanish,No,0,High
0.363949,0.208453,1.08545,0.026316,27.818888,107.412757,27.818888,87.090539,100.212902,64.908882,0.010833,0.22352,0.010833,0.22352,1,0.18894,0.256928,0.140629,0.60938,0.0625,24.265948,90.955745,24.265948,97.535917,101.302815,66.789807,0.284759,0.135232,0.284759,0.135232,0,0,Spanish,English,Yes,0.371827,0.139426,0.55615,0,26.201991,84.008123,26.201991,62.772918,130.014728,54.787621,0.014697,0.057522,0.014697,0.057522,1,0.18894,Spanish,Spanish,No,0.388305,0.163122,0.6499,0,54.656586,149.962672,54.656586,77.660515,75.914628,36.736522,-0.178577,0.206462,-0.178577,0.206462,0,0,Spanish,Spanish,No,0.655466,0.237361,1.08545,0,26.59935,24.574653,26.59935,57.953914,115.391101,71.68722,-0.377791,0.096175,-0.377791,0.096175,0,0,Spanish,Spanish,No,0.500977,0.188596,0.69971,0,19.610752,93.372958,19.610752,110.219124,88.613967,59.960272,-0.34352,0.058596,-0.34352,0.058596,0,0,Spanish,Spanish,No,0.288695,0.091375,0.38721,0,25.298819,169.272143,25.298819,88.980195,65.175242,60.541701,-0.080267,0.058016,-0.080267,0.058016,0,0,Spanish,Spanish,No,0,High
0.302181,0.159614,0.88428,0.099099,33.087431,178.75144,33.087431,93.750971,98.780851,62.358545,0.091779,0.229103,0.091779,0.229103,6,0.1483,0.224217,0.094376,0.5293,0.195652,31.487337,175.151779,31.487337,103.30147,95.116272,61.082595,0.445341,0.09148,0.445341,0.09148,1,0.19451,Spanish,English,Yes,0.22803,0.084523,0.32178,0,87.929719,16.617327,87.929719,22.336743,112.12122,32.49857,0.221123,0.053685,0.221123,0.053685,3,0.133037,Spanish,Spanish,No,0.321371,0.111189,0.53027,0.083333,22.312365,136.625881,22.312365,84.427146,116.339345,62.856636,0.068679,0.099794,0.068679,0.099794,0,0,Spanish,Spanish,No,0.341641,0.178433,0.88428,0.045455,25.504941,230.584735,25.504941,89.023319,106.319412,57.813586,-0.201129,0.131608,-0.201129,0.131608,1,0.15596,Spanish,Spanish,No,0.430125,0.166927,0.82324,0,29.555424,181.048445,29.555424,93.676692,90.448816,66.003585,-0.24901,0.10835,-0.24901,0.10835,1,0.14022,Spanish,Spanish,No,0.346376,0.207508,0.82422,0,60.269786,20.492906,60.269786,66.295839,85.901797,73.430114,-0.203155,0.057502,-0.203155,0.057502,0,0,Spanish,Spanish,No,0,High
0.252181,0.131429,0.97168,0.066667,10.707322,100.25143,10.707322,94.199035,101.66357,56.972669,0.034462,0.21101,0.034462,0.21101,2,0.16366,0.233341,0.109302,0.48926,0.117647,14.212283,90.809558,14.212283,92.357731,91.190372,55.778924,0.300487,0.165146,0.300487,0.165146,2,0.16366,Spanish,English,Yes,0.267245,0.124371,0.55566,0.045455,18.460785,106.650291,18.460785,97.154475,94.631094,58.204832,0.109373,0.132341,0.109373,0.132341,0,0,Spanish,Spanish,No,0.274659,0.196571,0.97168,0.05,40.511466,150.074942,40.511466,81.759938,113.895383,52.060549,-0.060028,0.091825,-0.060028,0.091825,0,0,Spanish,Spanish,No,0.27625,0.126067,0.60547,0.047619,-9.108735,66.602096,-9.108735,97.65224,117.597947,59.157385,-0.294025,0.083165,-0.294025,0.083165,0,0,Spanish,Spanish,No,0.20323,0.092738,0.42188,0.071429,-17.421908,53.584658,-17.421908,108.042912,84.116546,50.047391,-0.057432,0.123145,-0.057432,0.123145,0,0,Spanish,Spanish,No,0.256566,0.054077,0.34229,0,2.276063,31.158782,2.276063,58.017853,121.352837,53.213923,-0.029063,0.155789,-0.029063,0.155789,0,0,Spanish,Spanish,No,0,High
0.248311,0.121127,0.60352,0.04918,24.856657,105.865946,24.856657,86.511463,103.317425,58.366408,0.001541,0.202827,0.001541,0.202827,1,0.16303,0.165317,0.057515,0.26025,0.142857,38.699533,108.248643,38.699533,78.551217,130.001787,24.420653,0.427222,0.102527,0.427222,0.102527,0,0,Spanish,English,Yes,0.232272,0.115997,0.47559,0,14.896486,133.518738,14.896486,89.46319,101.450137,57.337493,0.272432,0.182075,0.272432,0.182075,1,0.16303,Spanish,Spanish,No,0.204386,0.078656,0.36084,0,22.742066,143.974302,22.742066,89.319184,102.995959,57.505941,-0.086498,0.117191,-0.086498,0.117191,0,0,Spanish,Spanish,No,0.277734,0.110864,0.50293,0.1,13.338054,53.714364,13.338054,81.890605,109.954264,57.638413,-0.211791,0.083574,-0.211791,0.083574,0,0,Spanish,Spanish,No,0.403518,0.149288,0.60352,0,86.170606,28.99533,86.170606,73.485633,52.973526,55.355117,-0.142509,0.029508,-0.142509,0.029508,0,0,Spanish,Spanish,No,0.236327,0.114421,0.35547,0,20.296525,16.451681,20.296525,83.998519,93.398556,71.52938,-0.041647,0.040185,-0.041647,0.040185,0,0,Spanish,Spanish,No,0,High
0.242392,0.119932,0.75195,0.12,22.056572,154.704035,22.056572,92.308458,107.691687,55.377547,-0.068597,0.183469,-0.068597,0.183469,2,0.116255,0.213624,0.109764,0.39453,0.125,36.142521,185.708768,36.142521,115.523139,109.482916,58.952978,0.145489,0.119067,0.145489,0.119067,0,0,Spanish,Spanish,No,0.232095,0.097915,0.39453,0,62.740252,77.575188,62.740252,90.169944,86.452054,64.543171,-0.050987,0.15003,-0.050987,0.15003,0,0,Spanish,Spanish,No,0.242009,0.096519,0.4541,0.181818,8.246018,166.354492,8.246018,85.334067,109.040739,51.131565,0.053195,0.151383,0.053195,0.151383,0,0,Spanish,Spanish,No,0.260174,0.155287,0.75195,0.166667,27.325964,117.984513,27.325964,88.673961,108.81969,49.717124,-0.23392,0.140392,-0.23392,0.140392,2,0.116255,Spanish,Spanish,No,0.190484,0.094926,0.40137,0.055556,10.091757,205.465894,10.091757,74.034414,125.429743,42.333237,-0.138205,0.219649,-0.138205,0.219649,0,0,Spanish,Spanish,No,0.279118,0.105647,0.59668,0.090909,23.690377,126.042749,23.690377,102.235263,95.7404,65.073885,-0.050372,0.11801,-0.050372,0.11801,0,0,Spanish,Spanish,No,0,High
0.217721,0.098281,0.62305,0.106195,20.249834,125.964672,20.249834,92.437551,97.763568,55.192545,-0.116819,0.213928,-0.116819,0.213928,1,0.11356,0.178,0.068276,0.30762,0,46.40332,213.154553,46.40332,90.24864,89.718517,52.463157,0.119549,0.165244,0.119549,0.165244,0,0,Spanish,Spanish,No,0.206994,0.066566,0.30176,0.148148,11.474894,115.195776,11.474894,91.624754,107.117013,51.309759,0.085779,0.209569,0.085779,0.209569,1,0.11356,Spanish,Spanish,No,0.219427,0.123492,0.48926,0,48.325151,125.563386,48.325151,80.608478,88.668892,62.825994,-0.234402,0.141756,-0.234402,0.141756,0,0,Spanish,Spanish,No,0.248682,0.103587,0.50293,0.043478,6.300848,63.54192,6.300848,82.895381,96.78966,61.424635,-0.288978,0.157312,-0.288978,0.157312,0,0,Spanish,Spanish,No,0.198849,0.074119,0.38184,0.206897,-3.611718,37.394646,-3.611718,99.236475,93.51997,49.116382,-0.171096,0.141671,-0.171096,0.141671,0,0,Spanish,Spanish,No,0.27168,0.153038,0.62305,0.1,79.956598,204.485531,79.956598,66.856516,107.728326,53.96857,-0.212235,0.174343,-0.212235,0.174343,0,0,Spanish,Spanish,No,0,High
0.239109,0.144192,1.01758,0.072072,16.646459,99.294311,16.646459,92.82931,101.948644,57.38594,-0.048487,0.208342,-0.048487,0.208342,3,0.14023,0.198909,0.085448,0.38086,0.136364,28.859826,131.904152,28.859826,91.81429,101.6457,52.8139,0.256884,0.097215,0.256884,0.097215,0,0,Spanish,Spanish,No,0.239165,0.111072,0.53613,0.047619,12.445257,110.804709,12.445257,76.891972,109.397723,64.030444,-0.081504,0.136412,-0.081504,0.136412,0,0,Spanish,Spanish,No,0.286199,0.157671,0.58887,0,29.187536,102.472392,29.187536,84.916762,108.358345,51.361315,-0.150406,0.139558,-0.150406,0.139558,0,0,Spanish,Spanish,No,0.177789,0.080998,0.3877,0.055556,-2.242575,62.557584,-2.242575,80.925847,92.47134,58.023281,-0.374562,0.199216,-0.374562,0.199216,2,0.109835,Spanish,Spanish,No,0.252116,0.192664,0.70313,0.083333,42.85394,74.059766,42.85394,105.338522,100.222096,50.110812,-0.113466,0.182757,-0.113466,0.182757,0,0,Spanish,Spanish,No,0.288001,0.181564,1.01758,0.086957,1.730281,76.48168,1.730281,106.711515,99.574671,60.507773,0.039062,0.111115,0.039062,0.111115,1,0.20102,Spanish,Spanish,No,0,High
